,Vantage<700,700<Vantage<750,750<Vantage,Vantage<700_ever,700<Vantage<750_ever,750<Vantage_ever
0,0.2965950624658963,0.4371815118115364,0.40117156740887233,0.2966784417985872,0.43752014717613924,0.401300723133179
1,0.29327192833141047,0.4376267255731397,0.4032762915331607,0.2971428391302429,0.44087867382699897,0.4070002853004433
2,0.2930678405742833,0.43570749254368657,0.40517666845885547,0.29993696225182165,0.44136523319984217,0.4119318416807974
3,0.2909306915756258,0.43500273232826514,0.4077394945887965,0.30127834420795463,0.4434343759040792,0.4177654711071206
4,0.2886761016885694,0.4330747155627794,0.40717990996543096,0.30182293941700883,0.443756983949614,0.420615712379141
5,0.2869324875582136,0.4324938470544544,0.4048458725182863,0.30478330085868305,0.4462821101928028,0.42137838514454895
6,0.28734618556532676,0.43273329728506216,0.4036519564537831,0.30802692926373204,0.4486940885026973,0.42317979803471195
7,0.2862812495190408,0.4328764791010471,0.40493851403424064,0.3082488982829117,0.4498831853049951,0.42675550737522244
8,0.28486670227345184,0.430035276858946,0.40594330348840296,0.3089157733917947,0.4491595437568127,0.4304298732697468
9,0.28474458914064593,0.4300670501983947,0.4073585177680283,0.3108855532290495,0.4501946366104731,0.433329056714578
10,0.2838392475416845,0.43123174636962097,0.4080345980922572,0.3128770894378461,0.45245526001934533,0.4356574809943658
11,0.28433219656155834,0.4300095085186975,0.40944815646849586,0.31466621719717164,0.4526148426418094,0.43858159347267994
12,0.28550864814481847,0.43122176175489985,0.40935927642480474,0.31768317760679204,0.4545009815224504,0.4402463078138079
13,0.28578803062665953,0.430162610729571,0.4095333392785014,0.3195130068509171,0.45513275106997114,0.4422378836600553
14,0.284665554873355,0.4305802005207927,0.4091432328055285,0.32043222587922726,0.4572466592861709,0.4438916557425783
15,0.2839396364233247,0.4324799458688648,0.408495101035044,0.32168533792933646,0.4607185655249171,0.44549763033175355
16,0.2831790840173075,0.4345136829056964,0.408841791903992,0.3230079688391544,0.4647982190403309,0.44820808304236265
17,0.2833676623079986,0.43295443523533295,0.40797632690224644,0.3249879225344284,0.46487448804953524,0.44951151996567296
18,0.2860037986038377,0.4354643549234966,0.40997245332368737,0.3284709867850682,0.46758987088205195,0.45251411452474366
19,0.2844836206551738,0.43178069549112474,0.4104379538276188,0.3280838766449342,0.4653579568662054,0.45452118133567776
20,0.28243003410233103,0.4300659836777218,0.41265316950822994,0.327898472660513,0.4647880336367921,0.4582275463529605
21,0.28099398988012975,0.4281198731944393,0.41356897703570356,0.32823548477037034,0.463968964709075,0.4609089332796157
22,0.2793511916026139,0.424130874318619,0.41214478744544153,0.3280309466385895,0.4602233270444503,0.46100375014796585
23,0.2808925890678698,0.4226414398465737,0.41156761610818277,0.3305652188301315,0.4594674337980379,0.4615890599786945
24,0.2819182544474242,0.4228622239786593,0.41219078788852304,0.332936513508255,0.46002013041545226,0.4634266323990041
25,0.28193936923136875,0.42165739562728877,0.41152151049231234,0.33426560709207526,0.4601623902256314,0.4647430760755246
26,0.28336023120583576,0.42289404076552045,0.4127516441840282,0.3361333604794939,0.4612976505367979,0.4672229217564049
27,0.28468302267934875,0.42081539962964815,0.41020880330710896,0.3386948791806374,0.460734572844202,0.46641860838803545
28,0.2841703476889121,0.41763278848012775,0.4096331073727923,0.33932643902591875,0.45828474140780423,0.46730626899615163
29,0.2840753801857018,0.4151710156787621,0.4074128537224516,0.34096628867406276,0.4574677156372248,0.46702863714344967
30,0.2852244629887189,0.4158042222794599,0.4067646401613899,0.3429522098593726,0.4581356305645119,0.4676633182640487
31,0.2840854730425152,0.4126464900194643,0.4069051466075477,0.3433243876110283,0.4556616771798933,0.46970903944187675
32,0.2827033915852446,0.40880237118500157,0.4075192103423657,0.34321512832302736,0.4527924559990296,0.47181197869635844
33,0.28402463150378804,0.4140589955964949,0.4105285808282016,0.3462809151211161,0.4595976826317419,0.4763073348565828
34,0.2834768119420367,0.40854042349623587,0.4097111358404252,0.34656477587041284,0.45433000981947275,0.4763754173071751
35,0.28474258146050246,0.41076769375715305,0.4105346958933999,0.3487162096887082,0.45620901807788855,0.47742881082316285
36,0.2855727959757548,0.4142776480250494,0.41110783916761756,0.3509301713509994,0.4608057644431897,0.4794726445074294
37,0.2868101032688322,0.4124051064706204,0.4099692947884759,0.3534093306752011,0.4599813994200996,0.48050766277635615
38,0.28551368900575624,0.4117767984479192,0.40967571790884016,0.3537690703739297,0.4608221659749971,0.48197926191749624
39,0.2848098858759409,0.4056416482637528,0.41127343196809896,0.35463785626590133,0.4553088024881377,0.4858296376352501
40,0.28478052984912733,0.4045775402437815,0.41129893039213977,0.3561320410563518,0.45504498539933536,0.4872127248254019
41,0.28502800301981,0.40437510977693325,0.4099303063837147,0.35794245885799625,0.4558864387564469,0.48815609565357976
42,0.2853623576601201,0.40306495003843196,0.40706755813396706,0.3599373661325891,0.4562676146553933,0.48812875032447156
43,0.2851891364236162,0.40078626444159177,0.4074333114009754,0.3614620068061332,0.4548716302952503,0.4901103482222233
44,0.2846280114641919,0.3954933463264002,0.4089176623744731,0.3624729455373135,0.45011801332633056,0.49308387022333033
45,0.284456854712121,0.3951273546569097,0.40948988358714383,0.36351901286373645,0.45059103731991956,0.494856380600202
46,0.2841395952242198,0.3943175725040999,0.4092475325383356,0.36490147098013603,0.450922351863988,0.496272270592329
47,0.2841543698126457,0.3957030376165375,0.4090715786559972,0.3662401373216428,0.453172310145028,0.4973716327583387
48,0.28529822994526227,0.3959837836985156,0.4091263566743893,0.36868015186940944,0.454122694934772,0.49901729187126587
49,0.2854925302204464,0.3962965888802869,0.40827799137830595,0.3703396044878081,0.4553868516265622,0.5001747640685075
50,0.28467823221554567,0.39591490164630405,0.41136502668186825,0.3707627447179686,0.45565042376212717,0.5053152128329462
51,0.2838736109671727,0.39388034928195137,0.4119199706408457,0.3716539963175436,0.45515843507127146,0.5072422669168012
52,0.28192904410096165,0.39248396887623627,0.41110097549601166,0.37076924413939344,0.4550547867381881,0.508286719468666
53,0.282085860906567,0.39479246823813935,0.4095549755050083,0.37284681651266327,0.4588375708654616,0.5087667639608594
54,0.28267528063847,0.39505072144162307,0.40701031407883403,0.3753318953206246,0.46103900195324804,0.5091758308563505
55,0.28138727898717913,0.39297521972268934,0.40825937260411543,0.3758221623728968,0.4605514484246597,0.5117102169186533
56,0.28069393800830883,0.39470396644804356,0.4095510431692688,0.37639473488801084,0.46299022888502206,0.5136655365188817
57,0.2802454151462316,0.3947170386458244,0.41069653988616855,0.3771015855042971,0.46389912903215563,0.5161172109902163
58,0.2800096993115256,0.39460584725650427,0.4116963554723851,0.37752901203480366,0.4642507469874937,0.5176975962491928
59,0.2807937835046476,0.3947351692221629,0.4117403817526217,0.3796419613436286,0.46519248862104917,0.5188229845512587
60,0.2820139258098976,0.39646880181960265,0.41214517029023356,0.38209076534743996,0.46795682255697374,0.5201667868435602
61,0.28258802742005534,0.40458675757654317,0.4149503978872195,0.38453372747931575,0.4778050709045187,0.5256779428244254
62,0.2799787910505316,0.3976534284449633,0.41094893602276183,0.3840452824843195,0.47276232142513486,0.5240984652187696
63,0.27730233421776584,0.3939192159911302,0.40939436011117164,0.38222241767692317,0.47012176860778526,0.5240739746412107
64,0.27546090341659885,0.3920465203526543,0.40919135643889576,0.38198948543479766,0.46944796823186413,0.5257378174330817
65,0.2751114811264706,0.3948403912091805,0.4086236134592388,0.38200833697587394,0.47285132279818315,0.5260852645251742
66,0.27438994306941467,0.39527637682808137,0.4072053064276002,0.3830011173292445,0.4742204188944927,0.5260459909330021
67,0.2736956299651195,0.3923120227217068,0.4081071361380975,0.3832048219732534,0.47281123872104525,0.5275141707866147
68,0.27098342753926774,0.38910871955063725,0.40905998821897505,0.38199075568497903,0.4706428383605737,0.529420259562582
69,0.26929530944439467,0.38843901870557074,0.4085907329806531,0.38152850758269913,0.47118258640184696,0.53083802625508
70,0.26833820012263915,0.38895565777137353,0.40945980234115525,0.38138704481060925,0.4725212838921994,0.5322562117113308
71,0.2681580716298926,0.3894172314014534,0.40948952217047985,0.38152293123577485,0.47341583645154905,0.5333101336302896
72,0.2675239134495335,0.38810589018888314,0.40816566803854076,0.3823448452138693,0.4733829313963279,0.5337472164797061
73,0.26822087865578764,0.3872408303457267,0.40862243034275625,0.3836761588096835,0.4737759169654273,0.5349034539440307
74,0.26789070505672347,0.386862430937501,0.40781950986276566,0.38487060254481825,0.474106833322402,0.53587142290359
75,0.26714022336047044,0.38592137546120275,0.4062649978288857,0.38534693203662135,0.4742881401432148,0.5361979345212249
76,0.26795480865335386,0.3861141371356155,0.40873578185439086,0.3862849881989931,0.4743498902827677,0.5381665453895549
77,0.26862648929521077,0.3874496383293148,0.4071039517308128,0.38821181217450995,0.47670529672551915,0.5382161096353041
78,0.2686039373855114,0.3869710276552781,0.4056830171504231,0.3898891084215923,0.4775989438498919,0.5385186296212011
79,0.2687575665114814,0.3778746610796155,0.4095518537142148,0.39157570448528034,0.4696912743406458,0.5440926876497042
80,0.2673639117153637,0.3656069107304732,0.4147557483798807,0.39141459988273425,0.45732932024339235,0.5515554056711012
81,0.2668881583689028,0.3653045235248031,0.41476001640203675,0.39261389571804955,0.45757759621105465,0.552810925002206
82,0.2664932845349223,0.36467346813024304,0.41478246763780297,0.39304452136200924,0.4581657174546447,0.5541368458618564
83,0.26591225473967206,0.36578935019532854,0.41416976418890933,0.3925012863826919,0.4602128083903286,0.5550547134867898
84,0.2641926660517524,0.36539605251207774,0.41409572839740977,0.39211043753872266,0.46137620081387276,0.5561342328740534
85,0.2634773273900359,0.3617763961751901,0.41359133215697824,0.39337598765622833,0.46013198452112597,0.5567308970446033
86,0.26281072467026306,0.3613839668331401,0.4131357038429407,0.3931954666950504,0.46068989160340384,0.5580761800334169
87,0.26274478279682584,0.35947962280762724,0.41286599851183303,0.39225984192579005,0.4597147888139756,0.5592849500968873
88,0.2617935690112422,0.35940065562356766,0.41233187363152957,0.3926794397465624,0.46076702155435,0.5604186216244396
