,Vantage<700,700<Vantage<750,750<Vantage
vant_cat,0.25617233355190555,0.35690970600308575,0.4097741779603597
vant_cat,0.25607926748776944,0.3590166926152144,0.41025427997279096
vant_cat,0.24583038560593917,0.35156060161716035,0.4092403064506696
vant_cat,0.2436656226992344,0.35142024560386903,0.4094533340614931
vant_cat,0.24122053126992737,0.3489869421924323,0.40941356905252907
vant_cat,0.24037269031658118,0.34716389759520705,0.4088328124516508
vant_cat,0.2400046286064954,0.34806485067134457,0.4079923763911211
vant_cat,0.2402585115346416,0.3492350282517188,0.4072612245109793
vant_cat,0.2386486366037081,0.34517226239238813,0.4081741935401222
vant_cat,0.23679999539241725,0.34208881239242683,0.40897688313860237
vant_cat,0.2346956589675158,0.34103020509497367,0.40899022274758223
vant_cat,0.23382909442928804,0.3411836126893037,0.41039915080191547
vant_cat,0.23347487888204752,0.33981765722924756,0.4105590273703495
vant_cat,0.23196751319896722,0.3391500584572718,0.4110120407128021
vant_cat,0.2312550217710313,0.3391685079944882,0.410240897036432
vant_cat,0.2298955931838992,0.33732736348018993,0.4103311838901353
vant_cat,0.22887862625707703,0.33499191374663073,0.4115405504624065
vant_cat,0.22759124407749012,0.3339964948459159,0.41159763313609465
vant_cat,0.2291093602687222,0.3389744708236061,0.410574041051713
vant_cat,0.2287023027966453,0.33757923951662544,0.4098780767997495
vant_cat,0.22694357791684644,0.33364735437274295,0.4109231943031536
vant_cat,0.22450410874444862,0.330562881127211,0.41080909211907896
vant_cat,0.2222378354655035,0.3287864071210932,0.4117471334737246
vant_cat,0.21960721287052962,0.32711204679354944,0.41195887910014334
vant_cat,0.2191086815599557,0.32690978520792013,0.4121128727965464
vant_cat,0.21973167492333773,0.32765860434538263,0.41236333310849344
vant_cat,0.21962984830115087,0.3292555726160851,0.4122489270386266
vant_cat,0.21920988450338555,0.3305962916813104,0.41298202688489705
vant_cat,0.21897227864375318,0.3313293591098733,0.41245504679532374
vant_cat,0.21878823599985145,0.33235981308411217,0.4125903704778192
vant_cat,0.21951642840274174,0.3332306425697478,0.4115451458188763
vant_cat,0.2195956804011056,0.33296024772884136,0.41065491112718805
vant_cat,0.2180403059532838,0.3295525141914033,0.41068617925674034
vant_cat,0.21477225127872077,0.32633583250365106,0.41107020454482746
vant_cat,0.21377927828802848,0.32741016232548503,0.4113849274017454
vant_cat,0.21215692031897138,0.32619420926100134,0.4110979082071079
vant_cat,0.2122104922510597,0.3277551469778707,0.4115575963580749
vant_cat,0.2118977469837907,0.33004839764551996,0.41203205044003677
vant_cat,0.21161342405720218,0.3298534851273138,0.41162168065802557
vant_cat,0.2105692518682731,0.3283986846759508,0.411324689455073
vant_cat,0.2088609706143323,0.3262095476348107,0.410952047490022
vant_cat,0.208656566578443,0.32730165303335684,0.4112445114607338
vant_cat,0.20898555386318268,0.32986697525072456,0.4095159892884341
vant_cat,0.20879986061864603,0.3287018574876692,0.4086949069219058
vant_cat,0.20852937277235137,0.32895493262308484,0.40926763478377837
vant_cat,0.20726479221381122,0.3272998855438766,0.40946981860218007
vant_cat,0.2057592656757212,0.32732632966757,0.40915921587405263
vant_cat,0.20497972242773088,0.3257533536896473,0.4092872420049635
vant_cat,0.2050281098446236,0.32652938782750235,0.4094687865223048
vant_cat,0.20453943232919106,0.32665817983424694,0.409307393644923
vant_cat,0.20424687966338276,0.33090985062153977,0.4099163386396862
vant_cat,0.2061365197141751,0.3546065272576822,0.41053298978495056
vant_cat,0.2052389377061392,0.3673163766383023,0.4112825741681209
vant_cat,0.20461147243402278,0.3690423182028515,0.4108772482671135
vant_cat,0.20489396602684812,0.37041230605283126,0.40897613828217355
vant_cat,0.2056918681340076,0.36989484267318223,0.40916286862729023
vant_cat,0.20454610197295717,0.366716784092962,0.4091651419239301
vant_cat,0.20208283473668634,0.36357909459217347,0.4102633442937544
vant_cat,0.20019996846804597,0.36165024228702924,0.4112248102502569
vant_cat,0.19920101688759762,0.3588715277285726,0.41131990850787103
vant_cat,0.19993928675922107,0.35931968164953126,0.4111004664457462
vant_cat,0.2002907993594043,0.36068189237910037,0.4115897561177869
vant_cat,0.20082407882111444,0.3630251860740868,0.41163735413266966
vant_cat,0.20034219476436038,0.3638467133636119,0.41195910335252717
vant_cat,0.19952964537370213,0.36407166376249106,0.41191009431352776
vant_cat,0.19908059112792262,0.36378203284121374,0.4111732241886
vant_cat,0.19999782946715391,0.36515595381699123,0.40976257139657296
vant_cat,0.20002933934297593,0.3633099050793421,0.4087000319402472
vant_cat,0.19872892707950904,0.3594012971701529,0.4089549591495117
vant_cat,0.1976652798201282,0.3563837930426896,0.40914591504091863
vant_cat,0.19742113560696495,0.3564224040219116,0.41056529273600634
vant_cat,0.19688839037144032,0.357116093620843,0.4101058910545424
vant_cat,0.1977804886381678,0.36045620197836276,0.41156539786950325
vant_cat,0.19760550035618082,0.35975206303831625,0.41160720313422144
vant_cat,0.19781626959436405,0.3602220097665978,0.4115395511004576
vant_cat,0.19760147416702553,0.35829620347826585,0.41166554391937116
vant_cat,0.1972360955729583,0.35745952720120355,0.411516332239211
vant_cat,0.19678413381065887,0.35636207494696615,0.4109096842655809
vant_cat,0.1976908730276207,0.3575974385326903,0.4095212201952095
vant_cat,0.19769789048823283,0.3567010602313749,0.40854927528224394
vant_cat,0.19670090998446368,0.3547364791112707,0.40881198090604903
vant_cat,0.19552957786588532,0.35435477627560896,0.4088480267414964
vant_cat,0.19348634831735073,0.3515681858062141,0.40815392811256307
vant_cat,0.19454573189206809,0.35521944726203175,0.4091235220577684
vant_cat,0.19380812011411094,0.35570036684038286,0.4089561350408886
vant_cat,0.19347500710206192,0.3563574795640716,0.40910213083736857
vant_cat,0.19315512520995815,0.3575391709779825,0.40914448698354605
vant_cat,0.19260066326308906,0.35948679501506514,0.41016200670576836
vant_cat,0.19163073435631198,0.3610768621684294,0.41048298103665215
vant_cat,0.19103239992019933,0.36276348191491764,0.4112594381870548
vant_cat,0.19204014754539553,0.36656047913611667,0.41065058377856506
vant_cat,0.19175716455631708,0.36564335155443484,0.40971237778797764
vant_cat,0.1902250347828055,0.3621482320827599,0.4095891469057868
vant_cat,0.1887668562393989,0.3599433899992728,0.40949494467855146
vant_cat,0.18787849653379066,0.3586643322484509,0.4090333719754335
vant_cat,0.18787776426609018,0.3613596341546652,0.40945509426229915
vant_cat,0.18925801844910067,0.36358868590031007,0.4096500434762394
vant_cat,0.18978238187509316,0.3647801137863201,0.4090576197211079
vant_cat,0.19099944238527897,0.3657903295898371,0.4095990176149082
vant_cat,0.19215756157302785,0.36669879901900204,0.4100766735621856
