,Vantage<700,700<Vantage<750,750<Vantage
vant_cat,0.2965950624658963,0.4371815118115364,0.40117156740887233
vant_cat,0.29327192833141047,0.4376267255731397,0.4032762915331607
vant_cat,0.2930678405742833,0.43570749254368657,0.40517666845885547
vant_cat,0.2909306915756258,0.43500273232826514,0.4077394945887965
vant_cat,0.2886761016885694,0.4330747155627794,0.40717990996543096
vant_cat,0.2869324875582136,0.4324938470544544,0.4048458725182863
vant_cat,0.28734618556532676,0.43273329728506216,0.4036519564537831
vant_cat,0.2862812495190408,0.4328764791010471,0.40493851403424064
vant_cat,0.28486670227345184,0.430035276858946,0.40594330348840296
vant_cat,0.28474458914064593,0.4300670501983947,0.4073585177680283
vant_cat,0.2838392475416845,0.43123174636962097,0.4080345980922572
vant_cat,0.28433219656155834,0.4300095085186975,0.40944815646849586
vant_cat,0.28550864814481847,0.43122176175489985,0.40935927642480474
vant_cat,0.28578803062665953,0.430162610729571,0.4095333392785014
vant_cat,0.284665554873355,0.4305802005207927,0.4091432328055285
vant_cat,0.2839396364233247,0.4324799458688648,0.408495101035044
vant_cat,0.2831790840173075,0.4345136829056964,0.408841791903992
vant_cat,0.2833676623079986,0.43295443523533295,0.40797632690224644
vant_cat,0.2860037986038377,0.4354643549234966,0.40997245332368737
vant_cat,0.2844836206551738,0.43178069549112474,0.4104379538276188
vant_cat,0.28243003410233103,0.4300659836777218,0.41265316950822994
vant_cat,0.28099398988012975,0.4281198731944393,0.41356897703570356
vant_cat,0.2793511916026139,0.424130874318619,0.41214478744544153
vant_cat,0.2808925890678698,0.4226414398465737,0.41156761610818277
vant_cat,0.2819182544474242,0.4228622239786593,0.41219078788852304
vant_cat,0.28193936923136875,0.42165739562728877,0.41152151049231234
vant_cat,0.28336023120583576,0.42289404076552045,0.4127516441840282
vant_cat,0.28468302267934875,0.42081539962964815,0.41020880330710896
vant_cat,0.2841703476889121,0.41763278848012775,0.4096331073727923
vant_cat,0.2840753801857018,0.4151710156787621,0.4074128537224516
vant_cat,0.2852244629887189,0.4158042222794599,0.4067646401613899
vant_cat,0.2840854730425152,0.4126464900194643,0.4069051466075477
vant_cat,0.2827033915852446,0.40880237118500157,0.4075192103423657
vant_cat,0.28402463150378804,0.4140589955964949,0.4105285808282016
vant_cat,0.2834768119420367,0.40854042349623587,0.4097111358404252
vant_cat,0.28474258146050246,0.41076769375715305,0.4105346958933999
vant_cat,0.2855727959757548,0.4142776480250494,0.41110783916761756
vant_cat,0.2868101032688322,0.4124051064706204,0.4099692947884759
vant_cat,0.28551368900575624,0.4117767984479192,0.40967571790884016
vant_cat,0.2848098858759409,0.4056416482637528,0.41127343196809896
vant_cat,0.28478052984912733,0.4045775402437815,0.41129893039213977
vant_cat,0.28502800301981,0.40437510977693325,0.4099303063837147
vant_cat,0.2853623576601201,0.40306495003843196,0.40706755813396706
vant_cat,0.2851891364236162,0.40078626444159177,0.4074333114009754
vant_cat,0.2846280114641919,0.3954933463264002,0.4089176623744731
vant_cat,0.284456854712121,0.3951273546569097,0.40948988358714383
vant_cat,0.2841395952242198,0.3943175725040999,0.4092475325383356
vant_cat,0.2841543698126457,0.3957030376165375,0.4090715786559972
vant_cat,0.28529822994526227,0.3959837836985156,0.4091263566743893
vant_cat,0.2854925302204464,0.3962965888802869,0.40827799137830595
vant_cat,0.28467823221554567,0.39591490164630405,0.41136502668186825
vant_cat,0.2838736109671727,0.39388034928195137,0.4119199706408457
vant_cat,0.28192904410096165,0.39248396887623627,0.41110097549601166
vant_cat,0.282085860906567,0.39479246823813935,0.4095549755050083
vant_cat,0.28267528063847,0.39505072144162307,0.40701031407883403
vant_cat,0.28138727898717913,0.39297521972268934,0.40825937260411543
vant_cat,0.28069393800830883,0.39470396644804356,0.4095510431692688
vant_cat,0.2802454151462316,0.3947170386458244,0.41069653988616855
vant_cat,0.2800096993115256,0.39460584725650427,0.4116963554723851
vant_cat,0.2807937835046476,0.3947351692221629,0.4117403817526217
vant_cat,0.2820139258098976,0.39646880181960265,0.41214517029023356
vant_cat,0.28258802742005534,0.40458675757654317,0.4149503978872195
vant_cat,0.2799787910505316,0.3976534284449633,0.41094893602276183
vant_cat,0.27730233421776584,0.3939192159911302,0.40939436011117164
vant_cat,0.27546090341659885,0.3920465203526543,0.40919135643889576
vant_cat,0.2751114811264706,0.3948403912091805,0.4086236134592388
vant_cat,0.27438994306941467,0.39527637682808137,0.4072053064276002
vant_cat,0.2736956299651195,0.3923120227217068,0.4081071361380975
vant_cat,0.27098342753926774,0.38910871955063725,0.40905998821897505
vant_cat,0.26929530944439467,0.38843901870557074,0.4085907329806531
vant_cat,0.26833820012263915,0.38895565777137353,0.40945980234115525
vant_cat,0.2681580716298926,0.3894172314014534,0.40948952217047985
vant_cat,0.2675239134495335,0.38810589018888314,0.40816566803854076
vant_cat,0.26822087865578764,0.3872408303457267,0.40862243034275625
vant_cat,0.26789070505672347,0.386862430937501,0.40781950986276566
vant_cat,0.26714022336047044,0.38592137546120275,0.4062649978288857
vant_cat,0.26795480865335386,0.3861141371356155,0.40873578185439086
vant_cat,0.26862648929521077,0.3874496383293148,0.4071039517308128
vant_cat,0.2686039373855114,0.3869710276552781,0.4056830171504231
vant_cat,0.2687575665114814,0.3778746610796155,0.4095518537142148
vant_cat,0.2673639117153637,0.3656069107304732,0.4147557483798807
vant_cat,0.2668881583689028,0.3653045235248031,0.41476001640203675
vant_cat,0.2664932845349223,0.36467346813024304,0.41478246763780297
vant_cat,0.26591225473967206,0.36578935019532854,0.41416976418890933
vant_cat,0.2641926660517524,0.36539605251207774,0.41409572839740977
vant_cat,0.2634773273900359,0.3617763961751901,0.41359133215697824
vant_cat,0.26281072467026306,0.3613839668331401,0.4131357038429407
vant_cat,0.26274478279682584,0.35947962280762724,0.41286599851183303
vant_cat,0.2617935690112422,0.35940065562356766,0.41233187363152957
vant_cat,0.26150092121966517,0.36144321400681784,0.4110882779037541
vant_cat,0.26165248928712853,0.36097083838556304,0.4099777456369736
vant_cat,0.26034178391882856,0.3584522801850585,0.40994761457597323
vant_cat,0.2581735009642265,0.3557894012861515,0.4099658531399814
vant_cat,0.25699285670016736,0.3543316940807718,0.4099022505232199
vant_cat,0.2562733603847881,0.35667978764434966,0.40952798895155984
