,auto_perc_joint,credit_card_perc_joint,first_mortgage_perc_joint,he_revolving_perc_joint,other_perc_joint,student_loan_perc_joint
200507,0.2397490979623334,0.07385858489945415,0.21303141224978403,0.3954811582163605,0.13374120197723358,0.019350886106213203
200508,0.2401347182958007,0.07406950029910951,0.36862340306695984,0.40061959143546305,0.13741054934496458,0.01954766178429642
200509,0.23931361068574591,0.07306869768620095,0.39738994232754205,0.4049081494336969,0.13744977275292672,0.020536807234133658
200510,0.23773390352830867,0.07191572473625885,0.4413143240483484,0.4307297779903987,0.1390160702866276,0.021045854654841323
200511,0.24214617266397642,0.0714343362562339,0.45024322487570495,0.43088501528717466,0.1381568918296282,0.021191944178376252
200512,0.24351246144500094,0.07092071997678455,0.47396240540222356,0.4345321651580425,0.13615424799354134,0.02174309168978132
200601,0.24349447970879337,0.07052446556381618,0.4761936423696952,0.4318470305452778,0.13434281875247878,0.021823481247021156
200602,0.24327584190755736,0.07010891954459193,0.47386917702682735,0.4280474326871226,0.13396588251162786,0.014714815246814743
200603,0.24275934080781608,0.06939306375880577,0.47456985827255926,0.42809997289699264,0.1329795947168537,0.015192764077904292
200604,0.24349357041672282,0.0686210883413286,0.4736239720626338,0.3932097615499255,0.13165215470057143,0.015480180666141081
200605,0.24367836764909043,0.06805861557177709,0.47371884510981327,0.4275910059121308,0.13100075820753343,0.015660717493789608
200606,0.24366533473119767,0.0676780819144235,0.4737335266463008,0.4273667729715814,0.12959958344181202,0.016109559170021222
200607,0.24455136804727348,0.06756726266488332,0.4738698083947641,0.42713944766450734,0.12928823210581594,0.01600693017421688
200608,0.24480346499549627,0.06726337143848356,0.47493919693178366,0.42711001461413955,0.12880900579555096,0.01580415246358847
200609,0.2485218927920312,0.06746332872623058,0.47468828749863046,0.4431071979054496,0.12804543024438347,0.016004963330288013
200610,0.24783994284762714,0.06851650203683214,0.47415301461964876,0.44149605459586266,0.12719786518518642,0.016173807577418296
200611,0.2486172590889805,0.069378547865569,0.4742465448092897,0.44007228851622504,0.12663820155357786,0.016610803037340034
200612,0.2471923481994572,0.06860117284405151,0.4740924178289732,0.44113028167152246,0.12596305369305116,0.01681788507589715
200701,0.24659166836771565,0.06822734422211338,0.4732248653917896,0.44115769537164534,0.12613554416183845,0.017086933823256715
200702,0.24600289188648403,0.06810538672580943,0.4725368425540381,0.4402006132189782,0.12568095237313645,0.017449820131521663
200703,0.24500496722878617,0.0677051661853066,0.4718263569557574,0.4409450466663876,0.12456494278405868,0.017800121225086462
200704,0.24420368444787321,0.06737309311551298,0.4723766875802304,0.43835356900389977,0.12342989910712238,0.017921280091435104
200705,0.24373966329481742,0.06508559573846527,0.4760100222780275,0.4702254302566727,0.12277953128556272,0.017761105502991315
200706,0.24504912572032936,0.0641952099055582,0.4801294311728958,0.4738321753073223,0.12267648188278243,0.01758159953919594
200707,0.24529234497823557,0.06391066002576293,0.47822457214414915,0.4729624326865544,0.12209073463563451,0.017733381929552434
200708,0.2450655662540119,0.06387619138795793,0.48109240156418553,0.4929794077016059,0.12114297745698517,0.017817727797832913
200709,0.25479870005547345,0.0633544121295843,0.4804877469173338,0.5008937524523696,0.12079356744773669,0.01828383476830802
200710,0.2646419024909032,0.0628625208172451,0.48479287166294005,0.5075334958365371,0.11997095374815621,0.0196764772617201
200711,0.26377103016343123,0.062138910361879206,0.4855389960125755,0.5048593711019275,0.11962829205645989,0.018520663318753995
200712,0.2632859782759037,0.06198667467829462,0.48523293899612174,0.5051138651027669,0.1199109121789711,0.018143263228129827
200801,0.2629270377470252,0.0614033568281472,0.48288892940804756,0.5067999407508188,0.11934489841189933,0.018341371689840683
200802,0.2630346037732552,0.06103919031507733,0.4819647399745193,0.5065926211029856,0.11947602684439934,0.019370052873635142
200803,0.2628434498811225,0.06055964437771568,0.48478975167142874,0.5072618714739214,0.12181654032631596,0.017765428434794218
200804,0.26283291759415656,0.05928880406888432,0.48715240018642225,0.5072814867307196,0.1261015380101129,0.01774038336497698
200805,0.26138164641536404,0.05870682445105975,0.4875214455346805,0.5071474431085479,0.1268080150137575,0.01787359714939976
200806,0.26033456921013676,0.058344200103993174,0.48902765513084673,0.5067045292576228,0.12709786757250974,0.017840495067245943
200807,0.2609473108965661,0.05813445706933293,0.4887266486608148,0.5066045365271306,0.12601412694336736,0.018118180478688066
200808,0.26068715414090887,0.05793592256603809,0.4913942353783773,0.507631616540114,0.12553879757132694,0.017174453995804712
200809,0.2593702214983389,0.057808757653372476,0.4915702404307866,0.5083555353690892,0.12559674263479245,0.01728790741528619
200810,0.2596733049341059,0.057037590423660474,0.49220958112923924,0.5091821363696779,0.1270685539026193,0.016576186480359387
200811,0.2591295528217931,0.05673744926356047,0.49267561168113655,0.5109163762292717,0.1273116611629893,0.016345758711807285
200812,0.25822593991222104,0.05686963106071402,0.4929839933138272,0.5096499341349253,0.12681878684160486,0.016284931531858424
200901,0.25777175207208314,0.05704444398533608,0.4931561186687764,0.5053023478568252,0.12590591723724281,0.015822677933359
200902,0.2574066155978096,0.057339256679922235,0.49403526895699185,0.5082060771665254,0.12571135042075576,0.016063825981181352
200903,0.25710626540310083,0.06003866392410115,0.49531796068596373,0.5089141940287308,0.14558928664145157,0.027693764685107432
200904,0.25794417384207724,0.0600406928617621,0.4952954138428774,0.5079629093016517,0.145021338362406,0.027742351941796535
200905,0.25846797020171997,0.06006331487810307,0.4958560176068574,0.5064277660897563,0.14525623713339902,0.02732822883334871
200906,0.2605668055997537,0.05980424034785937,0.49613917519796874,0.5033337805596552,0.14481860058162482,0.027239893248768573
200907,0.25877467858202124,0.05973267483251293,0.4966756902771565,0.5069104325429802,0.1441946728032157,0.02726581922641062
200908,0.2590964707459873,0.06011147261559848,0.496306800360056,0.5068692534346267,0.14385558295795364,0.027114382996398376
200909,0.25964015244114264,0.05959424038495012,0.49616935454320266,0.5060796695611806,0.14402932211028108,0.02672539257803987
200910,0.2605511499067994,0.059703156862928396,0.49567177318913763,0.5050769655967988,0.14383237329797877,0.026020731532784037
200911,0.2606325427635095,0.060443914905838614,0.49486339252174094,0.5081887494746953,0.14425673639984005,0.02541460862576909
200912,0.261073117416423,0.059871396595552746,0.49640304946198693,0.5094898631694148,0.14376629635579502,0.02525524178995855
201001,0.2611866509969733,0.05918812706106507,0.4962243212436325,0.5097978435019389,0.14328543786212053,0.025859570296463588
201002,0.26150136455184303,0.05911278004594576,0.49532029918604686,0.5104300845517536,0.1428250745514556,0.025773317105580347
201003,0.2608619413939364,0.058923695753816285,0.49513559149597836,0.5105040338685198,0.14257638515796953,0.025826743878420884
201004,0.2615440982229025,0.058806397508500925,0.4962046116744897,0.5178168138252783,0.14157767347766764,0.025815942286726103
201005,0.2629802342218218,0.05877602004210162,0.49619114153124483,0.5178730259434109,0.14116698148326876,0.02555447805248221
201006,0.26342487226050665,0.05906291696850696,0.49542267877512564,0.5207725115265682,0.14121097654900058,0.025270083898402483
201007,0.26387458912501305,0.05902826449277224,0.4980747593258841,0.5312916528475685,0.14431642770055078,0.025324260051391437
201008,0.26413061034280977,0.05741492782869629,0.49871858231597693,0.5311483220592937,0.14432489197238624,0.025474861626058685
201009,0.26359768484802026,0.05863913911452598,0.4983658822079842,0.5308433948638684,0.1440977899769422,0.025351019916237307
201010,0.2698793036349702,0.058764943686016105,0.4993746308317024,0.5326979743938842,0.14504860859633972,0.024795380785233884
201011,0.26940818961837276,0.058587335877545374,0.5007177033492823,0.5313513756576369,0.14490065965928672,0.02351937972525837
201012,0.27037218782529565,0.058097525579233505,0.5005516166611377,0.5307950438822922,0.143912007195427,0.02371439016991078
201101,0.2705156223413306,0.05788256200461506,0.5005826486760024,0.5313336523167247,0.1428541698317,0.023506220769683357
201102,0.2701706088456746,0.057885028576660384,0.5000209169689298,0.531256295776387,0.14253419246000504,0.023591834082565436
201103,0.2683357161598475,0.0579158541041883,0.4990647318013047,0.531019862365872,0.14290542753644397,0.023851723472898902
201104,0.2694289207710099,0.057469007600845744,0.49840671869025194,0.5313245998992799,0.14384981874095107,0.02381911237781505
201105,0.26976184005073356,0.057223919964611125,0.4985481081217569,0.5348254032022912,0.14396928172402645,0.024085283081913805
201106,0.26977033813190493,0.05848723378810866,0.4979148790250578,0.5354554111039856,0.14303930882859958,0.024077121664729785
201107,0.2692706889899632,0.05846535443571282,0.49668753970414736,0.5336304726603541,0.1415754952588061,0.023887051180257232
201108,0.2687329552245293,0.05787912641071272,0.496780424471638,0.5337027984367444,0.1413071159402392,0.024211448547761496
201109,0.26865408337325264,0.05776000489635528,0.4968698485750351,0.5319615820716335,0.14048749020872692,0.024648230605770666
201110,0.26840908131888475,0.057547415658046164,0.49567934314532336,0.530220530900318,0.14005923930492364,0.024311000816019505
201111,0.2689130800510449,0.057078419527269005,0.4957576277677923,0.5290574583266334,0.1391194949497732,0.020415973899676882
201112,0.26937821898177866,0.0567143688593364,0.49463316716981554,0.529690186427536,0.1376363319142038,0.02224347189548327
201201,0.26902688245310474,0.0564120028485085,0.49457135979825323,0.5298850574712644,0.13606777982469842,0.02229959222396293
201202,0.26964413529325604,0.05642545888873731,0.4944025796390039,0.5294117647058824,0.1353709796255818,0.022763516169073343
201203,0.269422559503277,0.056554174640674866,0.4933912641374925,0.5282465401236256,0.13502439184212844,0.02285125581725816
201204,0.2698046769276424,0.056444309531463385,0.49318898512818365,0.5297910667740219,0.13472437292903158,0.02465111432741444
201205,0.27028115520193097,0.0562338507464488,0.49293820811260197,0.5281991416309013,0.13449544883118794,0.024457622804018177
201206,0.26983474572799543,0.05596250548623738,0.49226333926439786,0.5243700448311653,0.13763750956220341,0.02227442689332284
201207,0.2694312737723395,0.05567442244408388,0.49201782937968885,0.5245418143187204,0.1376543214046161,0.022032228018261237
201208,0.2695692709050341,0.05538670903820925,0.4920138197120407,0.5250662197147689,0.1369685896418202,0.02195659210423149
201209,0.2694435965786921,0.05501211464858933,0.4912676677514184,0.5254820626117799,0.13502485941710252,0.02217604163741376
201210,0.2690655958612377,0.05475855028884613,0.48912170990472714,0.525791141594632,0.13387653357523244,0.022189873567869133
201211,0.2692430315796358,0.05431688370521926,0.4891973360012174,0.5306130121279108,0.1329634435127119,0.0220639377202975
201212,0.2684605443200881,0.05383628145337791,0.48877702016068253,0.5306077929893185,0.13246434974586976,0.02212440316567467
201301,0.26844366287006055,0.05336217177948899,0.48846228050122975,0.5334359461886115,0.13103628243750332,0.022124357355123882
201302,0.26806926585914526,0.05325152039890004,0.4879039016365166,0.5344882753576816,0.13104631895878696,0.02202570993750607
