,auto_perc_joint,credit_card_perc_joint,first_mortgage_perc_joint,he_revolving_perc_joint,other_perc_joint,student_loan_perc_joint
201303,0.2690086674036631,0.0529872663173845,0.4865353110182268,0.5369465297992952,0.13039271706800432,0.021821235099412892
201304,0.26820415653555174,0.05261758615804682,0.4868443609943263,0.5358573100856386,0.13015256620868998,0.022011815376126277
201305,0.2693955631822916,0.05238421371662419,0.4854696431892237,0.5359686664709609,0.1293825394611113,0.021870839272184788
201306,0.26869196839186565,0.052217635087771365,0.4832076898363443,0.5355343328010418,0.13028344727780827,0.021996344630775645
201307,0.2682655043932228,0.05282474441842621,0.48263493694596016,0.535027739358809,0.1337985999859985,0.022037998952324177
201308,0.26904962786036546,0.05273256471049651,0.48051756974358556,0.5348699024268201,0.13391114608912413,0.021823452398406294
201309,0.2687978903569892,0.05236297900878813,0.47728536840727653,0.535780639879078,0.13254863665288577,0.021938935171746797
201310,0.2686396683883278,0.05206055344686343,0.4750678123419281,0.5376170462010939,0.13190790538456101,0.02201171611404149
201311,0.26884271829378664,0.05231765553481371,0.4741917932516154,0.5368617485904867,0.13076904905020514,0.021800598488824947
201312,0.2693002887797475,0.05196924233096489,0.47292649249484064,0.5361365575195134,0.13093740523726144,0.021548906520253843
201401,0.27021346434848903,0.05180704237120599,0.48803281706938795,0.5364125180764283,0.13140356952808913,0.022044792670925975
201402,0.27047683284069646,0.051410694329310704,0.48777199343422717,0.5365299917369295,0.12913563967235236,0.022121696536679576
201403,0.27071708593905874,0.05130801383250639,0.48915681476654654,0.5355215171407731,0.12848037766205392,0.02191485292812583
201404,0.2708240487812551,0.051124994395929685,0.48847745260136466,0.5349828936487604,0.12804132477524732,0.021704551510534714
201405,0.27041525021018387,0.0512204487103585,0.49069301548311756,0.5372936117836639,0.12817153227260694,0.021672067677883315
201406,0.27079439797402205,0.05095188990819442,0.4905772169966941,0.5368109597924773,0.12931619713279868,0.02227233645996843
201407,0.27203478117360674,0.05105752460150029,0.49095121111703527,0.5347159603246168,0.12876667680395637,0.02233028998414918
201408,0.2709251044845004,0.05099175003321453,0.4904762957082559,0.5364165410364895,0.12862002824764965,0.022311284115272136
201409,0.2707719599149836,0.05073551315387329,0.48967871897299325,0.5361389629653647,0.12855525092762282,0.022781972384385566
201410,0.2707183585609929,0.050354121323228966,0.490796440315434,0.5337889450503015,0.128155157732544,0.02236559713778591
201411,0.2696127925764554,0.049630888268102795,0.4900817613152274,0.5341831294311087,0.1276203302124563,0.022329305838661436
201412,0.2698343565505951,0.04910328077750413,0.4899092466303563,0.5323150006142757,0.1271398815539856,0.0221547056962592
201501,0.2693100725779164,0.048815700538295835,0.48984206309328193,0.5338180505178158,0.1262612190288284,0.022028784646270397
201502,0.269267218783362,0.04857424878933288,0.48994866677147486,0.5315463815053799,0.12588127465363694,0.0223089942618751
201503,0.2691435263739376,0.04827624054836091,0.49005160584854857,0.5320662913698334,0.12580024029834444,0.02239578002310313
201504,0.26900861077848826,0.04764327312318674,0.4898516843794378,0.5314645737447046,0.12660221792949097,0.02303689332712474
201505,0.2682474751550289,0.04737626229902194,0.48999706097452617,0.5314800763759766,0.12620168744844626,0.023079839334529867
201506,0.26838914243587564,0.04704505202430356,0.4885734072022161,0.5304109679714714,0.1260353267330616,0.02323647055054305
201507,0.2689884031502694,0.046628690814667854,0.4897234333510131,0.5434519608831535,0.1261047951823871,0.02324169416088149
201508,0.27202001470378456,0.0464410255631577,0.48844661660002614,0.5537398449901951,0.12632200969305726,0.023592381456105097
201509,0.2728997621606427,0.045644825044655044,0.4874583671432306,0.5527100732912903,0.12562088230611518,0.023509272258287296
201510,0.27217937198096764,0.045362353123312715,0.4863174010683232,0.5545513891126127,0.12521610423226254,0.022255496952992008
201511,0.2722255781791261,0.04557889445686831,0.4859631369469865,0.5524179104477612,0.1254735638935025,0.022036446367104574
201512,0.2714341561353002,0.04519678247332438,0.48524881074368387,0.5536673928830792,0.12634725461098156,0.02188097585643235
201601,0.27172430413302806,0.04488224161018588,0.48493944181147974,0.5531388516647768,0.1259651746171331,0.02197081372287837
201602,0.2720967971050433,0.044787573670150405,0.4834857615301348,0.5535180610499767,0.125191400563699,0.022264604244327475
201603,0.2720585411285754,0.044554824307050746,0.4835165398401542,0.5536849040737241,0.12471887029753466,0.022160757210822606
201604,0.27156710535744144,0.04440732423971691,0.48380459221911837,0.5594768727762285,0.12615662066451475,0.022142905382992954
201605,0.27194689960319773,0.04417037997225831,0.4838423047142813,0.5602382842141069,0.1267720621095285,0.02212887642499736
201606,0.2723114395409322,0.04469746546522949,0.48306195913891337,0.5603610379842046,0.12618047909740823,0.022318214109764804
201607,0.27242619714752153,0.044379721915027766,0.4836306233053111,0.561704322887521,0.12596282649906337,0.028413018730614234
201608,0.27224341802951874,0.044017528915087464,0.4824439767450961,0.5600369834098006,0.12534393962331727,0.028624226996961388
201609,0.27256957152700073,0.043590499013540104,0.4818702566541058,0.5577643229622371,0.1250246022369088,0.02903457139944837
201610,0.27278368106724576,0.043094345362460554,0.4813418385364863,0.5586339923721012,0.12427025304144236,0.028513509862040688
201611,0.26990694893618006,0.04272257600514918,0.48163467958124767,0.557734972004085,0.12406379570819755,0.028298763859364993
201612,0.27016716728134543,0.04239232407856638,0.4818807207900215,0.5583268427387948,0.12333942158865147,0.02811161827129791
201701,0.26953266555382865,0.04193122529130638,0.48030757085767817,0.5578656133514817,0.1227191310041275,0.02817071582827066
201702,0.2693230486870652,0.04173590276243303,0.4813837084654831,0.5588482969917403,0.12660240740985426,0.02864719477490307
201703,0.26904542368527284,0.04153244660119092,0.48022441256861,0.5589225589225589,0.12905595566992634,0.028685117806576454
201704,0.26823546342627863,0.041327339223317494,0.4797942853217941,0.5587861297740903,0.12907157085941948,0.028283163893429372
201705,0.2682054734696848,0.0411255153131315,0.4783532797070172,0.5586674021757807,0.1283169102385186,0.030539856475002233
201706,0.26826413143356415,0.04088469998193622,0.47767576750810836,0.5591780995360531,0.12753744934934674,0.029141635500434856
201707,0.2678999303198544,0.040573385145054756,0.47782888369264503,0.5576624155766241,0.12654476142599808,0.03013351176859306
201708,0.2680494820602889,0.04031613527153184,0.4758695689404189,0.5587723374978357,0.12618389986380513,0.030281682579487552
201709,0.2673341825200752,0.03688146898126805,0.4755531845407555,0.5586726310023735,0.12554034421444812,0.030396857183244592
201710,0.2674409149288595,0.036469953981221104,0.4752476601797994,0.5564662608044834,0.12420123962300757,0.03163740319167456
201711,0.26681589555764806,0.0365313380029934,0.4759250237185569,0.5557551813590239,0.12361446043710056,0.030218875029418685
201712,0.2669565945568737,0.036246694104943585,0.4748624507161473,0.5564565807015124,0.12313995128090179,0.030121634660963667
201801,0.26599174691740873,0.036346761294865484,0.47420320508993524,0.555115450465041,0.11181522456058542,0.030116823452198644
201802,0.2662712228477325,0.03606661129309039,0.47371386298329676,0.5559354562224003,0.11118294559338053,0.03015987207903605
201803,0.2660804498560595,0.03582878580743681,0.4737060347764445,0.5546355457034815,0.10953302470613174,0.030116281986881155
201804,0.2650403593464191,0.03554398172051692,0.47353596023403927,0.5555710929634188,0.10926438350126062,0.029912742574824205
201805,0.2648698625629999,0.03475118671428543,0.4736784034644931,0.5553177770094104,0.10860304297962703,0.02990449505869806
201806,0.26497168386888237,0.0344372387297004,0.47390307793058284,0.5542800825980853,0.11863132319708283,0.030633653341399225
201807,0.2649196275352518,0.03412758773187552,0.4738517867201561,0.5553268719829361,0.11764316331936618,0.03034722762791095
201808,0.26406228136572124,0.03407090840407819,0.4729311591899707,0.5527018388297672,0.11924310708157101,0.029958009579064776
201809,0.2639772655039312,0.03413275459222395,0.471932683730186,0.5514656596648572,0.11893866178682619,0.03002857717571495
201810,0.26388936113271244,0.034027797313100544,0.47079026599531654,0.5522614152780784,0.11793091941944434,0.029414226757073187
201811,0.2636170420115434,0.033669697573529216,0.4706714919224943,0.5508405064723241,0.11667048851180017,0.029143695472814594
201812,0.2632170707438205,0.03339430756059502,0.47018635780492457,0.5509636680646529,0.11588632208741897,0.029208561769685785
201901,0.2766228176453861,0.03317595688323293,0.4698732535032896,0.5468964596368076,0.11702963710024769,0.02923395640910472
201902,0.27672256439031856,0.03293609331884754,0.4693454334282877,0.5500338873032389,0.11641536340701625,0.029124588517547286
201903,0.27633792962972803,0.03280162610226611,0.468128226240346,0.5473576766042678,0.11678292143729171,0.02919469952141254
201904,0.27489104113549107,0.032929324553326554,0.4680376741016888,0.5463034344524534,0.11584249563243401,0.028913987374728306
201905,0.2753265740920631,0.032610594504705964,0.4671271062752593,0.54710214598877,0.11517588017925631,0.028827999533356588
201906,0.27489633459190027,0.03246123927354258,0.4662183696114666,0.5440182744415878,0.11447253901319657,0.028951999925306244
201907,0.2745086333129626,0.032279216883950954,0.46596897237539436,0.5426187259889441,0.11395970440915523,0.02879027146017816
201908,0.27388777363955236,0.03215028417752336,0.46597029404877394,0.5413489174171298,0.11404037341377823,0.02860622210003366
201909,0.273807166897644,0.03212975446606296,0.46465939812150003,0.5417840556159194,0.11329449684994382,0.029049790716561504
201910,0.27337421063133316,0.0314649415708364,0.4653753986233117,0.5400011602947149,0.11238485649539678,0.028844425464291806
201911,0.2729659781628079,0.031103325678298283,0.4645722417545622,0.5412841385289726,0.1119848692871034,0.028721904164558786
201912,0.27268968968216556,0.030807465848247794,0.46381941062266907,0.5399043412150782,0.11093926932846335,0.02860319385486153
202001,0.2714083016535046,0.030724830104638366,0.4634801700471761,0.5372572545452786,0.10971997020841111,0.02848517254048978
202002,0.27122340768091363,0.03049464965685643,0.4622328789051037,0.5360003917344041,0.109051477055969,0.028520326384935582
202003,0.2700536079641211,0.030133276521983568,0.46227792650279875,0.5352136197970391,0.10941570825796423,0.028580970942901043
202004,0.26957130595835027,0.030176512904984246,0.461871336033201,0.5356797505574961,0.10893162934850417,0.02857399456505994
202005,0.26937797486745235,0.03017028115111251,0.46208744715549877,0.5354658422022712,0.11109681784794055,0.028432009840930226
202006,0.26907945480337214,0.030236931337875556,0.4620223783571253,0.5355614468837191,0.11112348781010023,0.028141366981363693
202007,0.2688808564897938,0.030148837610487075,0.4622362612219636,0.5346211590431388,0.11065625200247774,0.02802900996374634
202008,0.26776248523677953,0.030011561976225662,0.46210559148964114,0.5362559838750315,0.1107840287432675,0.027879239832736342
202009,0.2673574365978495,0.029863365538569664,0.4613230216460661,0.5365905523770949,0.11051277420782185,0.02795720917152182
202010,0.26718433959343996,0.030023867579735096,0.459021366543863,0.536273274249939,0.10977294152897242,0.027552168116011782
202011,0.2655310482048345,0.0299780821171858,0.45947624486214084,0.535725604457394,0.1085777631302993,0.027702915704222526
202012,0.2650580981105391,0.029851996970163337,0.45886612158021484,0.5363354261384138,0.10781854724847599,0.02756220214886681
202101,0.2643647423464292,0.02983202328570311,0.45708324734289546,0.534491931193474,0.10722820228239455,0.0275197382254752
202102,0.26450927375770655,0.029636152494578676,0.4558078071472243,0.5337141648154026,0.10682555102677639,0.0273163764758416
202103,0.2632388614141964,0.02945404142640662,0.4550952148358527,0.5357276428411143,0.10574152057977487,0.027191888943256144
202104,0.2620372761707989,0.029443629755449653,0.454766327964719,0.5353503869303525,0.10595588436516111,0.02724770117036058
202105,0.26148242477253825,0.02914663917673734,0.4542070076339068,0.535207773859212,0.10542206087998302,0.026965932169672968
202106,0.2606931917524894,0.028870423433425847,0.45268800622002037,0.5330328215241583,0.10388506047400219,0.026780280678496905
202107,0.2602706885596479,0.028690993638513223,0.45099250267184277,0.5332275190192107,0.10306653563607784,0.02649104315460523
202108,0.2588822397721113,0.028521229498673015,0.4498747760386461,0.5325930087803373,0.10214722360728855,0.026537649718870213
202109,0.2578599230928544,0.028379382069101025,0.4487560335611779,0.5339498579831369,0.10123362542622341,0.026659590434136116
