,AB1_count,AB1_25%,AB1_50%,AB1_75%,AB1_mean,AB2_count,AB2_25%,AB2_50%,AB2_75%,AB2_mean,AF1_count,AF1_25%,AF1_50%,AF1_75%,AF1_mean,AF2_count,AF2_25%,AF2_50%,AF2_75%,AF2_mean,BC_count,BC_25%,BC_50%,BC_75%,BC_mean,CFI_count,CFI_25%,CFI_50%,CFI_75%,CFI_mean,CFR_count,CFR_25%,CFR_50%,CFR_75%,CFR_mean,FM_count,FM_25%,FM_50%,FM_75%,FM_mean,HI_count,HI_25%,HI_50%,HI_75%,HI_mean,HR_count,HR_25%,HR_50%,HR_75%,HR_mean,OT1_count,OT1_25%,OT1_50%,OT1_75%,OT1_mean,RT_count,RT_25%,RT_50%,RT_75%,RT_mean,SL1_count,SL1_25%,SL1_50%,SL1_75%,SL1_mean,SL2_count,SL2_25%,SL2_50%,SL2_75%,SL2_mean,tl_mean,tl_25%,tl_50%,tl_75%,pc_count,pc_mean,pc_25%,pc_50%,pc_75%,totalbal_mean,totalbal_25%,totalbal_50%,totalbal_75%,AB1_perc,AB2_perc,AF1_perc,AF2_perc,BC_perc,CFI_perc,CFR_perc,FM_perc,HI_perc,HR_perc,OT1_perc,RT_perc,SL1_perc,SL2_perc,AB1_tl,AB2_tl,AF1_tl,AF2_tl,BC_tl,CFI_tl,CFR_tl,FM_tl,HI_tl,HR_tl,OT1_tl,RT_tl,SL1_tl,SL2_tl
balance,16291.0,0.0,3412.0,11191.0,7362.468786446504,394227.0,3528.0,9990.0,17101.0,11990.998511010153,65138.0,222.5,4679.0,9525.75,6702.867527403359,403516.0,3592.0,10131.0,17010.0,11922.11107118429,1668461.0,131.0,1267.0,5137.0,5010.65353400529,135376.0,439.0,1824.0,5539.25,3941.02329068668,520330.0,0.0,0.0,860.0,1130.1125804777737,740885.0,68105.0,128050.0,223457.0,181155.45225912254,125690.0,12467.0,27558.5,51169.75,40555.28898082584,233032.0,0.0,22648.0,57035.25,48019.48180078273,460066.0,0.0,658.0,7098.0,9510.965307151582,1495950.0,0.0,0.0,338.0,551.8761963969384,139392.0,6064.0,13242.5,28562.5,23614.011119719926,223553.0,3692.0,9850.0,22225.0,18363.569940908867,6.852285844517789,3.0,6.0,10.0,2130263.0,3.108492707238496,2.0,3.0,4.0,85753.27859095333,1059.0,15848.0,105732.0,0.0076474125495302695,0.1850602484294193,0.030577445132361592,0.18942074288479874,0.7832183162360704,0.06354896085600698,0.24425622563974494,0.34779039020064656,0.0590021044349923,0.10939118784863652,0.21596676091168085,0.7022372354962744,0.06543417409024144,0.1049415025280916,18094,495484,78646,481425,4852276,204698,751245,890444,135652,254862,634873,4859691,435935,503846
balance,16205.0,0.0,3380.0,11208.0,7366.889046590559,396338.0,3618.0,10058.0,17171.0,12045.996417199462,64099.0,204.0,4580.0,9405.0,6612.156601507044,403383.0,3657.0,10150.0,17000.0,11930.569503424786,1668330.0,129.0,1269.0,5128.0,4992.982336827846,135280.0,444.0,1820.0,5503.0,3921.2786516853935,516305.0,0.0,0.0,866.0,1132.1485672228625,740297.0,68461.0,128536.0,223885.0,181486.90365353366,123665.0,12703.0,27686.0,51260.0,40729.71584522702,231870.0,0.0,22911.0,57386.75,48273.833600724545,459280.0,0.0,674.0,7093.0,9477.980928845149,1471750.0,0.0,0.0,357.0,563.05622762018,145404.0,6125.0,13396.0,28664.25,23762.02505433138,224434.0,3631.0,9760.0,22155.0,18293.226151117924,6.782152055736154,3.0,6.0,10.0,2126878.0,3.101560127097088,2.0,3.0,4.0,85995.42605969877,1111.0,16068.0,106374.0,0.007619148818126851,0.18634731282189199,0.030137600746258132,0.18965967958669938,0.7844032426871687,0.06360496464771369,0.24275252271169293,0.3480674490967512,0.05814390858337902,0.10901894701999833,0.21594092373892626,0.6919766907175682,0.06836499319660085,0.10552274272431235,17992,498379,77242,480383,4861088,205153,743791,887557,133522,253300,634141,4666439,459631,506192
balance,16125.0,0.0,3247.0,11172.0,7352.796217054263,393507.0,3782.0,10125.0,17207.0,12123.995049643336,63463.0,0.0,4403.0,9194.0,6468.256637725919,401181.0,3674.0,10108.0,16945.0,11901.06312113485,1661843.0,124.0,1241.0,5062.0,4947.097328086949,133730.0,450.0,1806.0,5450.0,3890.587676661931,517799.0,0.0,0.0,846.0,1122.5074845644738,739542.0,68035.0,128238.0,223283.75,180604.70873053864,121696.0,12444.75,27403.0,50865.0,40430.38958552459,230906.0,0.0,23003.0,57567.0,48455.65803400518,453072.0,0.0,612.0,6802.0,9389.289210103472,1477536.0,0.0,0.0,350.0,556.2020668193533,154283.0,5750.0,13005.0,28234.0,23340.59178263321,227779.0,3478.0,9529.0,21885.0,18096.820470719424,6.781809902142176,3.0,6.0,10.0,2127883.0,3.098131805179138,2.0,3.0,4.0,85469.87213159745,1093.0,15912.0,105731.5,0.00757795423902536,0.18492887061929628,0.029824478131551407,0.18853527191109662,0.7809841988492788,0.06284650048898366,0.24333997686902897,0.3475482439589019,0.057191114361080944,0.10851442490024123,0.2129214811152681,0.6943690043108574,0.07250539620834416,0.10704488921618341,17924,494823,76646,476222,4814333,203068,746083,884220,131270,251826,623859,4706583,489731,514310
balance,16004.0,0.0,3040.5,10953.25,7239.0573606598355,392603.0,3772.0,10085.0,17149.0,12085.093654404067,62842.0,249.0,4340.0,9144.75,6446.446596225454,399630.0,3523.0,9990.0,16821.75,11937.925561144059,1657702.0,123.0,1233.0,5025.0,4913.328645317433,134652.0,441.0,1809.0,5449.0,3877.062308766301,519242.0,0.0,0.0,819.0,1109.4990486131708,737788.0,68118.75,128398.0,223483.5,180672.9020314779,120436.0,12619.75,27473.5,50893.25,40484.850833637785,230355.0,0.0,23138.0,57791.0,48730.32600117211,453263.0,0.0,600.0,6673.0,9309.290729664675,1475862.0,0.0,0.0,357.0,560.7930802473402,159732.0,5302.75,12455.0,27282.0,22595.971045250793,235854.0,3082.0,9082.0,21367.0,17640.871301737516,6.744606877532643,3.0,5.0,10.0,2132160.0,3.093560051778478,2.0,3.0,4.0,85123.03618912277,1086.0,15669.0,105040.0,0.007506003301815999,0.1841339299114513,0.029473397868827855,0.18742964880684376,0.7774754239831908,0.06315285907248987,0.24352862824553503,0.3460284406423533,0.0564854419930962,0.10803832733003152,0.2125839524238331,0.6921910175596578,0.07491557856821252,0.11061740207113913,17769,493500,75923,473923,4780537,204905,749412,877444,129842,251228,623219,4671546,495093,536240
balance,15788.0,0.0,2894.5,10816.0,7136.429123384849,391024.0,3775.0,10038.0,17083.25,12048.793667396374,61981.0,222.0,4215.0,9004.0,6347.729868830771,398436.0,3597.0,9955.0,16762.0,11930.571760583884,1645203.0,151.0,1306.0,5122.0,4960.937159122613,134074.0,448.0,1802.0,5417.75,3856.572280979161,520312.0,0.0,0.0,808.0,1095.0722893187165,736343.0,69354.0,129616.0,224777.5,182080.4767913866,118756.0,12390.75,27288.0,50572.25,40305.02015056081,229388.0,0.0,23082.0,57712.25,48720.103218128235,450300.0,0.0,639.0,6718.0,9351.32951143682,1466914.0,0.0,0.0,400.0,581.7256253604505,156122.0,5250.0,12250.0,26775.75,22268.37051152304,233651.0,3819.0,10000.0,22815.5,18901.750388399792,6.660477135944579,3.0,5.0,9.0,2129456.0,3.0797969058764303,2.0,3.0,4.0,85567.78561801699,1152.0,15798.0,106045.0,0.007414100126980788,0.18362624069245853,0.029106494804306826,0.18710694186684299,0.7725930941987061,0.06296162024479492,0.2443403385653425,0.3457892532177232,0.05576823376486765,0.10772140866023999,0.2114624580174467,0.6888679550082275,0.07331543830912683,0.10972332839936584,17526,490666,74996,474310,4675336,204115,751230,874572,128175,249954,618501,4592159,487736,543917
balance,15680.0,0.0,2828.0,10820.5,7090.952040816326,389895.0,3765.0,9989.0,17019.0,12004.880929481014,61321.0,143.0,4108.0,8880.0,6257.432527192968,396393.0,3623.0,9920.0,16713.0,11784.69942203823,1630761.0,179.0,1388.0,5315.0,5053.952500703659,134223.0,452.0,1799.0,5372.0,3833.124792323223,522041.0,0.0,0.0,807.0,1091.0229234868525,733912.0,70058.0,130188.5,225241.25,182559.76192104776,117376.0,12416.0,27234.5,50474.25,40256.61792018812,228478.0,0.0,23044.0,57734.75,48793.396208825354,448593.0,0.0,659.0,6668.0,9313.188538385575,1465179.0,0.0,0.0,427.0,599.4015434291646,154927.0,5250.0,12218.0,26628.5,22268.852801642064,233994.0,3943.0,10168.0,23135.0,19191.079681530297,6.606102887477571,2.0,5.0,9.0,2127878.0,3.0700881347520865,2.0,3.0,4.0,85543.26824611185,1185.0,15821.0,106331.75,0.0073688435145247986,0.18323183941936522,0.02881791155319995,0.18628558592174926,0.7663789935325239,0.06307833437819274,0.24533408400293627,0.34490323223417885,0.05516105716587135,0.10737363702242328,0.2108170675198484,0.6885634420770363,0.07280821550859588,0.10996589090164004,17391,488786,74477,471398,4584358,205053,754773,868488,126508,248771,616494,4563586,487675,549223
balance,15510.0,0.0,2841.5,10740.75,7092.362669245648,389094.0,3728.0,9931.0,16972.0,11955.6343736989,60588.0,0.0,4066.5,8876.0,6256.699808542946,393662.0,3681.0,9898.0,16689.0,11784.4741707353,1624572.0,144.0,1272.0,5137.0,4946.600660974091,133274.0,445.0,1760.0,5318.0,3777.3475696685023,522693.0,0.0,0.0,762.0,1052.3587842194174,732535.0,70201.0,130265.0,225235.5,182488.80532670795,115762.0,12548.0,27248.0,50449.25,40254.26037905357,227249.0,0.0,23199.0,57980.0,48984.39171129466,445957.0,0.0,630.0,6579.0,9235.12568252096,1460388.0,0.0,0.0,371.0,573.6941340246565,157099.0,5950.0,13317.0,28473.5,23663.417411950428,233848.0,4010.75,10278.0,23267.0,19320.350231774486,6.5660901474410975,2.0,5.0,9.0,2125052.0,3.0645043038946813,2.0,3.0,4.0,85424.94707988322,1104.0,15882.0,106446.0,0.007298644927277074,0.18309857829361353,0.028511302311661078,0.1852481727505962,0.764485763171913,0.06271564178194228,0.24596715750955742,0.3447139175888402,0.054474902261215256,0.10693808904440927,0.20985698232325609,0.6872245949746171,0.07392713213606067,0.11004342481972205,17193,487009,73812,465607,4526331,204915,756646,864834,124586,247190,611888,4526568,498647,548057
balance,15354.0,0.0,2694.5,10610.0,7016.290673440146,387952.0,3669.0,9859.0,16886.0,11884.056934878541,60026.0,0.0,3968.5,8834.75,6197.246626461866,392646.0,3671.0,9838.0,16609.0,11733.248419696112,1612123.0,133.0,1214.0,4999.0,4852.75296053713,131534.0,408.0,1699.0,5248.0,3725.1501893046666,519627.0,0.0,0.0,726.0,1029.4061278570975,732722.0,70536.0,130632.5,225570.75,182961.92370230457,114300.0,12600.5,27252.5,50368.25,40269.884496937884,226162.0,0.0,23148.0,57884.0,48917.17560863452,442331.0,0.0,603.0,6530.0,9221.435278106215,1449330.0,0.0,0.0,352.0,563.0982943843018,158115.0,6000.0,13356.0,28250.0,23600.714783543623,232688.0,4040.0,10332.0,23407.0,19429.654954273534,6.497938388424412,2.0,5.0,9.0,2120186.0,3.053934890618087,2.0,3.0,4.0,85567.63594703484,1078.0,15873.0,106900.0,0.007241817463184834,0.18298017249430004,0.02831166699525419,0.1851941291943254,0.7603686657680033,0.06203889658737488,0.24508557268088743,0.34559326398721624,0.05391036446802309,0.10667082982342116,0.20862839392392932,0.6835862513949248,0.07457600418076528,0.1097488616564773,17021,484935,73389,464535,4436293,200851,750325,863445,122793,245973,606315,4464302,502412,544249
balance,15357.0,0.0,2607.0,10554.0,6887.837207787979,388362.0,3572.0,9780.0,16818.0,11815.727298242362,59885.0,0.0,3831.0,8806.0,6132.98578942974,392499.0,3193.0,9572.0,16389.0,11478.484505693008,1607491.0,142.0,1241.0,4970.0,4812.75458462909,131103.0,395.0,1666.0,5184.5,3681.176067671983,518175.0,0.0,0.0,688.0,1007.9966980267284,732596.0,70258.0,130496.5,225239.5,182386.80003166822,113186.0,12404.0,27067.0,50211.5,40138.82702807768,225056.0,0.0,23048.0,57803.5,48850.16888241149,441688.0,0.0,557.0,6435.25,9148.387737497962,1448368.0,0.0,0.0,333.0,550.0708852998686,157013.0,6000.0,13395.0,28465.0,23730.701222191794,235162.0,3848.0,10115.0,23111.0,19169.732078311972,6.501246982896429,2.0,5.0,9.0,2117511.0,3.0535572188290874,2.0,3.0,4.0,85257.16818330578,1093.0,15686.0,106632.0,0.007252382632250789,0.1834049504347321,0.028280844822057595,0.18535865929385964,0.7591417470794721,0.06191372795702124,0.2447094725836135,0.34597033970543717,0.05345237875977976,0.10628327314474399,0.2085882906865655,0.6839955022665762,0.07414979190190747,0.11105585756107052,17021,486140,73680,464964,4420918,201593,745931,862203,121803,244698,605710,4460660,508550,552591
balance,15275.0,0.0,2569.0,10510.0,6874.773747954174,388219.0,3546.0,9750.0,16796.0,11789.417506613536,61638.0,0.0,3524.0,8650.0,5937.933790843311,392547.0,3552.0,9725.0,16541.0,11662.380199058965,1605351.0,143.0,1244.0,4942.0,4778.5947141777715,131177.0,396.0,1675.0,5181.0,3676.0703248282853,521863.0,0.0,0.0,625.0,975.2514663810234,733513.0,70013.0,130516.0,225267.0,182117.87196273278,112387.0,12142.5,26905.0,49963.0,39913.66211394556,224232.0,0.0,22987.5,57731.25,48830.3832013272,443823.0,0.0,510.0,6304.0,9065.657647305345,1446938.0,0.0,0.0,340.0,549.5837395935416,157256.0,6120.0,13539.5,28738.25,23986.26942056265,235882.0,3779.0,10062.0,23031.0,19096.710855427715,6.493025117695681,2.0,5.0,9.0,2118387.0,3.0542582634806577,2.0,3.0,4.0,85161.33362553679,1101.0,15705.0,106593.0,0.00721067491445142,0.18326160423001087,0.029096666473123183,0.18530466812721189,0.7578176225590508,0.06192305749610435,0.24634922702981088,0.34626014982153874,0.0530531012510934,0.10585034745775913,0.20950987709044663,0.6830376130518172,0.07423383923711767,0.11134981474112143,16969,485736,77015,467920,4406789,201017,752455,862771,121089,243927,607995,4445999,509555,555503
balance,15168.0,0.0,2642.0,10505.25,6879.833860759493,388919.0,3509.0,9714.0,16762.0,11770.883654437042,61435.0,0.0,3494.0,8725.5,5963.598746642793,392335.0,3561.0,9707.0,16545.0,11671.237880892604,1599732.0,153.0,1263.0,4950.0,4774.038280161927,130459.0,401.0,1682.0,5183.0,3673.909849071356,524254.0,0.0,0.0,603.0,957.7005459185815,733163.0,69314.0,129977.0,224477.5,180435.21314905418,111206.0,11810.25,26638.0,49643.0,39611.14836429689,223991.0,0.0,22757.0,57401.0,48549.31385189584,444330.0,0.0,500.0,6134.0,8883.133992753133,1438082.0,0.0,0.0,346.0,552.4721399753282,156130.0,6120.25,13500.0,28512.75,23800.347165823354,239105.0,3826.0,10130.0,23181.0,19251.33183747726,6.468921485784161,2.0,5.0,9.0,2114789.0,3.0538786611808555,2.0,3.0,4.0,84582.8341016527,1119.0,15652.0,106144.0,0.0071723467447579875,0.18390439897313632,0.029050179474169765,0.18551969014402855,0.7564499342487596,0.061688896622783644,0.2478989629698282,0.34668375899439613,0.05258491509081994,0.1059164767738058,0.21010606731924555,0.6800120484833239,0.0738276962855396,0.11306328905626047,16807,487365,77234,468457,4388873,200462,756151,861482,119874,245385,610944,4376485,504674,566211
balance,15079.0,0.0,2729.0,10516.0,6918.82333045958,389116.0,3502.0,9699.0,16779.25,11780.148238571532,61237.0,0.0,3425.0,8771.0,5978.329343370838,392276.0,3598.0,9696.5,16594.0,11703.797864258839,1591962.0,158.0,1273.0,4971.0,4766.832090841364,129745.0,420.0,1731.0,5205.0,3693.186874253343,524898.0,0.0,0.0,623.0,958.1677049636311,734125.0,68739.0,129521.0,223903.0,179714.5832548953,113843.0,12105.0,27447.0,51966.5,41883.29532777597,223698.0,0.0,22819.5,57451.75,48633.96862287549,444915.0,0.0,501.0,6118.0,8802.257757099671,1430554.0,0.0,0.0,345.0,551.7842080760321,153546.0,6116.0,13500.0,28468.75,23776.209663553593,240719.0,3925.0,10268.0,23510.5,19514.379945081193,6.432898722694728,2.0,5.0,9.0,2111085.0,3.053270237816099,2.0,3.0,4.0,84719.64081124161,1134.0,15755.0,106652.0,0.007142772555344764,0.18432038501528836,0.029007358775226956,0.1858172456343539,0.754096590142036,0.06145891804451266,0.24863897000831325,0.34774772214287913,0.0539262985621138,0.10596352112776132,0.21075181719352845,0.6776392234325004,0.07273321538450607,0.11402619979773435,16691,488589,77266,468759,4348112,200973,758117,860318,123364,245010,612231,4309720,492847,578399
balance,14982.0,0.0,2796.0,10499.75,6898.531771459085,389807.0,3516.0,9700.0,16803.0,11805.217202359116,61091.0,0.0,3400.0,8836.0,6002.838323157257,391626.0,3664.0,9722.0,16656.75,11753.712090106377,1587663.0,163.0,1281.0,4982.0,4761.780317989397,128357.0,423.0,1724.0,5157.0,3665.40367101132,524436.0,0.0,0.0,614.0,955.1906981976829,732173.0,68680.0,129359.0,223474.0,179334.09380979632,112388.0,12108.0,27472.0,52012.25,41894.85708438623,222997.0,0.0,22878.0,57633.0,48647.06234613022,444502.0,0.0,500.0,6018.0,8766.935608838656,1384958.0,0.0,0.0,375.0,568.4268735947227,153030.0,6357.0,13782.0,28800.0,24095.23222897471,240676.0,3980.0,10287.0,23519.25,19542.314439329224,6.384982871212932,2.0,5.0,9.0,2092384.0,3.0533047471209875,2.0,3.0,4.0,85138.02658976555,1251.0,16179.0,107625.25,0.007160253567222843,0.18629802177802926,0.029196839585850398,0.18716736507256795,0.7587818488384541,0.06134485830516769,0.25064041782005597,0.3499228631073455,0.05371289400033646,0.10657556165598667,0.21243806108247817,0.6619043158425987,0.0731366708978849,0.11502477556700873,16557,490533,77295,464195,4327902,199672,757812,857402,121927,244422,610667,4126182,488608,576662
balance,14876.0,0.0,2791.0,10488.25,6871.085775746168,390003.0,3532.0,9713.0,16845.0,11837.27425686469,59358.0,0.0,3588.5,9093.0,6168.289581859227,392299.0,3640.0,9709.0,16692.0,11767.830713307962,1585620.0,166.0,1280.0,4973.25,4740.563259166761,127975.0,435.0,1734.0,5147.0,3668.92856417269,522617.0,0.0,0.0,617.0,944.4770606390531,728701.0,68386.0,129019.0,222968.0,178866.8289270908,112473.0,11872.0,27036.0,51116.0,41173.97137979782,222001.0,0.0,22901.0,57746.0,48731.58135323715,443533.0,0.0,500.0,5954.0,8681.374880786774,1407394.0,0.0,0.0,356.0,556.7737115548312,159133.0,6259.0,13694.0,28714.0,24006.858652824994,242955.0,3842.0,10107.0,23286.0,19316.022209874256,6.374425022125039,2.0,5.0,9.0,2105081.0,3.0445089761391606,2.0,3.0,4.0,84138.53715605242,1181.0,15762.0,105632.0,0.007066711447207969,0.18526745526656693,0.02819748978780389,0.18635814963889752,0.7532346736301359,0.0607933851476499,0.24826455609071574,0.3461629267472368,0.05342929797000685,0.10545959989188064,0.21069640550648644,0.6685699980190786,0.07559471583278743,0.11541361116270585,16506,491443,74680,465362,4320720,199233,755166,852402,121338,241207,609462,4182409,509266,579487
balance,14821.0,0.0,2727.0,10472.0,6853.834019296944,389709.0,3529.0,9704.0,16879.0,11862.224695862811,59026.0,0.0,3624.5,9159.0,6209.395300376105,392395.0,3733.0,9734.0,16759.0,11849.057977293289,1593210.0,167.0,1230.0,4857.0,4666.278983938088,127632.0,438.0,1733.0,5117.0,3657.7944559358157,519855.0,0.0,0.0,614.0,939.4288003385559,727529.0,67402.0,128229.0,222101.0,177850.209095445,111347.0,11675.0,26917.0,51041.0,41110.697998149924,220861.0,0.0,22942.0,57992.0,48911.56124440259,440718.0,0.0,500.0,5957.0,8664.350217145658,1423783.0,0.0,0.0,349.0,549.3619132971809,167832.0,5868.0,13250.0,27983.25,23418.431413556413,245544.0,3723.0,9974.0,23054.25,19186.886338090117,6.382190036869864,2.0,5.0,9.0,2116905.0,3.03946657974732,2.0,3.0,4.0,83208.12329036967,1129.0,15424.0,103591.0,0.007001258913366447,0.18409375952156568,0.02788315961273652,0.18536259303086344,0.7526128947685418,0.06029179391611811,0.24557313625316204,0.34367579083614996,0.052598959329776256,0.10433203190506896,0.20818978650435424,0.6725776546420363,0.07928178165765587,0.11599197885592409,16440,491327,74391,465103,4316371,199086,749239,853206,120210,239793,604823,4249723,542714,588064
balance,14809.0,0.0,2751.0,10522.0,6835.256398136268,388497.0,3557.0,9697.0,16880.0,11879.040450762812,58618.0,0.0,3640.0,9199.0,6226.610631546624,391683.0,3769.0,9740.0,16793.0,11885.381548343941,1591165.0,165.0,1219.0,4831.0,4637.985868216056,126786.0,444.0,1738.0,5102.0,3653.6269856293284,521439.0,0.0,0.0,608.0,931.2527256304189,725405.0,67304.0,128164.0,222110.0,177764.5984325997,109669.0,11625.0,26757.0,50834.0,40972.91687714851,220127.0,0.0,22880.0,57922.5,48853.41713647122,438794.0,0.0,500.0,5905.0,8684.411525681755,1421011.0,0.0,0.0,355.0,550.189077354081,173837.0,5750.0,13750.0,28972.0,24026.947381742666,248708.0,3666.0,9955.0,23037.0,19130.78869196005,6.3861260832580395,2.0,5.0,9.0,2118378.0,3.035599878775176,2.0,3.0,4.0,82983.81961434644,1140.0,15481.0,103097.0,0.006990725923324355,0.1833936153037843,0.02767117105634594,0.18489759617971863,0.751124209182686,0.059850508266230104,0.24615012051673496,0.34243416425208345,0.05177026951752709,0.10391299380941456,0.20713678106551334,0.6708014339272783,0.08206136959503922,0.11740492017949582,16425,488815,73974,463707,4297311,195206,751743,853726,118297,238698,600970,4236304,592611,600442
balance,14889.0,0.0,2630.0,10560.0,6825.71227080395,387530.0,3538.0,9651.5,16857.0,11875.459925683173,58237.0,0.0,3707.0,9238.0,6265.414410082937,391956.0,3866.0,9774.0,16962.0,12037.351774178735,1592069.0,198.0,1309.0,4949.0,4696.263334692152,127329.0,450.0,1736.0,5061.0,3626.8112134706157,524735.0,0.0,0.0,594.0,915.7086510333787,725684.0,66412.0,127513.5,221386.25,176830.39330204332,108534.0,11506.25,26676.5,50734.5,40882.734654578286,219325.0,0.0,22693.0,57786.0,48733.86850564231,438899.0,0.0,500.0,5797.0,8572.692890619483,1423191.0,0.0,0.0,412.0,578.4790839739711,168712.0,5500.0,12577.0,27000.0,22602.324985774576,262201.0,3447.0,9823.0,23101.0,19173.701244465123,6.394057021110114,2.0,5.0,9.0,2121495.0,3.03714644625606,2.0,3.0,4.0,82527.17226437018,1213.0,15296.0,102140.5,0.007018164077690497,0.18266835415591365,0.027450924937367283,0.184754618794765,0.7504467368530211,0.06001852467245975,0.24734208659459486,0.34206255494356574,0.051159206125868786,0.1033822846624668,0.20688193938708316,0.6708434382357724,0.07952505190914898,0.12359256090634199,16569,487059,73659,473951,4307605,199881,758397,856395,117156,237501,600916,4251068,534612,650191
balance,14641.0,0.0,2821.0,10734.0,6942.321835940168,384855.0,3586.0,9640.0,16860.5,11896.278473710878,57482.0,0.0,3911.0,9404.75,6367.265143871125,391418.0,3920.0,9798.0,17035.0,12092.999545243192,1590311.0,198.0,1329.0,5030.0,4728.2176530251,127544.0,469.0,1742.0,5022.0,3616.717697422066,525119.0,0.0,0.0,585.0,910.4321211001696,723981.0,67001.0,128118.0,222101.0,177376.13790279027,107381.0,11465.0,26562.0,50576.0,40771.33834663488,218388.0,0.0,22528.0,57691.25,48720.86515742623,436802.0,0.0,501.0,5759.0,8537.904446408213,1423645.0,0.0,0.0,421.0,588.3160190918383,165554.0,5500.0,12498.0,26514.0,22384.483213936237,269922.0,3161.0,9534.0,22740.0,18841.397592637873,6.386943667162096,2.0,5.0,9.0,2122066.0,3.0333849182824664,2.0,3.0,4.0,82481.72603396878,1204.25,15248.0,102196.0,0.006899408406713081,0.18135863823274112,0.02708775316130601,0.18445137898632746,0.7494163706501117,0.06010369140262367,0.24745648815823826,0.3411679938324256,0.05060210191388958,0.10291291599790016,0.2058380842066175,0.6708768718786314,0.07801548113960641,0.1271977403153342,16225,483009,72769,472550,4295173,202060,759082,854564,115746,236608,598025,4255773,522719,669213
balance,14666.0,0.0,2838.0,10788.75,6972.479680894586,383860.0,3542.0,9589.0,16823.0,11860.582157557443,57404.0,0.0,4028.0,9495.25,6411.406104104243,392579.0,3903.0,9804.0,17110.0,12113.384016974927,1589786.0,160.0,1208.0,4841.0,4608.348536847097,127820.0,455.0,1716.0,4986.0,3584.139500860585,526654.0,0.0,0.0,576.0,902.9630611369134,723418.0,68580.0,129646.5,223964.25,179047.32408925408,105833.0,11649.0,26661.0,50653.0,40874.570200221104,217464.0,0.0,22334.0,57475.0,48543.119307103705,435319.0,0.0,494.0,5580.0,8413.778419963292,1415875.0,0.0,0.0,374.0,566.046670786616,166575.0,6209.0,13727.0,28500.0,23917.73954074741,267758.0,3281.0,9692.5,22879.0,18993.785089521134,6.3686117569180185,2.0,5.0,9.0,2120947.0,3.0293123779142053,2.0,3.0,4.0,82972.7496693694,1121.0,15447.0,103539.0,0.006914835684248593,0.1809851919920677,0.027065268486199796,0.18509609151006604,0.7495642276775422,0.06026553233060515,0.24831077815711566,0.3410825447311979,0.04989893665423983,0.10253155783713595,0.20524746728701848,0.6675673649553714,0.07853803041754462,0.12624455019385208,16279,480818,72800,473534,4293927,201932,762480,854339,113899,235451,594372,4210439,534021,663197
balance,14614.0,0.0,2729.0,10748.5,6957.459559326673,382838.0,3496.0,9523.0,16766.75,11806.60433133597,56821.0,0.0,4261.0,9628.0,6509.107196283065,392615.0,3850.5,9747.0,16981.0,11969.042532761101,1592298.0,137.0,1137.0,4666.0,4489.4684324165455,126723.0,418.0,1648.0,4906.5,3526.9371937217397,525371.0,0.0,0.0,501.0,873.1791248470129,721808.0,69631.0,130638.0,225158.25,180101.4823249396,104325.0,11768.0,26650.0,50666.0,40895.095470884255,216642.0,0.0,20979.5,55876.0,47322.04692534227,433139.0,0.0,468.0,5482.0,8372.706943960253,1414171.0,0.0,0.0,344.0,547.2000762284052,168436.0,6372.75,13999.5,28859.25,24168.426785247808,258513.0,3694.0,10084.0,23504.0,19562.27916197638,6.326015775420603,2.0,5.0,9.0,2121655.0,3.0204316912975955,2.0,3.0,4.0,82855.30062757611,1070.0,15317.0,103621.0,0.006888019022885436,0.18044309748757456,0.026781451272709277,0.18505129250514338,0.7504980781512546,0.059728372426242723,0.24762319981335326,0.3402098833222178,0.04917151940348454,0.10210990948104193,0.20415147608824244,0.6665414499529848,0.07938896757484133,0.12184497479561945,16219,478828,72229,470162,4298545,199174,762285,848326,112320,234552,590014,4165305,541540,632124
balance,14612.0,0.0,2740.0,10718.0,6962.290856830003,383328.0,3396.0,9467.0,16760.0,11779.097524835128,56006.0,0.0,4601.0,9936.0,6711.505445845088,393965.0,3837.0,9774.0,17072.0,12011.180825707868,1605678.0,132.0,1142.0,4638.0,4457.015296964896,126788.0,400.0,1630.0,4879.0,3497.8201170457774,520645.0,0.0,0.0,495.0,861.7536094651826,720057.0,70011.0,131031.0,225634.0,180490.5680869709,103315.0,11583.5,26506.0,50489.5,40749.653903111845,216648.0,0.0,20921.5,55804.0,47320.79680403235,432761.0,0.0,441.0,5400.0,8298.24417634676,1412720.0,0.0,0.0,334.0,527.5306614191064,167359.0,6443.5,14000.0,29007.0,24326.323717278425,260563.0,3554.0,9986.0,23437.5,19473.247775010266,6.3215486708148525,2.0,5.0,9.0,2122052.0,3.022755804287548,2.0,3.0,4.0,82788.11789249274,1100.0,15292.0,103592.0,0.0068857879071766385,0.18064024821257915,0.026392378697600246,0.18565284922329897,0.756662890447548,0.05974782898816806,0.24534978407692176,0.33932109109484593,0.04868636583834892,0.10209363389775557,0.20393515333271758,0.6657329792106885,0.07886658762367746,0.12278822573622136,16232,480380,71262,466159,4502876,199216,753940,841664,111430,234593,589309,3960287,546956,640351
