,AB1_count,AB1_25%,AB1_50%,AB1_75%,AB1_mean,AB2_count,AB2_25%,AB2_50%,AB2_75%,AB2_mean,AF1_count,AF1_25%,AF1_50%,AF1_75%,AF1_mean,AF2_count,AF2_25%,AF2_50%,AF2_75%,AF2_mean,BC_count,BC_25%,BC_50%,BC_75%,BC_mean,CFI_count,CFI_25%,CFI_50%,CFI_75%,CFI_mean,CFR_count,CFR_25%,CFR_50%,CFR_75%,CFR_mean,FM_count,FM_25%,FM_50%,FM_75%,FM_mean,HI_count,HI_25%,HI_50%,HI_75%,HI_mean,HR_count,HR_25%,HR_50%,HR_75%,HR_mean,OT1_count,OT1_25%,OT1_50%,OT1_75%,OT1_mean,RT_count,RT_25%,RT_50%,RT_75%,RT_mean,SL1_count,SL1_25%,SL1_50%,SL1_75%,SL1_mean,SL2_count,SL2_25%,SL2_50%,SL2_75%,SL2_mean,tl_mean,tl_25%,tl_50%,tl_75%,pc_count,pc_mean,pc_25%,pc_50%,pc_75%,totalbal_mean,totalbal_25%,totalbal_50%,totalbal_75%,AB1_perc,AB2_perc,AF1_perc,AF2_perc,BC_perc,CFI_perc,CFR_perc,FM_perc,HI_perc,HR_perc,OT1_perc,RT_perc,SL1_perc,SL2_perc,AB1_tl,AB2_tl,AF1_tl,AF2_tl,BC_tl,CFI_tl,CFR_tl,FM_tl,HI_tl,HR_tl,OT1_tl,RT_tl,SL1_tl,SL2_tl
balance,18796.0,0.0,5203.5,13173.25,8552.076718450735,401468.0,3420.0,9944.0,17711.0,12239.478668287386,66718.0,2678.25,7396.5,13211.0,9579.698776941756,403015.0,3962.0,10500.0,18027.0,12568.637708273885,1710702.0,157.0,1282.0,4895.0,4631.945932722356,159252.0,400.0,1898.0,5707.0,4254.841848140055,995885.0,0.0,0.0,319.0,696.7143123955075,742440.0,62713.75,118117.5,205197.0,168090.99097974246,141775.0,12921.5,27752.0,50322.5,40155.28339975313,244179.0,0.0,18343.0,47490.5,37910.703512587075,466015.0,0.0,600.0,6947.0,9650.94390953081,1258948.0,0.0,0.0,261.0,401.0818691478917,118445.0,5000.0,11000.0,24084.0,20030.676533412134,188460.0,3122.0,8457.0,19468.0,16106.46505889844,6.882312053741906,3.0,6.0,10.0,2097581.0,3.297178035079456,2.0,3.0,5.0,81156.42845401441,1144.0,15764.0,100444.0,0.008960798176566245,0.19139570772237163,0.03180711495765837,0.19213322393747845,0.8155594468103973,0.07592174032850221,0.4747778512486526,0.353950574495097,0.0675897617302979,0.1164098072970722,0.22216782093277923,0.6001904098101575,0.05646742604933969,0.08984635158308547,20864,511518,79274,485625,5252448,248823,1776781,890875,155362,275122,654649,3371289,325342,388235
balance,19007.0,0.0,5249.0,13254.0,8665.251907192087,401614.0,3382.0,9950.0,17689.0,12228.918344480024,67260.0,2630.0,7345.5,13170.0,9525.073907225691,405420.0,3880.0,10482.0,18036.25,12556.90417838291,1713792.0,159.0,1284.0,4888.0,4633.491335004482,145771.0,348.0,1611.0,5000.0,3725.601614861667,1000156.0,0.0,0.0,308.0,694.5925715588368,742311.0,62907.0,118476.0,206000.0,168812.07318765315,140657.0,12774.0,27841.0,50618.0,40278.26807766411,242842.0,0.0,18373.0,47625.75,38130.4362219056,476667.0,0.0,739.0,7563.0,9922.53299053637,1250995.0,0.0,0.0,262.0,401.70406596349306,117522.0,5137.0,11218.0,24477.25,20346.066447133304,188511.0,3150.0,8510.0,19527.5,16104.948029557956,6.863310062000775,3.0,6.0,10.0,2099006.0,3.293237370450585,2.0,3.0,5.0,81410.72607558053,1157.0,15779.0,100595.0,0.009055238527188583,0.19133532729301392,0.03204373879826928,0.19314856651195852,0.8164778947749554,0.06944763378475335,0.4764903006470682,0.35364882234733963,0.06701124246429024,0.11569380935547588,0.22709177582150789,0.5959940085926386,0.05598935877267621,0.089809652759449,21133,511358,80119,489652,5279140,215651,1789344,889862,153253,273140,686334,3304728,327988,384427
balance,18967.0,0.0,5223.0,13173.5,8628.842252333,401927.0,3354.0,9948.0,17688.0,12217.823089765057,67628.0,2623.0,7313.0,13135.25,9498.64774945289,405855.0,3844.0,10485.0,18038.5,12552.330334725457,1727295.0,159.0,1290.0,4915.0,4675.818493077326,146501.0,352.0,1621.0,5017.0,3738.0237541040674,1000732.0,0.0,0.0,313.0,701.977296618875,742775.0,65402.5,120599.0,208622.5,171787.3848338999,140221.0,13300.0,28209.0,51123.0,40692.84308341832,243249.0,0.0,18540.0,47979.0,38490.88283610621,477550.0,0.0,728.0,7620.0,9952.447720657523,1278898.0,0.0,0.0,301.0,446.8410084306958,117723.0,5197.0,11325.0,24671.5,20550.807743601505,189269.0,3096.0,8464.0,19493.0,16077.160422467494,6.917893724019926,3.0,6.0,10.0,2109790.0,3.298238213281891,2.0,3.0,5.0,82279.50224998697,1137.0,15923.0,102316.0,0.008989994264832045,0.19050569013977695,0.032054375079984265,0.1923674868114836,0.8187047052076273,0.06943866451163386,0.4743277766981548,0.3520611056076671,0.06646206494485234,0.11529536114968789,0.22634954189753484,0.6061731262353125,0.05579844439493978,0.08970987633840335,21095,511780,80626,490058,5396618,217412,1791496,890758,153039,273445,687035,3368062,330025,383854
balance,18912.0,0.0,5134.0,13079.25,8564.027654399322,403910.0,3313.0,9942.5,17670.0,12216.643138322894,68479.0,2639.5,7311.0,13168.0,9505.980344339141,407565.0,3843.0,10538.0,18103.0,12593.92077582717,1735132.0,177.0,1338.0,5003.0,4731.139759395827,146183.0,361.0,1650.0,5054.0,3780.941135426144,1005050.0,0.0,0.0,321.0,712.2164160987015,744770.0,65566.0,121067.5,209845.0,172838.8034668421,141919.0,12958.0,28156.0,51287.0,40624.89403814852,244402.0,0.0,18403.0,47964.0,38594.204572794006,478142.0,0.0,767.0,7692.0,10001.529355296125,1274768.0,0.0,0.0,314.0,457.4758756103071,117296.0,5238.0,11273.5,24625.0,20442.409613286047,190671.0,3110.0,8555.0,19698.0,16217.532236155472,6.9084945216850455,3.0,6.0,10.0,2114245.0,3.3000901030864447,2.0,3.0,5.0,82836.33949424027,1167.0,16015.0,102808.0,0.008945037117268812,0.19104219236654219,0.03238933992985676,0.19277094187286714,0.8206863442978463,0.06914193955761987,0.4753706405832815,0.3522628645213776,0.06712514396392093,0.11559776657861318,0.22615259820881686,0.6029424215263605,0.05547890618163931,0.09018396638043367,21058,515495,82039,492489,5476928,216188,1802400,893506,155190,275718,688232,3267763,329643,389601
balance,18814.0,0.0,5095.0,13062.5,8559.509886254917,405914.0,3267.0,9937.0,17659.0,12218.04391077913,69303.0,2633.0,7287.0,13175.5,9496.484437903122,409624.0,3812.0,10589.0,18178.0,12633.8031145636,1737163.0,178.0,1343.0,5037.0,4764.609042444491,146017.0,380.0,1698.0,5107.0,3835.0035612291717,1009149.0,0.0,0.0,322.0,719.7406805139776,746441.0,65825.0,121632.0,211221.0,174033.11315160876,142738.0,13449.25,28583.5,52000.0,41140.93008869397,244813.0,0.0,18389.0,48117.0,38758.00109879786,479383.0,0.0,801.0,7835.0,10125.599180613413,1271886.0,0.0,0.0,311.0,457.0650978153702,114246.0,5250.0,11409.0,24765.75,20603.889291528805,193150.0,3154.0,8633.0,19955.0,16389.748423505047,6.927848657328881,3.0,6.0,10.0,2114777.0,3.3046704215148925,2.0,3.0,5.0,83572.97986265218,1164.0,16157.0,103619.0,0.008896446291973103,0.19194175083235726,0.03277083115619283,0.19369607291927235,0.8214402747902024,0.06904605071834997,0.4771893206706901,0.3529644023932547,0.06749553262589862,0.11576303317087333,0.22668252964733399,0.6014279519779154,0.05402271728886781,0.09133350703171067,20952,519015,83320,495811,5497257,214841,1815712,896341,156419,276175,693167,3261420,319336,401089
balance,18748.0,0.0,5045.5,13025.25,8514.22642415191,406268.0,3234.75,9930.0,17639.0,12208.364882294445,69976.0,2584.0,7236.5,13114.0,9438.663627529439,411396.0,3787.0,10641.0,18230.25,12662.670341957628,1739540.0,178.0,1353.0,5063.0,4789.490171539603,147381.0,375.0,1686.0,5111.0,3835.73284208955,1014000.0,0.0,0.0,325.0,724.5836646942801,746953.0,66141.0,122173.0,212359.0,175114.50383223576,144563.0,13544.5,28713.0,52268.0,41330.88842926613,245376.0,0.0,18419.0,48339.0,38888.482031657535,481233.0,0.0,808.0,7767.0,10027.392558282578,1268957.0,0.0,0.0,311.0,458.1487095307406,114832.0,5250.0,11523.0,24938.0,20746.39165911941,191728.0,3263.0,8765.0,20124.0,16553.286614370358,6.918597287331284,3.0,6.0,10.0,2119094.0,3.303747261801506,2.0,3.0,5.0,83952.5660664416,1157.0,16158.0,103899.0,0.008847177142684562,0.1917177812782255,0.033021659256267065,0.1941376833684584,0.8208885495405112,0.06954906200480017,0.47850638055697386,0.3524869590494806,0.06821924841465268,0.11579288129738463,0.2270937485548069,0.5988205336809033,0.054189195948834736,0.09047640170752218,20875,519935,84242,498106,5489322,218475,1826125,896638,158309,276723,696114,3256358,322989,396947
balance,18641.0,0.0,5090.0,13050.0,8529.255726624107,406467.0,3133.5,9883.0,17603.0,12169.98720191307,70630.0,2519.0,7213.0,13112.0,9413.95329180235,413719.0,3903.0,10742.0,18355.0,12781.81411296073,1739522.0,185.0,1369.0,5119.0,4836.9539413701,147164.0,383.0,1714.0,5214.0,3895.072674023538,1020592.0,0.0,0.0,328.0,728.735593655447,750225.0,65118.0,121971.0,212909.0,174874.36507714354,145623.0,13796.0,28949.0,52703.5,41701.99468490554,244490.0,0.0,18330.5,48563.0,39058.95904126958,484039.0,0.0,803.0,7735.0,10011.102142595948,1265036.0,0.0,0.0,319.0,464.68045178160935,119824.0,5143.75,11390.5,24980.0,20818.533991520897,190426.0,3362.0,8890.0,20279.0,16717.977061955826,6.923622708440929,3.0,6.0,10.0,2122136.0,3.3062904545231784,2.0,3.0,5.0,84216.43890825093,1168.0,16196.0,103764.25,0.008784074159243328,0.1915367346861841,0.033282504043096205,0.19495404630051985,0.819703355487113,0.06934711064700849,0.4809267643544052,0.35352352535370024,0.06862095549012881,0.11520939280046143,0.22809047111023986,0.596114480881527,0.05646386470989607,0.08973317449965507,20749,520494,85298,501124,5485646,218885,1847230,901783,159356,275321,703310,3236860,345953,390860
balance,18500.0,0.0,5081.5,13039.75,8521.950702702703,404692.0,3197.0,9933.0,17641.25,12214.878725055103,70930.0,2447.25,7169.0,13031.0,9353.488044550966,415509.0,3907.0,10763.0,18378.0,12798.5675737469,1741924.0,179.0,1343.0,5071.0,4828.722635430708,147847.0,391.0,1740.0,5278.0,3919.570907762755,1031791.0,0.0,0.0,321.0,729.3332612903195,750385.0,64849.0,122128.0,214038.0,175762.06459084337,144767.0,14261.5,29281.0,53193.5,42147.24754951059,244863.0,0.0,18795.0,49010.5,39666.24589260117,483811.0,0.0,834.0,7824.0,10100.705349816353,1267454.0,0.0,0.0,321.0,468.1293048899605,126696.0,4881.0,11152.5,24904.25,20718.361779377406,191618.0,3348.0,8927.0,20464.0,16868.149406631946,6.948832913502274,3.0,6.0,10.0,2128634.0,3.307655050140137,2.0,3.0,5.0,84498.53266367069,1160.0,16186.0,103375.75,0.008691019686803837,0.19011816968064965,0.03332183926405385,0.19519983238076627,0.8183295014549237,0.0694562804126966,0.48471977803605504,0.35251950311796204,0.06800934308105573,0.11503292721999178,0.22728707706444604,0.5954306846550417,0.05951986109401616,0.09001923299167447,20616,517303,85544,503320,5482503,219665,1881836,910857,158189,275866,701957,3265221,370338,398307
balance,18444.0,0.0,5011.0,12918.5,8462.126924745175,403968.0,3283.75,10005.0,17680.0,12278.718225205957,71219.0,2315.5,7043.0,12913.5,9249.932307389881,416631.0,3878.0,10767.0,18383.0,12797.444352436569,1745053.0,184.0,1355.0,5109.0,4866.256596791043,148217.0,400.0,1766.0,5355.0,3970.657400972898,1037403.0,0.0,0.0,333.0,738.8549483662568,751130.0,65946.0,123351.0,215839.75,177507.2023111845,145384.0,14462.0,29422.0,53472.25,42332.25759368294,245248.0,0.0,19033.5,49442.25,40163.44490067197,484042.0,0.0,875.0,7919.0,10212.361487226315,1277650.0,0.0,0.0,326.0,472.65503306852423,130994.0,4807.0,10996.0,24700.0,20583.055483457258,191390.0,3391.0,9019.0,20680.0,17014.874606823763,6.9758409303705395,3.0,6.0,10.0,2137127.0,3.3066696551023873,2.0,3.0,5.0,85062.33282767005,1167.0,16249.0,104199.0,0.00863027793855957,0.1890238624096743,0.03332464565746444,0.1949491069084804,0.81654155321607,0.06935338891886163,0.48541944395443043,0.35146718000380883,0.06802777747883022,0.11475593167837007,0.2264919211633188,0.5978353181631227,0.06129443874884366,0.08955480886255239,20569,515130,85792,504434,5501215,219808,1899288,912250,158849,277138,701600,3329122,384837,398226
balance,18453.0,0.0,4782.0,12737.0,8321.89232103181,402630.0,3297.0,10005.0,17655.0,12263.26775948141,71495.0,2201.0,6946.0,12815.0,9160.550807748794,415719.0,3895.0,10783.0,18389.0,12817.21892913242,1739729.0,214.0,1433.0,5258.0,4960.620450081593,148733.0,404.0,1777.0,5402.0,4007.20764053707,1030270.0,0.0,0.0,358.0,752.6820386888874,749435.0,67148.0,124300.0,216963.0,178774.3377864658,145006.0,14622.0,29543.0,53689.75,42540.826772685265,244520.0,0.0,19214.0,49684.25,40522.842425977426,483499.0,0.0,900.0,7956.0,10215.122974401189,1280991.0,0.0,0.0,361.0,493.4788191329994,127672.0,4500.0,10668.0,24250.0,20228.629495895733,196103.0,3420.0,9094.0,20719.0,17072.268817917116,6.936072263740042,3.0,6.0,10.0,2140714.0,3.2952813874249434,2.0,3.0,5.0,85314.89314686596,1209.0,16256.0,104678.75,0.008620021170506663,0.1880821071847991,0.03339773552188662,0.19419642231517148,0.8126863280195299,0.06947822081791402,0.48127400484137534,0.3500864664780069,0.06773721291120625,0.11422357213527823,0.22585875553670412,0.5983942740599631,0.05963991453318846,0.091606351899413,20580,512195,86124,502479,5453328,220215,1878203,907544,158193,276079,701355,3352184,369683,409985
balance,18360.0,0.0,4723.5,12650.0,8263.273638344226,400418.0,3353.0,10033.0,17669.0,12290.121100949507,71539.0,2084.0,6862.0,12720.0,9075.163393393814,416222.0,3901.0,10806.0,18404.0,12834.125370595499,1744496.0,219.0,1476.0,5392.0,5051.555479061001,149451.0,422.0,1800.0,5434.0,4031.32138961934,1034917.0,0.0,0.0,376.0,761.094566037663,751411.0,68665.0,125595.0,218700.0,180559.87989129784,143873.0,14758.0,29591.0,53845.0,42725.15201601412,243979.0,0.0,19580.0,49911.0,41013.86966911086,484324.0,0.0,894.0,7872.0,10024.140544346346,1283989.0,0.0,0.0,368.0,502.7170341801994,126543.0,4513.0,10749.0,24329.0,20289.575725247545,196457.0,3535.0,9337.0,21014.0,17280.79559394677,6.9307326046409985,3.0,6.0,10.0,2146219.0,3.2922916999616536,2.0,3.0,5.0,85991.96845475695,1215.0,16404.0,106041.0,0.008554579006149886,0.18656903139893924,0.033332572305062994,0.19393267881795848,0.812822922544251,0.0696345526714655,0.4822047517052081,0.3501091920256041,0.0670355634723204,0.11367852022556878,0.2256638302055848,0.5982562823271996,0.05896089821215822,0.09153632504418235,20509,508917,86155,502676,5462467,221422,1892093,910046,156860,274371,701074,3362716,365331,410233
balance,18317.0,0.0,4611.0,12563.0,8196.986133100398,400364.0,3334.0,10044.5,17670.0,12289.039748828565,72024.0,1991.0,6804.0,12669.0,9028.407169832279,416801.0,3789.0,10750.0,18339.0,12761.543904645143,1748943.0,174.0,1368.0,5248.0,4986.742423280804,150268.0,418.0,1818.5,5514.0,4065.1196528868422,1034437.0,0.0,0.0,348.0,752.3530384160659,750801.0,68958.0,126021.0,219403.0,181205.6359261642,143970.0,14701.0,29498.0,53719.5,42582.02209488088,243927.0,0.0,19707.0,50000.0,41396.24401152804,484720.0,0.0,894.0,7888.0,10006.247206634758,1292488.0,0.0,0.0,327.0,487.47658933777336,128687.0,5288.0,11915.0,26246.0,21773.252558533495,196500.0,3540.0,9336.0,21020.25,17277.712422391858,6.9525683848157795,3.0,6.0,10.0,2149600.0,3.2946813360625233,2.0,3.0,5.0,86111.38158820245,1124.0,16422.0,106111.0,0.008521120208410867,0.18625046520282842,0.03350576851507257,0.19389700409378488,0.8136132303684407,0.06990509862299962,0.4812230182359509,0.34927474879047266,0.06697525120952735,0.11347553033122441,0.22549311499813918,0.6012690733159658,0.059865556382582806,0.09141235578712319,20529,508268,87189,503912,5467087,223866,1881980,899013,157033,274074,700296,3439958,375022,407014
balance,18185.0,0.0,4492.0,12393.0,8114.674676931537,400237.0,3300.0,10027.0,17640.0,12263.31465606628,72261.0,1883.0,6731.0,12585.0,8927.487386003515,416190.0,3772.0,10745.0,18302.0,12736.485766116437,1748446.0,155.0,1317.0,5139.0,4930.665547005741,148964.0,400.0,1797.0,5530.0,4066.2418101017697,1010886.0,0.0,0.0,328.0,754.2462265774776,749804.0,68703.0,125856.0,219298.25,181104.8163853487,143286.0,14588.0,29434.0,53627.25,42505.00783049286,244592.0,0.0,19654.0,50000.0,41560.01910937398,484693.0,0.0,838.0,7863.0,9978.151743474735,1313645.0,0.0,0.0,308.0,477.5355830532602,128674.0,5496.0,12064.0,26477.0,21942.35964530519,197110.0,3564.0,9403.0,21171.0,17412.384064735426,6.955358691421825,3.0,6.0,10.0,2150609.0,3.2906832436765585,2.0,3.0,5.0,85910.01111127128,1087.0,16288.0,105518.0,0.008455744396122214,0.18610402913779306,0.03360024997570456,0.19352192797482015,0.8130004105813748,0.06926596140907064,0.4700463915104977,0.3486472901396767,0.06662577902352311,0.11373150581997936,0.22537476593839234,0.610824654783831,0.05983142449417816,0.0916531084915947,20341,508213,87657,503296,5454996,221388,1783447,897401,156280,274611,699881,3565531,376835,408380
balance,17868.0,0.0,4546.0,12455.5,8193.510857398702,403904.0,3299.0,10034.0,17565.0,12232.874848974014,72450.0,1802.25,6695.0,12528.0,8872.117694962042,416034.0,3775.0,10741.0,18271.0,12723.993637539239,1739673.0,156.0,1317.0,5129.0,4934.942919732616,149232.0,380.0,1758.0,5523.25,4004.2982537257426,982828.0,0.0,0.0,334.0,763.8790999035436,749037.0,68789.0,126113.0,219762.0,181333.7960594737,143603.0,14464.5,29368.0,53538.0,42410.03655216117,244268.0,0.0,19582.0,50035.0,41728.59724155436,485467.0,0.0,797.0,7821.0,9939.073201680032,1319232.0,0.0,0.0,292.0,466.5856020775724,128249.0,5500.0,12224.0,26785.0,22158.159665962306,196792.0,3558.0,9467.0,21236.25,17438.136153908694,7.028781609799449,3.0,6.0,10.0,2131222.0,3.3073218088026493,2.0,3.0,5.0,86701.52244815415,1157.0,16729.0,106953.0,0.00838392246326286,0.18951756316329318,0.03399458151239054,0.19520913353934974,0.8162795804472739,0.07002179969989049,0.46115702634451033,0.3514589282580604,0.06738059197962483,0.11461405709963579,0.22778809528054797,0.6190026191546446,0.060176274456626294,0.09233763540353844,19921,512778,88336,503240,5443059,220844,1696324,897801,156525,274070,700081,3684048,378722,404145
balance,17685.0,0.0,4660.0,12442.0,8252.319819055698,401250.0,3260.0,10051.0,17612.0,12240.872904672897,72881.0,1755.0,6678.0,12469.0,8812.077345261454,417146.0,3751.0,10730.0,18251.0,12698.037082939785,1752251.0,152.0,1325.0,5143.5,4952.748065773682,148306.0,399.0,1816.0,5608.0,4056.8137701778755,976002.0,0.0,0.0,338.0,767.1815990131167,750004.0,68128.0,125784.0,219541.0,180831.71909749813,143579.0,14179.5,29161.0,53292.0,42200.72242458855,244374.0,0.0,19766.0,50258.0,42309.862117082834,496275.0,0.0,689.0,7620.0,9767.176633922725,1327261.0,0.0,0.0,306.0,475.793896603607,126706.0,5572.0,12567.0,27472.0,22599.7441320853,197510.0,3460.0,9359.0,21093.0,17338.567718090224,7.077062983823745,3.0,6.0,10.0,2141534.0,3.3019461750315426,2.0,3.0,5.0,86300.51712510752,1138.0,16470.0,105986.0,0.008258099100924851,0.18736569206932974,0.03403214704973164,0.19478840868274797,0.8182223583655455,0.06925222760880752,0.4557490098219314,0.3502181146785435,0.06704493134360696,0.11411166014641841,0.23173809054630934,0.6197711546956527,0.059165999699280984,0.09222828122271232,19694,510233,89195,505402,5597684,218630,1678384,900928,156266,274314,715653,3708179,377019,404190
balance,17651.0,0.0,4612.0,12361.0,8204.0601665628,401738.0,3219.0,10039.0,17567.75,12208.646212207956,72915.0,1788.0,6650.0,12415.5,8759.028252074333,416263.0,3859.0,10789.0,18271.0,12733.93373900635,1749499.0,156.0,1341.0,5176.0,4975.003117463914,148422.0,398.0,1825.0,5639.0,4070.6223470914015,976047.0,0.0,0.0,343.0,771.6651165363963,752830.0,69287.0,127266.5,221546.0,182467.70613020204,142312.0,14197.75,29121.0,53276.25,42185.99963460566,244588.0,0.0,19807.5,50423.0,42531.26233094019,501735.0,0.0,617.0,7489.0,9668.389715686568,1327761.0,0.0,0.0,312.0,479.65384583520677,126297.0,5569.0,12542.0,27377.0,22474.18772417397,198852.0,3508.75,9434.0,21251.0,17475.30739444411,7.081697893441957,3.0,6.0,10.0,2141218.0,3.3050861705814167,2.0,3.0,5.0,87158.13259929628,1152.0,16662.0,107864.0,0.008243439014616914,0.1876212510823279,0.03405304831175527,0.1944047733579673,0.8170578614601596,0.06931662259517714,0.45583728513397515,0.3515896092784574,0.06646310651227479,0.11422844381095246,0.23432224089280027,0.6200961322013919,0.058983718612490646,0.09286863831707,19640,511436,89203,504341,5597061,218415,1676489,908112,154857,274619,723919,3701132,377293,406942
balance,17508.0,0.0,4580.0,12342.0,8303.196881425634,402673.0,3242.0,10055.0,17556.0,12208.953689470116,73437.0,1797.0,6596.0,12265.0,8657.910399389953,416196.0,3912.0,10824.0,18275.0,12746.455850128305,1747224.0,159.0,1353.0,5199.0,5004.6966799906595,148046.0,415.0,1867.0,5737.0,4115.93556732367,971589.0,0.0,0.0,350.0,781.079255734678,752712.0,69359.0,127578.0,222198.25,182769.53407544983,141262.0,14068.0,29048.5,53228.5,42096.711585564415,244115.0,0.0,19959.0,50990.5,42982.49316101018,502901.0,0.0,601.0,7441.0,9638.999872738372,1320347.0,0.0,0.0,314.0,482.8140337350712,122464.0,5500.0,12367.0,27232.25,22425.496407107395,203035.0,3490.5,9471.0,21466.0,17591.563892924863,7.107791204856992,3.0,6.0,10.0,2133996.0,3.30999167758515,2.0,3.0,5.0,87596.27837774766,1189.0,16842.0,108574.0,0.008204326531071286,0.18869435556580239,0.03441290424161995,0.19503129340448624,0.8187569236305973,0.0693750128866221,0.45529091900828306,0.35272418505001885,0.06619600036738588,0.11439337280857134,0.23566164135265483,0.6187204662051851,0.05738717410904238,0.0951431024238096,19592,513327,90032,504041,5623219,216981,1661239,906150,153606,273780,727409,3691097,362125,425400
balance,17482.0,0.0,4416.0,12245.75,8086.42981352248,403061.0,3218.0,10044.0,17528.0,12183.783556335145,73603.0,1730.0,6548.0,12147.0,8556.482847166555,416933.0,3936.0,10840.0,18284.0,12767.534160164823,1745748.0,154.0,1350.0,5252.0,5044.573182956532,145671.0,440.0,1923.0,5820.0,4166.256365371282,974664.0,0.0,0.0,354.0,785.0397501087555,752342.0,69430.25,127895.0,222543.5,182731.22611392158,142704.0,14177.75,29186.0,53597.0,42396.41764771836,244143.0,0.0,20054.0,51664.0,43489.66192354481,500491.0,0.0,596.0,7549.0,9698.758776881103,1321541.0,0.0,0.0,309.0,482.9374480246924,123616.0,5628.0,12595.0,27594.0,22673.815048213823,201608.0,3525.0,9437.0,21322.0,17532.568285980717,7.112997851710902,3.0,6.0,10.0,2134722.0,3.308911886418934,2.0,3.0,5.0,87673.1943705082,1171.0,16832.0,108825.75,0.008189356740596667,0.1888119389784712,0.03447896260028238,0.19531020901082202,0.81778704674426,0.06823886201575662,0.45657654720380453,0.35243090200972305,0.06684898548850858,0.11436758510007392,0.23445254229824775,0.6190693682830832,0.057907305963024694,0.09444227398227965,19442,514384,90494,504794,5621647,214673,1667051,903414,155414,274061,723500,3703869,369962,421568
