,inquiries_12_months,number_accounts_opened_within_12_months,mort_10%_orig_vant3,mort_25%_orig_vant3,mort_50%_orig_vant3,auto_10%_orig_vant3,auto_25%_orig_vant3,auto_50%_orig_vant3,Miscellaneous_perc,Current_perc,30 DPD_perc,60 DPD_perc,90 DPD_perc,120 DPD or Collections_perc,Foreclosure Started_perc,Closed-Positive_perc,Closed-Severe Derogatory_perc,Closed-Bankruptcy_perc,bankruptcy_flag,foreclosure_flag,perc_3rd_party_collection_accts,total_amount_3rd_party_collections,national_per_capita,AZ_per_capita,CA_per_capita,FL_per_capita,IL_per_capita,MI_per_capita,NJ_per_capita,NV_per_capita,NY_per_capita,OH_per_capita,PA_per_capita,TX_per_capita,AZ_auto,AZ_credit_card,AZ_first_mortgage,AZ_he_revolving,AZ_other,AZ_student_loan,CA_auto,CA_credit_card,CA_first_mortgage,CA_he_revolving,CA_other,CA_student_loan,FL_auto,FL_credit_card,FL_first_mortgage,FL_he_revolving,FL_other,FL_student_loan,IL_auto,IL_credit_card,IL_first_mortgage,IL_he_revolving,IL_other,IL_student_loan,MI_auto,MI_credit_card,MI_first_mortgage,MI_he_revolving,MI_other,MI_student_loan,NJ_auto,NJ_credit_card,NJ_first_mortgage,NJ_he_revolving,NJ_other,NJ_student_loan,NV_auto,NV_credit_card,NV_first_mortgage,NV_he_revolving,NV_other,NV_student_loan,NY_auto,NY_credit_card,NY_first_mortgage,NY_he_revolving,NY_other,NY_student_loan,OH_auto,OH_credit_card,OH_first_mortgage,OH_he_revolving,OH_other,OH_student_loan,PA_auto,PA_credit_card,PA_first_mortgage,PA_he_revolving,PA_other,PA_student_loan,TX_auto,TX_credit_card,TX_first_mortgage,TX_he_revolving,TX_other,TX_student_loan
200509,3555280.0,2423040.0,575.0,635.0,703.0,539.0,609.0,680.0,0.012478859588369317,0.9499018042837488,0.013905822066816828,0.004086505921118361,0.0019280982385216335,0.005193921497480867,0.002233574094409591,0.0,0.008082773496224271,0.002188640813310287,2.0,2.0,0.2723025700886899,2743.139568772787,72997.73312955692,80637.05835201054,117456.05879499583,68892.07805209725,76517.30048760421,67765.32905374671,86036.82926386643,95790.99498638276,64795.963010580956,60418.64323387215,55502.784531663114,52872.06779754289,3088.8951815761475,2068.107832902389,27265.538090467577,2445.2018467645876,2068.832685733017,988.4243625562852,9404.981789215833,9188.583773985623,183219.6740447489,13954.463931577367,7507.272294390723,3496.024166081543,10317.081500466693,8645.220101353421,88744.88977348943,8483.155139522007,8741.98174925957,3020.6717359089,6542.40695646468,4743.480633622185,60291.072575768085,4373.241003898324,4411.954954614344,2286.843875632377,3489.53081615599,4271.083458776438,49214.035607425554,4225.901607780458,5020.592797980213,1931.8557118813533,2516.9229486115596,3673.953930014865,44566.39536587784,4058.967886054641,4322.463405287136,1475.2964641539588,1103.387536741059,771.744379630977,12130.456189177106,1045.1844248431967,845.4628330305251,259.76463657713623,6216.916506576484,10915.982973885248,87139.46555710548,7830.167273185667,8076.331976338475,5046.135712908643,5853.609532921879,5403.178977991063,55362.90542063578,5326.774514849924,7090.174821400831,2871.356732200517,6015.335047010763,5727.770753891473,49600.83538564598,4521.422467675251,8904.908270287644,3143.7280754888934,18444.59495577588,12652.885897363929,94207.46483895752,804.9407895860246,14171.125968990757,5092.987549325885
200512,3609626.0,2485942.0,560.0,625.0,689.0,528.0,593.0,665.0,0.0177303691228808,0.9454097105895141,0.013365845046731703,0.0042500991193910155,0.0020132924343457302,0.005170672469428796,0.002220837999610389,0.0,0.007575129083234655,0.0022640441348628308,2.0,2.0,0.26935158082772853,2756.3856635943757,73755.71842765102,82331.41855723319,119908.62859112346,70691.8884415803,75006.18893285372,68330.30956410107,88180.36827574941,98611.51280175567,65650.11353539187,60633.96453368816,55919.84222196881,53023.343288740696,3003.054609439598,1880.8910949633475,28218.981279727832,2559.788373541689,2080.5127374420936,1001.7719048854404,9090.546792232202,8083.887610001045,185778.32246718789,15046.319828676276,7686.2624886048225,3525.6608132977653,9356.958706042076,7976.752374722589,91442.0117711527,10011.604550426955,8803.443842277527,3067.228755378159,4812.792226027656,4662.561182958831,62164.58499410123,4756.156232912436,4549.150528171195,2454.7548358286494,3352.4047302186923,4090.212510127925,49564.20350800374,4517.177442470739,5026.0780200011095,1997.923789177787,2417.364966467514,3327.957829369884,45774.36363588034,4447.221356273783,3738.5266295226106,1509.565582485868,1088.3599384157221,723.9931927981629,12406.067722127258,1067.502921404587,845.2404352376595,272.8357900166094,6025.147584653586,8828.93137248769,88770.4820016533,10108.090988178654,7633.6531958902215,5131.694857136534,5726.802422874304,5295.491470322787,55911.97653118045,5667.298050568327,7088.679180151505,2979.7523449026266,5695.268787344356,5610.816725028903,50746.671722281004,4651.765682160782,8912.58711034419,3303.889972840758,18119.28247844022,12575.753123843366,96228.26501556086,955.1806027055006,14327.993104148965,5351.525675301098
