,Unknown_mort_perc,18–24_mort_perc,25–34_mort_perc,35-44_mort_perc,45-54_mort_perc,55–64_mort_perc,65–74_mort_perc,75+_mort_perc,Unknown_mort_ever,18–24_mort_ever,25–34_mort_ever,35-44_mort_ever,45-54_mort_ever,55–64_mort_ever,65–74_mort_ever,75+_mort_ever,all_mort_ever,Unknown_perc_joint,18–24_perc_joint,25–34_perc_joint,35-44_perc_joint,45-54_perc_joint,55–64_perc_joint,65–74_perc_joint,75+_perc_joint,Unknown_mort_per_capita,18–24_mort_per_capita,25–34_mort_per_capita,35-44_mort_per_capita,45-54_mort_per_capita,55–64_mort_per_capita,65–74_mort_per_capita,75+_mort_per_capita,all_mort_per_capita,all_perc_joint
200709,0.1114179104477612,0.04634040953294838,0.309558978079912,0.4962908645274054,0.5149296730988545,0.43450876632757024,0.2691691906058474,0.0971116581763229,0.13218283582089552,0.051390829559547255,0.34808397181744105,0.5551925385353309,0.578626742631993,0.5064276264768943,0.3333843220036508,0.13195212908572404,0.4042087851757275,0.7238780977896851,0.5583676434972148,0.626144058337674,0.6841205104591501,0.7024074289030761,0.7013641485795077,0.6899791627202122,0.6311430149088901,10339.090559701492,4559.15050812837,38226.614770217704,65266.12360687684,59073.14475889457,45911.58075209464,23967.31391174881,7405.818782752821,40767.07004072639,0.6822838575714322
200710,0.11126040448810791,0.045624979076229484,0.30884121805799536,0.49613189568579863,0.5146451612903226,0.43462119419825657,0.2697106800844019,0.09665618443558273,0.13425934004571868,0.05056298891877113,0.34829801288208534,0.5566822666361213,0.5801457586618877,0.5088293993824576,0.3360452848563545,0.1328852946734438,0.4046868858932858,0.7079673776662484,0.5582732053320288,0.6253852619781451,0.6837853609032094,0.7020461604891842,0.7014208748569355,0.6898672283446797,0.6312412271906959,10587.42129233776,4512.011912600015,38428.4869751329,65646.38901574179,59200.36020549582,46152.35841719898,24027.757887315372,7254.398917536014,40822.38634447101,0.681933560828844
200711,0.10798610498845021,0.04514773271133947,0.3077364933755719,0.49494962194456527,0.5137905400897766,0.43429992115446775,0.2700844439512102,0.0963405634577262,0.1304332492814445,0.050076740693471816,0.3478248382306904,0.5569145044041509,0.5809991708521163,0.5104749763614448,0.33833573785046256,0.13375971291727562,0.40488380718897765,0.7106466361854997,0.557938345314975,0.6254899764811289,0.6832369766000468,0.7018206100852339,0.7008938197753278,0.690013260865505,0.6321718233703815,10485.10315459082,4480.387279198596,38344.61577742611,65962.4052598361,59962.81542643933,46491.71880239376,24576.67779134172,7419.846903683553,41090.00519184217,0.6816938417733903
200712,0.10911103542234332,0.04475870155177444,0.3060292816346231,0.49353954433209235,0.5123173347234818,0.4332542384123931,0.2693144859272813,0.09589008144787672,0.13116485013623977,0.04969091119270297,0.3473890159394141,0.5573914510034914,0.581824760354107,0.5119471521305881,0.3401832796296203,0.1348628664072009,0.40526592658780863,0.7145309817387233,0.563645308080187,0.625127911452417,0.6825848570627088,0.7016921904620302,0.7001607549218146,0.6912925804946337,0.6321493076459964,10746.980807220709,4441.4967494756775,38299.38420078835,66306.1092173195,60175.11603217337,46577.01707726679,24786.56336116543,7411.500570087029,41183.46872743994,0.6815395904209193
200801,0.10671127193281901,0.04446114900343794,0.3050831413876881,0.4928239556101213,0.5125936657601919,0.43457349455429206,0.27142814448805563,0.09634415364750837,0.12852461254864478,0.04930854180254474,0.3461532945330629,0.5574928088295724,0.5830683181132658,0.5150589576644964,0.34403080233508,0.1365379759199173,0.40615978736448627,0.7128918746001279,0.559050223769269,0.621132203198601,0.6800656821169694,0.6996362793930267,0.6985963725239749,0.6906208136824913,0.6303348004549726,10119.458694613231,4497.442522191884,38529.92823192962,67196.53962643728,61013.882288116474,47391.55475711843,25158.28867227192,7530.922104219971,41683.22492234096,0.6793219076005961
200802,0.10641282565130261,0.044176573648809225,0.303809887175015,0.49196967555672205,0.5117489134124428,0.4345149700598802,0.27130260560795866,0.09623970961543024,0.1307949231796927,0.04906236010014757,0.34568680380845285,0.5582009246734368,0.5842600878765076,0.5170688622754491,0.34652502950774144,0.13765746957367558,0.40686817218402804,0.6999372253609542,0.5596146628299762,0.6211734934753461,0.6802741328189923,0.699846001131799,0.6986522242434265,0.6906372244360764,0.6304294236552778,10523.201569806279,4465.247633101756,38485.612014584345,67311.28799892997,61296.40680508839,47596.79008383233,25302.901925194157,7675.705430476145,41779.81960726765,0.6794008917109238
200803,0.10529673437015069,0.04324728561932196,0.3018369321858233,0.49068319846995034,0.5109099575743634,0.43415514310722364,0.2715772926800332,0.09641191991601963,0.12957343356667472,0.04821626412585863,0.34426731715138087,0.5582057240611918,0.585148892878232,0.5189350827037571,0.3485832641278127,0.13896008095404722,0.4075791721304817,0.7139348288848862,0.5687203791469194,0.6260943798909178,0.6831455589779453,0.7018752320831786,0.701286012123881,0.6925317169952129,0.6327921918681642,10156.267698886168,4331.368695989364,38082.87375958406,66827.56941364075,60971.033819564174,47651.18891169204,25392.998877881917,7670.275674065388,41580.73226741555,0.6823996447578446
200804,0.11489786164044803,0.04276181015080848,0.30197756593562924,0.4927493867798635,0.5134153457741363,0.4371047104710471,0.27359741197653364,0.09688880489475798,0.14054155150557968,0.047689605046780374,0.34506384482961777,0.5617731911594627,0.5893701396910839,0.5241794179417942,0.35299907994578605,0.14069121920105832,0.4120781361113896,0.7046482184843552,0.5736973356083476,0.6286331537773379,0.6856516468494493,0.7042493969196512,0.7030551799405576,0.6946719459058777,0.6341249329497245,11237.592402485401,4235.21976954982,37769.88475167623,67092.0836877089,61346.04394374248,47747.492223222325,25525.76642494633,7758.978233445938,41836.5826539819,0.6846472364384856
200805,0.10577600612027138,0.04246821914726066,0.3010627764964431,0.4919186712340246,0.5125871320990262,0.43615783475443487,0.2727808211109148,0.0963314747882286,0.13102212558635823,0.04750253121835977,0.3441318369379217,0.5615336368645714,0.5895790365569145,0.5246519842714195,0.3541556223125405,0.14090386932279847,0.41160661799497555,0.7133612485725161,0.5720529801324503,0.6292842885657257,0.6856423121793085,0.7039564764440329,0.7036198475997647,0.6949003095083855,0.6344466527703718,9515.94771597109,4150.198824389695,37611.42544826047,66779.41377672933,61166.287746562775,47475.676036588644,25589.44769393886,7763.884116443922,41589.05050204627,0.6848432088264859
200806,0.1066147859922179,0.043379988811726215,0.30299226858777073,0.4939801375095493,0.5141143963994759,0.4375336957331149,0.27389370354239967,0.09664470160895988,0.13181682131098474,0.04832995236507676,0.3459248178905681,0.5636465495289025,0.5916866062781291,0.5271338148782486,0.35653990888315806,0.14203553216755535,0.4134635872096574,0.7074677147669849,0.573661586557249,0.6307526434259557,0.685843308279979,0.7044952950845407,0.7037326997569626,0.6955387611441639,0.6358598756806245,10147.622388506436,4227.615592385193,38116.50244436421,67572.06921059333,61842.07955904974,48195.57859259811,25958.23550914349,7744.034964025426,42098.29662487173,0.6853149732314922
200807,0.11008735712112652,0.04278271286815397,0.30291529010572565,0.49511623263933324,0.5155939551562251,0.43922109572144874,0.27551867219917014,0.09677898725712375,0.13664218349341561,0.047614204018896496,0.34642755479647025,0.5661279506094471,0.5947380068005682,0.5309205096960832,0.3602196729314132,0.1434223724783594,0.4159889817627402,0.7100276352151599,0.5775987320036983,0.6302135738016137,0.6854983379257934,0.7042915226390626,0.7034220790232322,0.6953933380581148,0.6362763915547025,10631.422943196141,4164.359943265297,37660.0303777887,67655.81956680882,62246.46153205523,48640.91071678619,26484.863031486453,7773.151567782443,42263.87913669267,0.685140168542311
200808,0.10846873991176154,0.042874140740866054,0.30334120629068495,0.49549371380138435,0.5155470313462989,0.4387933880855848,0.27537163050144564,0.09642485248177717,0.13769503927687507,0.04759971353329612,0.34761506999251107,0.5677073032914254,0.5966909463855264,0.5330045421960194,0.3625478227855495,0.1444313317135254,0.41724930387519604,0.7109126984126984,0.5800341970274892,0.6316159295060486,0.6868514083703957,0.7054104701505627,0.704272136881923,0.6972460847739245,0.6385409167266619,10354.279758958355,4104.991219908308,37870.99160089867,67808.75734374399,62409.16431999733,48378.48641654347,26243.966375592612,7780.190054379266,42240.65366797209,0.6864052457831197
200809,0.11851779619697708,0.0420850943927867,0.3023878043988304,0.4945045031111936,0.5145153799435532,0.43863760039727734,0.2758012734893706,0.09659146219920917,0.1510092637737689,0.04681882220343759,0.34759832645654914,0.5686782453589858,0.597982684910626,0.5352241673084758,0.3651155222909209,0.14587225284276595,0.4179680912144091,0.6838900773407931,0.5894483128012855,0.6330288378848395,0.6875029320545232,0.7057080827859481,0.7043570222833861,0.6974024830501012,0.6393914671017901,12027.48674792784,4042.6569568892646,37727.29899564278,67716.77370770762,62298.22333369059,48386.20457106834,26336.54273377661,7846.162986793249,42141.64529494674,0.6868685120646644
200810,0.10623102627383318,0.04172568000089217,0.30005878894767785,0.49287055230364724,0.5134826146170794,0.4382702709103666,0.2760844674406134,0.09620419150340981,0.13488544783453818,0.04644302936354816,0.3460776300884702,0.5689034015847795,0.5991153408267118,0.537451115643882,0.36759569256634345,0.14703044126677778,0.41862995427273597,0.697985197368421,0.5950821862889215,0.6346528786604481,0.6876185400567425,0.705924012664556,0.7044690020399617,0.6984268640523562,0.6409579573814552,10430.157642999104,3986.4175913637937,37597.7467744942,67888.31690440077,62505.014337087945,48549.8947620838,26375.00749307941,8004.19052917846,42232.00472009831,0.6874995835726403
200811,0.10478546125306559,0.04150949713188849,0.3001835052376652,0.4929177957979525,0.5134189531407681,0.43815110900950155,0.27674972517405644,0.09635375831311743,0.13484394323684154,0.046219003191750554,0.34685366176360616,0.5704590838988677,0.600803994744759,0.5396923440663189,0.3699012555206264,0.14826635182127604,0.4197092290424013,0.7051410282056412,0.598736389299637,0.6343445183297243,0.6874905008726095,0.7053181527392751,0.7046710060368959,0.6982525827976097,0.6409630480566724,9755.152786802775,3880.5158025132246,37500.1213550625,67904.458859149,62518.927768997884,48546.769742733435,26768.55258818538,8027.38841282872,42188.54891050658,0.687383563306222
200812,0.12652162652162652,0.040821871285447446,0.29788853453415215,0.49162510158669986,0.5129389026092559,0.4377475989731197,0.2769907110594791,0.09656908016254157,0.16163466163466164,0.04538404935755929,0.3457958800956179,0.5712327237698597,0.6022644570910436,0.5418122841586879,0.3724204751965524,0.14969985223494645,0.4207779554102143,0.6708583126188039,0.5998336106489185,0.6354327572304315,0.6875739394963664,0.705021747726374,0.7049359554049859,0.6979047022380007,0.6407019557213217,13323.014504014503,3759.5900888662477,36932.862607150506,67561.21439532221,62393.98387439302,48420.42673433756,26719.66770466279,8010.730241041743,41989.3466720983,0.687336697662353
200901,0.11669595046854082,0.040049037331646026,0.2942254102590567,0.4881347937195789,0.510399064547639,0.4365736448663936,0.27690680602214757,0.09693014705882352,0.14930555555555555,0.044517761909066256,0.3430608593938143,0.5703644572536376,0.6025729693244827,0.5437403917242675,0.3751256209262928,0.15146139705882353,0.42137810709215334,0.6890123678078509,0.5975454930173508,0.634832938700342,0.6870324255730359,0.7041279597681078,0.7043149851821486,0.698512002488637,0.6401005120424805,11392.48531626506,3726.108797342493,36532.897590050576,67224.8940606582,62093.7048666814,48523.88912196496,26841.56300188551,8016.014715073529,41861.913125975785,0.6869480842349605
200902,0.10805715003980391,0.03978346501514151,0.294441473917818,0.4882853033806048,0.5102365500365039,0.436491867548427,0.27757184347294406,0.09667878743414204,0.1413457912598986,0.04418361073794941,0.34404447740770766,0.5719877144573582,0.6044142372349306,0.5460096634211089,0.37810493732803424,0.15247864345226358,0.422860821834531,0.6929042264443582,0.599370439261697,0.6345130583353673,0.6870799024255142,0.7044454594604672,0.7042203411448019,0.6995422317064776,0.6406753936634415,10672.620920098881,3650.7609576720783,36512.75177800392,66837.49685189471,61817.342335250876,48363.13062906,26825.747372745336,7929.864849621475,41677.09285941391,0.6871576539877564
200903,0.09807228915662651,0.03932876767191317,0.2933424123842852,0.4880470195741132,0.5103955176098998,0.4366600946602936,0.2779827094830955,0.09692197958959728,0.13178532311062433,0.043762837346881564,0.3434323409585869,0.5730523627075351,0.6062794400820692,0.5483188729691623,0.38067255726173116,0.153594681590402,0.42409092903193285,0.6910877819968729,0.5974687227233052,0.6356673424813172,0.6875123498656869,0.7046503819357005,0.7043624475796186,0.6996125360032918,0.6406264741956789,9643.670317634173,3594.155043682738,36027.734265372615,66536.08744233326,61714.07154877146,48090.23567955911,26769.99375673177,7992.786390321518,41475.61089279697,0.6875202471190281
200904,0.12009641569146978,0.03913969933967124,0.2934300041521607,0.4884477264547721,0.5108728336666459,0.43735632520077916,0.27886610695451863,0.09701570704471657,0.15998748804003826,0.04337797967498712,0.343796004053438,0.5743903368088666,0.608091144702238,0.5505355085137372,0.383336189007558,0.1548070661207835,0.4254047542420898,0.658955109544967,0.5984145976667664,0.6360568787911772,0.6881726213205832,0.7048241454858013,0.7047813294101912,0.6996347624249044,0.641271182462564,12527.860620446014,3554.8060694047676,35830.41663884041,66335.11093072314,61906.44063136894,48336.47496183295,26877.288242237326,8015.7371517831525,41457.05062948796,0.6877197606046467
200905,0.1006460584639453,0.038687637643713045,0.2883400214132154,0.4844872836343186,0.5091140766332255,0.43664696368523326,0.27905366635526874,0.09705445105678785,0.12634354086392213,0.04316160022196403,0.3390842300472284,0.572176571059593,0.6083391072428553,0.5522759270679404,0.3859880404216676,0.15622911542605666,0.42667354596535206,0.7259643062751872,0.6039145375765725,0.6347286516300601,0.6871741957673664,0.703657269096146,0.7038312670295189,0.6988920232471196,0.6412778714633689,9870.104383347336,3492.47463887492,35030.098398552764,65547.68607708972,61792.845217304646,48402.323630196755,27214.218312096626,7865.958337690206,41408.89918789692,0.6871733758845193
200906,0.09891552333031221,0.038537898301160535,0.28724818894512255,0.48362185837939303,0.5088718650726808,0.4366550842266907,0.27993936810193737,0.09757107495176731,0.12179266806263087,0.04289641999247533,0.3384425636881725,0.5727943476900615,0.6095382929103371,0.5540789637925378,0.3887215195869452,0.1578255250991955,0.4279551313144826,0.7317535545023697,0.6066386302192851,0.6342154356387757,0.6867405578496804,0.7033707865168539,0.7038863995958038,0.698145453314833,0.6414214428951173,9804.320186267463,3418.056411888982,34882.78580359801,65739.24153196371,62031.10951338194,48224.49416088271,27277.21071005637,8009.015652870299,41489.48295393153,0.6869240046625387
200907,0.09793222286042505,0.0384354417940829,0.2867836949225816,0.4835223468362906,0.5095486007979146,0.43775071301041113,0.2808102748134857,0.09792578600359628,0.12192864892462825,0.0427404920391666,0.3382973640200685,0.5742226732507533,0.6117401335877409,0.5566843276833539,0.39161393899329494,0.1593575748769457,0.4297651050581907,0.7331378299120235,0.6094962714959671,0.6340745001586798,0.6863599974035528,0.7032670838734949,0.7041071038396091,0.6979653606860602,0.6433274598905685,9514.678856340544,3417.931967337771,34754.79814047941,65635.8208120606,61769.20813977526,48562.623229067634,27340.340060440078,7977.207471347876,41466.74378087655,0.6869457261518179
200908,0.0974011152052695,0.0388489462598402,0.2861912419770305,0.4826366601605994,0.5091559326305978,0.43737388921329995,0.28090920230363925,0.09782269269237558,0.12029217073727459,0.04321452525799278,0.3381530448147779,0.5750717195666697,0.6135366558315717,0.5585645484872487,0.393781870622944,0.16057132254108192,0.43108157708095923,0.7335118848342819,0.6094199606239588,0.6334821828163383,0.6858213006188253,0.7034568754553436,0.7036728597016504,0.698062243100411,0.6440434883182975,9183.195617438942,3341.2137133309016,34174.87684119146,64943.72058842793,61525.2451569028,48079.841122089696,27290.087107537725,7980.363770077072,41112.822608158414,0.6867376876175773
200909,0.11821602960843468,0.038483237818095435,0.28472923021506635,0.4818921946575926,0.5090015002500416,0.4377905836477117,0.28241516252282095,0.09874427926720084,0.14434111902466332,0.04271758173233958,0.33726225632434625,0.5759891447835531,0.6149167718429263,0.5607355876279145,0.397056332461275,0.16289829252884794,0.4327642080215305,0.7016574585635359,0.6064814814814815,0.6336874234422378,0.6853421226391928,0.7033661606119441,0.703990407737056,0.6984838387204265,0.6438072444423989,12375.0121295058,3338.510769961695,34027.67902423964,64850.69668505672,61509.9926344867,48167.99687640605,27296.97848713557,8083.583262510623,41146.5274375557,0.6866600127226291
200910,0.1013366066557556,0.038578620425707304,0.28492265395058064,0.4812186538542589,0.5085896895129293,0.43748040194355187,0.28293092766085276,0.09854318418314256,0.125,0.04277681278888333,0.33810091491934563,0.5774065410713534,0.6166775095262266,0.5626001478664369,0.399357903234891,0.1638691580328462,0.4338043253294261,0.7375504710632571,0.604090354090354,0.6323834119095523,0.6843545756106105,0.7028441570611939,0.703721239141728,0.6982531229781516,0.645608557917451,9699.762786415711,3315.336485412312,33720.10232665587,64604.31840308509,61096.65610738959,47787.701957072706,27330.938536132024,8002.156159797312,40848.48853526292,0.6861461794918247
200911,0.11368640285629276,0.03771709531903381,0.2832413260490261,0.4797296583490038,0.5076978116987657,0.43626899591386986,0.2826752701867426,0.09799289488395578,0.1381434096994942,0.0417928706279517,0.33701553159234576,0.5775898497749794,0.6175803470276072,0.5638888251228135,0.401182827923355,0.16473409914702541,0.43368727225037706,0.7055744569484428,0.6001871199126774,0.6323618516723218,0.6835846532445868,0.70221032109553,0.7031728909877794,0.6978978581012805,0.646025027603975,12019.261856590301,3215.5401137453023,33476.90040044621,64710.61495594667,61242.11808478922,47449.2746659933,27217.098760980727,7979.303549853029,40726.32700302573,0.6855733461624464
200912,0.09814511203266146,0.03761711154322079,0.2824346594235806,0.4786579150129342,0.5071223234580635,0.43674053713565825,0.2834414552524818,0.0983210074857527,0.12006943774713087,0.04186553532496612,0.3377174568085295,0.5789277194245938,0.619238630068955,0.5664061157876653,0.4041204733683561,0.16649144259794876,0.43534075635257186,0.7268260727153619,0.5966478696741855,0.6313405064315185,0.6834826861378471,0.7020174674545069,0.7032766035558818,0.6983543301893015,0.6469022487379532,9914.878676825152,3236.821560308762,33667.25062620135,64616.09557536651,61782.004101961684,48085.37862623833,27618.260717156798,8125.283497502493,41002.82027833039,0.6854956753160346
201001,0.11992453925409954,0.03730521201150418,0.2810317590490414,0.47670045498282154,0.5061367970920507,0.4363155008739162,0.283691545023785,0.09850802508455721,0.14543607604121317,0.04175921018941401,0.3378481424251057,0.5799711604327534,0.6211577715613477,0.5687337925677142,0.40716858235762776,0.16795259413437644,0.43674818955361877,0.6948209099709584,0.5972865123703113,0.6299595556238161,0.6827361782071927,0.7014784240859727,0.7034724267713959,0.6987140534415083,0.6478142076502732,13862.898911623857,3172.5265661936774,33574.411938202655,64614.68938826533,61846.962212453545,48099.17466328524,28002.739455157924,8125.433421852991,41033.19271034266,0.6850497859117245
201002,0.1120012517602879,0.03714427580925945,0.2802493428895624,0.47513483523694194,0.5055566205012699,0.43632733961699155,0.2846913993802864,0.09877795380189658,0.13697386950399,0.04155325169449446,0.3377274751159818,0.5806637467924951,0.6224996405808214,0.5706683397738453,0.4100019540518661,0.16956956867109768,0.43817758263283074,0.7049455155071249,0.5968755033016588,0.6282967230086409,0.6821629268676072,0.7010223281782463,0.7030641323956182,0.6989426549655995,0.6468877782825988,12528.549804412454,3167.81109602235,33567.53065509961,64574.63362692117,61714.29154166867,48039.98518444581,27821.03004122119,8012.67977722228,40975.31347535595,0.6845161889111213
201003,0.10400156540455924,0.037122577056554494,0.27957492237138903,0.474898290531992,0.5061495318583412,0.43761405986203206,0.2866295938104449,0.10032292301786239,0.1285262368326648,0.041445483016723295,0.3372410705573763,0.5815989450568262,0.6241624906143775,0.5728830062549646,0.4135033849129594,0.17221055484045797,0.4400533593849728,0.7212292254625274,0.5952768729641694,0.6269721512230674,0.6815173617956011,0.7007971790667034,0.7029952897702136,0.699153229731045,0.6477738261378472,11258.182663144506,3175.9857978935656,33323.52551269321,64619.92320366769,61399.78893923874,49164.700954615204,28005.634689778308,8238.964979789083,41146.38899594576,0.6842331487581428
201004,0.10793903155566309,0.0371013577518156,0.2792954574793098,0.47483094611189464,0.5066923903041428,0.4377734751494784,0.2873829605409824,0.10050856169015608,0.13299692392769502,0.041285127881275654,0.3371161376382335,0.5827063637192391,0.6259565276933537,0.5748415656638889,0.4160752768076094,0.17340240394586162,0.4415831142529145,0.7034902337495997,0.593126022913257,0.6262774622282022,0.681143134641881,0.7008179425780602,0.7032635168046761,0.6994036556394136,0.6487686717803794,11927.897902049563,3151.8321755604675,33201.69538289419,64510.92611232364,61558.51525519018,48864.212471177605,28223.251035706326,8275.505604097349,41136.55646520701,0.6840824537412348
201005,0.11802758839384811,0.037571986741477326,0.279145928756473,0.47455943470183315,0.5065666447137549,0.4382249017394806,0.28817664411379246,0.10090989113642079,0.1450134770889488,0.041491522075934054,0.33661977095571216,0.5830308529945554,0.6266386566740858,0.5761951485109207,0.41814047615739774,0.17449610174972155,0.44249607513118255,0.6918323481998925,0.5917529160505997,0.6261111397229232,0.6810909584639232,0.7007302387154631,0.7037461254230488,0.6988976023654946,0.6492945836485825,12885.62089741557,3229.6191260979326,33044.77610820229,64121.434283014205,61477.68602689152,49055.586231049754,28095.007604069706,8189.619502928179,41050.716722062716,0.6840789543631132
201006,0.09896408102239151,0.037484772393903985,0.2787600208882079,0.4746254762263501,0.5068503044178505,0.4390486162204992,0.28937684911242606,0.10138824804798617,0.1234203125556228,0.04133828903860975,0.3364464797057288,0.5840579866118513,0.6285596666209258,0.5785698115343256,0.42087185650887576,0.17624344289099633,0.4441053114275338,0.7190647482014388,0.5894544851600066,0.6245136587273813,0.6811428247498653,0.7001619667801859,0.703514640575955,0.698744368829675,0.6490964520832413,9985.894485778363,3138.547354747284,32851.661743017656,63994.24096515207,61227.07666177961,47758.61142113306,27985.07674278846,8066.986807387862,40701.01527090316,0.6837372441152124
201007,0.1065797771704856,0.03769762628264412,0.2794328487116741,0.47588996632669317,0.5077174636555696,0.43988624606355975,0.2908477112350833,0.10196967055952588,0.13236633732744726,0.041466130645678806,0.3372218223693681,0.5861936741709265,0.6307651865214497,0.5810440259395159,0.4238925628994717,0.17796757887397593,0.446239603601609,0.7133464825772519,0.5884512683578104,0.6243805441938575,0.6801109894287676,0.6999078481108862,0.7035949308518842,0.698439162260436,0.6499232960771423,11036.410167472497,3069.4377064341393,32564.575719015404,64021.55195599517,61153.78810015338,47611.38510117429,28049.010561754167,8129.441372467519,40644.06144335905,0.6834206784591667
201008,0.10910865810618008,0.03753942019073673,0.278807524924944,0.4758418065608282,0.5085842629115261,0.4409103271647609,0.2927106638568869,0.1064839687737969,0.1365923255988586,0.041319958965006266,0.33720557995737455,0.5881306088787126,0.6336218175474642,0.5847715966138958,0.42868017712752626,0.18636680043541026,0.4505993525827481,0.7057811424638678,0.5851889338731444,0.6252870471895235,0.6805662453463778,0.7003320486496529,0.7038212672445366,0.6983238451657918,0.6508577194752775,11276.300705864684,3142.8193130438085,32379.145073700543,63603.47498453659,61173.12370497078,47632.9335641354,28429.38768926559,8376.65550266058,40784.71364817044,0.6838089801871089
201009,0.10816920836845735,0.03625754451498875,0.2766630008579144,0.47273901528308443,0.5059444475352615,0.43755213382329733,0.28954741081384955,0.10245654997036213,0.13629396888650472,0.03990523525098243,0.33568923921993127,0.5871749088225078,0.6338945988374765,0.5853106612259621,0.42978462616004204,0.1834878575210067,0.449041015692643,0.7113000354233086,0.5823681936041487,0.6249115504682622,0.6802135353883244,0.6997078833254448,0.7030038385243579,0.6986966277829941,0.6503555182617144,11432.396505479348,3035.333162021397,31909.508711573784,62837.98449168548,60605.343587858086,47046.90068083955,28251.7573427089,8236.763462608766,40195.58258006085,0.6833811497621527
201010,0.10917499075101739,0.03545853902663561,0.27416947907339806,0.47039665314593987,0.5035637308025575,0.4360538665006129,0.2888247158049138,0.10131685150748951,0.13725490196078433,0.03894940408153178,0.3336203136120486,0.586138409973365,0.6334269018833587,0.5859089901854361,0.43092684268426845,0.1829054569291897,0.4476887722438481,0.7045069467976957,0.5851193587733055,0.6251674761346508,0.6801953849521329,0.6998365550991454,0.702787891263235,0.6993969211236312,0.6495598591549295,11032.206474287828,2860.2378360343773,31512.407313979384,62239.07170591471,60018.709313972766,46634.764730962015,27968.005509717637,8230.901269582202,39701.03850104098,0.683483748435037
201011,0.1084360334236331,0.03451634839824294,0.27198802608112216,0.46873567272086053,0.5022957063042511,0.4352722287504896,0.28926924343911276,0.1013673614822733,0.1373192414819337,0.038014544162424106,0.33221316786998434,0.5864248606269414,0.6345767200881551,0.587378993900733,0.43343947878920974,0.18421076073401033,0.448093071014406,0.7076002814919071,0.5839545615903443,0.6257774779143562,0.6805357008501994,0.6999393816932714,0.7028507150891853,0.6994385132463424,0.6502921920998287,11120.93803655233,2855.119686081347,31162.63944052896,61946.30762719911,59816.8144102693,46893.066121090036,28120.058512682554,8165.265513094601,39579.387150640716,0.6837749850454975
201012,0.10808823529411765,0.03348663584350945,0.270604902760486,0.46776640172802586,0.5024050029866051,0.4356742833726852,0.29022972775709804,0.10191490212278294,0.13796439628482973,0.03692679296841643,0.33034531118075533,0.5859494780374098,0.6352109849025303,0.588859556935737,0.43585778410335013,0.1857379546837591,0.4482650835741599,0.7074829931972789,0.5861566484517304,0.6256927698100436,0.6805218763415285,0.6995971138526409,0.7027365969454025,0.699008220297691,0.6507583682008368,11439.322639318885,2693.853634733388,30875.05711873381,61305.22664600706,59435.30801450015,46582.30672457482,28209.84190022626,8168.418178022378,39273.191985429425,0.6836925612000838
201101,0.10595282665668289,0.033092540772426376,0.268698847646669,0.4657375903306435,0.5014200384003564,0.43520223012613873,0.29084059999363837,0.10230399279256999,0.13466866342193934,0.03650719295866668,0.32890407382864156,0.585894684736875,0.6358818160027311,0.5902143220077799,0.4383988658102686,0.187313686609284,0.44881495488254025,0.6936395759717314,0.5857701620413485,0.6254564089424124,0.6799364638141566,0.6993746831164441,0.7029768664429444,0.6986485430825716,0.6508957478955321,11331.197566454512,2682.5385535188175,30771.8763364516,61676.90241978693,59851.700065614736,46421.04840639829,28512.682426875206,8160.5166428921575,39391.608470147745,0.6835162467736389
201102,0.12274750900996396,0.03252467668255766,0.26802926857373316,0.46514885973686865,0.5009384275155677,0.43538878156000455,0.2913115691453154,0.10252640845070422,0.15475938096247616,0.03576718654700706,0.3280356062570219,0.5859619666983747,0.6367727792973675,0.5915943467089453,0.44071119339995096,0.18839348591549296,0.4496495323802322,0.6859527921704087,0.587256027554535,0.6241441944949001,0.6796048236824527,0.6989152059946849,0.7027565571683219,0.6983362931115058,0.6520992530265305,13409.222493110028,2660.7447752648154,31109.384003111227,62185.66975570268,60185.72073900561,47022.972343332935,28500.154468556284,8302.11667693662,39728.594213776305,0.6831525119203925
201103,0.10839174379429191,0.03172474030632935,0.26545403400806,0.463503798876285,0.49982531564492494,0.4350522012926034,0.2922039421575505,0.10297988838580605,0.1382488479262673,0.03500015597217456,0.3253843415961514,0.5855012962796365,0.6373431480061722,0.5931226868474838,0.4435447735861866,0.19002053279983153,0.4500353037534951,0.7048946052161487,0.5854473942969518,0.6220196580919324,0.6788827328228112,0.6981855602046463,0.7019839380376472,0.6975263704093803,0.6520961145194274,11502.866630523176,2617.212197024051,31033.79205655763,62299.5605162219,60484.77225527207,47155.257634093796,28768.313077915318,8409.579310133024,39849.53882612666,0.6823861519303995
201104,0.09954769404733059,0.031546988012270016,0.26384348020436055,0.46209955481843573,0.49849424269264836,0.434102888380077,0.2921599971100093,0.10300113745734535,0.1302802681528148,0.03468349507254741,0.3239682398686499,0.5856374388966481,0.6379581882378635,0.594364862221267,0.44554625339799686,0.191084084346837,0.45061026518085817,0.7079107505070994,0.5846092662557169,0.621183983318672,0.6778314305616226,0.6974326021555627,0.7015207677465218,0.6973570324574961,0.6512062521236833,10731.767102818836,2524.408881333392,30752.67055310882,62284.61017970932,60542.41150490797,47157.94407293828,28826.4578016202,8347.98356374136,39810.311648925504,0.6816978226669795
