,Unknown_mort_perc,18–24_mort_perc,25–34_mort_perc,35-44_mort_perc,45-54_mort_perc,55–64_mort_perc,65–74_mort_perc,75+_mort_perc,Unknown_mort_ever,18–24_mort_ever,25–34_mort_ever,35-44_mort_ever,45-54_mort_ever,55–64_mort_ever,65–74_mort_ever,75+_mort_ever,all_mort_ever,Unknown_perc_joint,18–24_perc_joint,25–34_perc_joint,35-44_perc_joint,45-54_perc_joint,55–64_perc_joint,65–74_perc_joint,75+_perc_joint,Unknown_mort_per_capita,18–24_mort_per_capita,25–34_mort_per_capita,35-44_mort_per_capita,45-54_mort_per_capita,55–64_mort_per_capita,65–74_mort_per_capita,75+_mort_per_capita,all_mort_per_capita,all_perc_joint
200605,0.12640364993191744,0.04882343429019758,0.3141212506843842,0.49683522697099736,0.5114461250213755,0.42737026838539843,0.25601486298188575,0.09560116991289236,0.13777431961661568,0.052758296450239266,0.337448023794374,0.5290418184990656,0.5456543882388804,0.46421146032172195,0.28605229365317886,0.11159209884916177,0.3804585487714201,0.7099888080581981,0.5526251226692837,0.6296212549462974,0.683476525917179,0.7008887036749883,0.6971431198142913,0.6834927004183387,0.6246743889597074,10519.131832569983,4321.599608310525,34955.23283860371,58610.95350830832,52985.98953652921,40912.87204790796,19979.39957924647,6443.497530890363,36835.52275148895,0.6803135186507749
200606,0.11996480422349318,0.049143477249825596,0.3143869550105743,0.49775209544018106,0.5122227319137602,0.4285263777313233,0.25694587698821997,0.0957403778976619,0.13296964364276287,0.05336497468890307,0.3386312893591201,0.531405141955677,0.5480277403729955,0.4673639174352789,0.2888931111231746,0.11285976183097038,0.3822365286532168,0.7064691213143611,0.5527784518320796,0.6289595727736919,0.6833810090372883,0.7007169235361808,0.6979212502845005,0.6837446125242964,0.62586415011522,9819.646722393312,4437.942121362089,35485.701115162796,59511.59941685525,53664.571745660636,41271.06403675034,20437.44805385158,6555.187887733822,37311.08338605494,0.6802863177657826
200607,0.1180237708548649,0.049631709213501816,0.3149413789552656,0.49863729991251493,0.5129181371088295,0.42926498631416454,0.25792274009082394,0.09580941626674194,0.13118263694079432,0.054184151328636465,0.34059047647067475,0.5342868452169353,0.5505286203661063,0.47036465292461765,0.2919032437903579,0.11401775352090587,0.38457575294819635,0.7150899139953089,0.5565654149724946,0.629667342382318,0.6844306018333595,0.7018014730595273,0.6994703958054743,0.6850919163938555,0.6272712391553446,9473.699653034106,4513.895822080828,35854.860477500406,59943.42346062793,54195.37086172631,41675.92678078016,20599.644103208066,6575.949374235438,37644.33486221747,0.6814798698428393
200608,0.11648681617716056,0.04954117577408087,0.31471930551514776,0.49846570897346104,0.5129665794612919,0.42947909984430055,0.25848825739404163,0.09568350560489154,0.13063713990804166,0.0540583742821621,0.34153243936628846,0.5360319051913959,0.5527346868590098,0.4726172017291345,0.2949207906382566,0.11516544308799367,0.38624459919018883,0.7188657966811665,0.5554493307839388,0.628080266684097,0.6838476856672091,0.7018259657793038,0.6989491856188547,0.6847044103847357,0.6278324186273977,9411.414825936004,4537.18047480907,36202.41195658882,60696.884353758636,54622.400203888625,42309.21300848127,20865.906711369604,6522.997525112825,38045.014938042485,0.6810274600202492
200609,0.11522051014514356,0.0493190911856237,0.3142700293861207,0.4975831280400013,0.512890714122747,0.42901148317674453,0.25857935364568774,0.09569915868871483,0.1299398185239701,0.05404567470809837,0.34260517794602463,0.5378668488881381,0.5549643171687286,0.47485746406488394,0.29750360160836004,0.11649363836047909,0.3874598453186086,0.7115135834411385,0.5533151464832167,0.6275174681463214,0.6831884865837282,0.7016894348142195,0.6989787514412782,0.6853210818452071,0.6294050776809398,9444.764696018334,4595.174298617123,36553.00421856698,61037.769326780755,54781.78392812896,42243.09954227897,21109.246957447267,6596.48133988147,38173.810613603826,0.6807254560535234
200610,0.12446197991391679,0.04856890006753767,0.3134760827550501,0.49665643513079943,0.5120470987817927,0.42872313462285006,0.2587964132017386,0.09584165607408753,0.13814845578796345,0.05354689210275041,0.343604663134702,0.5394090972248538,0.556858674205613,0.47732544522976134,0.30007468019148215,0.11800565514021116,0.3891686158494672,0.7015015925982102,0.5501078877966914,0.6267313539281558,0.6822792150319948,0.7008161954651547,0.6986754471301354,0.6846934750565716,0.6303253396849456,10984.709997734652,4594.493944898577,36487.013078663185,61419.442866345824,55461.92439948562,42366.428431180684,21505.097331392008,6655.467866870736,38462.48324577191,0.6799685288906984
200611,0.1172981944781799,0.04757179041871253,0.31194901659415186,0.4952270180921135,0.5118185850845508,0.42948993395400653,0.2601238863324194,0.09660241038896328,0.13168974172131812,0.052429940513625324,0.3434834569834818,0.5407763380677965,0.559346407140385,0.4809135036205936,0.30419492589801556,0.12033259630656161,0.39138607759650706,0.7144089732528042,0.5499090357792602,0.6252458832124993,0.6818811283523641,0.7003314411977599,0.6990106347500649,0.6844116619753036,0.6312594025359983,9925.595255444903,4467.240761148647,36853.285808625216,61803.43099524209,55672.05986068255,43039.86430810854,21836.167080868167,6841.959681521389,38817.914286944346,0.6797184120962274
200612,0.1169101865610038,0.04728464685897691,0.31072860037020306,0.49436611587050977,0.5110602036945165,0.4290809936745985,0.2605493153530286,0.09650029457059875,0.13218177315502724,0.052463251822470594,0.34393027357129324,0.5420225756978662,0.5609624419995914,0.4831972605780054,0.30680492754086314,0.12146644479126831,0.3924433647827406,0.7278022947925861,0.555060777470213,0.6250551141214106,0.6822829928104309,0.7006947418510587,0.699623143427178,0.6858404366223094,0.632624645209661,9950.689099389136,4376.187186651719,36697.35309789975,61749.56944524628,55860.20806461027,42921.36640086241,21846.894754501733,6869.12015379686,38765.232256356314,0.6803162345314859
200701,0.12061505832449629,0.04674234034699151,0.3103292540792541,0.4957479394635552,0.5134589502018843,0.43253323253323256,0.2641638333704045,0.09783387588804947,0.13501590668080593,0.051668050941306755,0.3434469696969697,0.5437700259960099,0.5641923901054852,0.4882504882504882,0.31238812451675085,0.1241631349425711,0.395152339210893,0.7402848602074907,0.5571322803553801,0.6253321440307966,0.6821355257006971,0.7013451556888778,0.701031228151946,0.6878370521841984,0.6340378779951867,10450.16610816543,4450.889534883721,36970.98087995338,62897.07731293957,56623.783838084455,43936.06872046872,22359.15050893415,6973.277772659337,39422.508517398834,0.6811657715873798
200702,0.12164283770488371,0.04621200387776994,0.30877134073975443,0.4945707307909074,0.5124563575077151,0.43175875566607413,0.26417759944539565,0.09761622975217527,0.13698687488225073,0.05114526149133525,0.3427544244585574,0.5440541048281045,0.5648176968345772,0.4895894185381763,0.314170771929456,0.12502984157299377,0.39562591986486784,0.7348132851488556,0.5559831181727904,0.6243367394768914,0.6818303831446731,0.7007476952341491,0.7007720191883308,0.6880976521341524,0.6345613487355604,10705.310816185553,4436.365026645328,36762.512435377146,62555.19989980588,56327.06379585327,43673.80583992228,22183.12973855866,6998.410686076811,39205.29999827637,0.6807515553532332
200703,0.11685057370202664,0.04640472492716493,0.30819770946353225,0.49406764874498366,0.5126326069794284,0.4322411022027332,0.26512254045113254,0.09801136363636363,0.13135798127225567,0.05134163898745083,0.34314417750222453,0.5454173832847279,0.5670023683888477,0.4923370401682166,0.3175511737481151,0.12669847945648657,0.3973077613345704,0.7554552294958615,0.5562477097838036,0.6224190438937163,0.6813056529526019,0.7003145566716908,0.7000243591396925,0.6877841412292613,0.6328846253030068,10119.690112981933,4401.6444514980785,36780.93843680932,62461.07133777013,56394.061114990436,43861.08727320023,22428.521515671717,7170.699637051116,39270.05669915373,0.6801090365964851
200704,0.11643727968746492,0.04609780653627304,0.30691911170234115,0.49366880283270576,0.512212202609363,0.4323041994223671,0.26563459756592717,0.09821478142807391,0.13139046678192146,0.05120533037704046,0.34306282647461883,0.5468468693115228,0.5686492709132771,0.4948028480084019,0.3201826075187657,0.12792299888455386,0.3986547718777963,0.7576166602391052,0.5590184049079755,0.6226577241392195,0.6812947023881682,0.7000917723297061,0.6997399108265691,0.6882618067803253,0.6315329667506039,9846.22151372954,4483.986956866028,36969.87595254614,62824.31102660649,56787.94119579816,44041.81562388991,22534.386531394128,7141.23322414411,39484.82873292717,0.6800892805426878
200705,0.12475422334577264,0.045680476071045854,0.30534585422379273,0.4921168221851406,0.5113339573453476,0.4317859009438313,0.2653130847401557,0.09663452954829495,0.14116608482805665,0.05057684853735835,0.3421283601610812,0.5469236774694014,0.5694341040919069,0.49624312109939434,0.3218203057964872,0.12735325041163284,0.39834703781566294,0.7262785461563204,0.5596456201647118,0.6233220924880468,0.6813804498778497,0.7003015009503835,0.7000363126303872,0.6889027431421446,0.6334616371567873,11988.60117972794,4459.643904329784,37132.99561443765,63621.523931387295,57727.501344179334,44734.97750176776,22909.48609546061,7292.43474379575,39944.872408698044,0.6803532365432896
200706,0.11009193701785903,0.04574175357543228,0.3057132490121739,0.4928435851321932,0.511785099047396,0.4324057156672818,0.26563304301274526,0.09669182346532848,0.1265983303392159,0.05087701418849294,0.3429549357020208,0.5484309691175665,0.5712852149272346,0.4984101043302086,0.32420676591100955,0.12850671149210544,0.3995603031981426,0.7558072566711461,0.5587325164005447,0.6268983112623011,0.684775796538897,0.7033067072516002,0.7024609134469066,0.6905860010851872,0.6345144022431812,9936.422022614393,4494.026650134185,37204.95636422855,63913.69589845015,58207.79017386754,45029.35060336464,23283.78081310355,7260.112441523999,40143.241767135405,0.6833535609567487
200707,0.1135709871939656,0.04663247592606205,0.3066151907343322,0.4936657355609974,0.5126192428215284,0.4331340984929046,0.26695707563646826,0.09691736048991949,0.13051074982421002,0.05161407060180604,0.3441648068080826,0.5503808047448945,0.5736204164266473,0.5012620243726547,0.3273984424764214,0.12967532020721315,0.4014567041961334,0.7485928705440901,0.5586273796532072,0.6240586787951089,0.6827348024392957,0.7017028498955535,0.7008338977311209,0.6898091133004927,0.6319793092956032,10301.759902836078,4634.437334253128,37770.864452744354,64530.88124533511,58737.18035753127,45473.393418527616,23481.473241621632,7295.399072062596,40547.313865601165,0.6814381203702463
200708,0.11785507036123603,0.04601973086015639,0.3074338440613104,0.4945088300220751,0.5131056298933747,0.43315988892241947,0.2678134564400725,0.09672718024961853,0.13976135209632962,0.051168394253500636,0.3461663703349365,0.5528998595223761,0.5758987538046287,0.5035862451571211,0.3303614383835075,0.13051175711099808,0.40250645198675966,0.7176488690567779,0.5572980982958755,0.6260521530472601,0.6845346495477627,0.7028675623621364,0.7019676007374984,0.6910963747205076,0.6322176155324097,11467.77825330045,4588.426134297145,37946.41453975408,65016.474611178004,59146.77975028236,45819.15266156392,23745.40477311578,7283.437341054032,40706.86759552662,0.6827444870116485
