,auto_total,credit_card_total,first_mortgage_total,he_revolving_total,other_total,student_loan_total,inquiries_12_months,number_accounts_opened_within_12_months,mort_10%_orig_vant3,mort_25%_orig_vant3,mort_50%_orig_vant3,auto_10%_orig_vant3,auto_25%_orig_vant3,auto_50%_orig_vant3,Miscellaneous_perc,Current_perc,30 DPD_perc,60 DPD_perc,90 DPD_perc,120 DPD or Collections_perc,Foreclosure Started_perc,Closed-Positive_perc,Closed-Severe Derogatory_perc,Closed-Bankruptcy_perc,auto_derog_perc,credit_card_derog_perc,first_mortgage_derog_perc,he_revolving_derog_perc,other_derog_perc,student_loan_derog_perc,bankruptcy_new,foreclosure_new,perc_3rd_party_collection_accts,total_amount_3rd_party_collections,coll_perc,coll_amt,Unknown_total,18–24_total,25–34_total,35-44_total,45-54_total,55–64_total,65–74_total,75+_total,national_per_capita,AZ_per_capita,CA_per_capita,FL_per_capita,IL_per_capita,MI_per_capita,NJ_per_capita,NV_per_capita,NY_per_capita,OH_per_capita,PA_per_capita,TX_per_capita
200803,8033575220.5,8552093701.5,93713465046.5,6725724981.5,5603303369.0,6095763130.0,3697328.0,2427482.0,588.0,647.0,717.0,532.0,597.0,670.0,0.013036767241571382,0.9116360143009579,0.020037311878916424,0.009480375487643897,0.006122333814409964,0.014477209225089532,0.012029435127143486,0.0,0.01094302278373335,0.0022375301405340845,0.036542728914876414,0.10047546536461438,0.03926007349290101,0.019078478432132128,0.08367592429386451,0.07670288141593191,2675.0,4223.0,0.27567229098455437,3011.032597412898,0.047628369452559716,18193.529249243387,981624148.0,2739155700.0,20641934123.0,35856633660.0,35525769669.5,22747673653.0,7639198174.5,2591936321.0,59854.639057587876,74849.36214374226,99405.39567021267,65712.22991212118,58441.48380984797,50059.38760626653,70099.18053451211,89347.51593212746,55558.63332952163,44962.2188683488,43698.64480742668,42529.77473979056
200806,8045006640.5,8638437137.5,94469586072.0,6872130396.5,5603314383.5,6149755670.5,3577960.0,2341138.0,601.0,656.0,724.0,544.0,610.0,681.0,0.01500409266246943,0.905985624986959,0.020109901406090796,0.009520023548165458,0.0058775873020751246,0.01478358448529875,0.01428134812910035,0.0,0.01215414440347722,0.002283693076363811,0.03815574234018558,0.10837714584225623,0.04291365732152374,0.02326108386729882,0.08541850461030802,0.07688234733747704,3157.0,4505.0,0.27606685367593964,3048.725251109554,0.04556798980767021,19663.500753297598,837145526.5,2682784514.5,20653946219.0,35931119812.5,36010733112.0,23139075583.0,7864391822.0,2659033711.0,60609.5363949397,75925.08075659079,99933.99506694294,66174.91344106867,60207.720974552096,50275.05439010439,71084.25462970222,89383.34755001124,56174.993802713325,45251.66999702647,44336.82292081821,43241.922394877074
200809,8066215575.5,8761597828.5,94198140678.5,7066291928.0,5491833265.0,6427470217.5,3389853.0,2212641.0,567.0,634.0,706.0,541.0,606.0,679.0,0.013640952418580987,0.9012698838368116,0.022215696876649486,0.010997999097587757,0.006387458769920377,0.01688992587630247,0.014393949662916352,0.0,0.011788698876960319,0.0024154345842705926,0.04027364821325931,0.09850246848727519,0.046789740819225954,0.025166831743156367,0.0860989316652169,0.07753147679209764,3275.0,4394.0,0.2769069532574935,3072.5213173088664,0.04623568514980377,22223.986498932263,1101008309.5,2625017114.5,20385701609.5,35614448793.0,36172034197.5,23358667634.0,8062212870.5,2692458964.5,60837.522323281526,75587.83765578849,99482.71630054619,66226.58706149537,60564.384783229565,49648.897877737014,71937.95977806419,89072.57390912165,56582.325005943574,45519.26943725319,44750.46709907572,43625.40896101572
200812,7946161126.0,8841559230.5,93974638179.5,7236188423.0,5297584900.5,6749235901.0,3212581.0,2097512.0,566.0,630.0,703.0,536.0,600.0,673.0,0.014445971397149725,0.8885102254645333,0.02445550096299541,0.013380694702672351,0.008053348466273532,0.020730548191958412,0.014980794449271737,0.0,0.012827711826477642,0.002615204538667932,0.04480725086671242,0.10457174819465798,0.05516720610402869,0.02775706494341517,0.09374683838537945,0.07960111853852951,3390.0,4046.0,0.2792994906753905,3129.8490645186907,0.04907395723799509,25673.883049540025,1304013330.0,2562522192.0,20044250688.5,35314174821.0,36232432170.5,23609872481.0,8240349811.5,2737752266.0,60775.96343521439,74993.1735430511,98666.57413367128,65768.35757327262,60752.736398423665,50034.73355390644,71953.04215326176,88086.13113877,56405.0706380308,45387.97839918825,45022.092417676235,43672.15405130164
200903,7727040956.5,8788746605.0,92678126450.5,7385140877.0,4842377550.0,6949436438.5,3065054.0,1978792.0,598.0,660.0,736.0,537.0,605.0,680.0,0.014241711308697377,0.8802029287331915,0.023484967086862273,0.013304710538571076,0.00930209283805274,0.0264178960978771,0.018006640304863975,0.0,0.012254452371130794,0.002784600720753192,0.04903545893350928,0.1155556604535875,0.06806020302826234,0.035646231518732883,0.06343714927804421,0.07984687757209998,3955.0,5132.0,0.28081665913815074,3170.246835975529,0.05127634642359847,30913.64128274781,829784479.5,2524676730.0,19762659919.5,34632566795.5,35947691969.0,23542363279.0,8344493746.0,2786631959.0,60002.45340341129,75232.41843904066,97314.42593729078,64892.900843851,59780.51507422742,49268.94618827627,71559.6495793033,87195.37943062901,56529.52470337554,44853.764938330736,44661.71585134623,43156.50307681561
200906,7517855413.5,8571858371.5,92203044151.0,7418676639.5,4858291463.5,7075508507.0,2886623.0,1850627.0,618.0,679.0,748.0,543.3000000000002,611.0,686.0,0.01583671266843504,0.8711709963949037,0.02173137448778283,0.012621768421126592,0.008820052381934224,0.03027659226954749,0.022660851204418454,0.0,0.014389669845747945,0.0024919823261037514,0.049167194787524494,0.12148889206597643,0.07833912479256967,0.04011171459011804,0.10619779656618372,0.08342489948475444,4119.0,5406.0,0.28270332045683255,3213.9082235464098,0.05173154403914987,34994.90851179427,495168384.5,2436799494.0,19456747557.5,34149921439.5,35917898207.0,23866479902.5,8504190816.5,2818028744.5,59793.40854171244,73258.7398740415,96476.91733895942,64729.381377720645,59266.608933298194,48871.83168359628,71069.43100618609,85469.73515130984,56584.0175271143,44639.82087279703,44325.16136595532,43141.23140354218
200909,7568437202.0,8473224394.0,91124974862.5,7361459505.0,4746086713.0,7264423400.5,2727374.0,1718738.0,598.0,658.0,734.0,548.0,616.0,691.0,0.01764022892856669,0.8652476921381284,0.02234482073620638,0.012592109186270059,0.008253746709241143,0.033778552980890685,0.022623531590493323,0.0,0.014877752212272775,0.002641565517930547,0.05096645452750365,0.12497103213150193,0.08228998008849793,0.042249471492542025,0.11028318521158044,0.08542744093871046,3943.0,4700.0,0.2831790829922281,3251.776056820713,0.052851174350385874,38024.79369350936,674016956.5,2340165610.5,18908587370.5,33530025209.5,35680642584.0,23948896734.0,8605007160.5,2851264451.5,59494.999749397946,71521.85838435948,95188.14449013982,64215.75728887462,58632.572134591544,48582.901527412505,71793.76241717889,82147.87086976269,56919.850562208114,44570.548031780425,44848.30010910479,43042.66148703558
200912,7486740444.5,8330348527.0,90652372994.5,7334839082.5,4564406296.5,7592991106.5,2655496.0,1692151.0,591.0,650.0,723.0,533.0,595.0,668.0,0.020585762468885806,0.8595037846420112,0.020921871087779202,0.012061059426607854,0.008437666378476365,0.03736071219150792,0.022095477829489816,0.0,0.015647707892402815,0.0033859580828391176,0.053203814190275686,0.13056610656501527,0.08758895087039519,0.044504863341696906,0.11680757986177229,0.0874246422377263,3883.0,4277.0,0.2826956118136588,3273.7813986626265,0.054723365967646195,40384.264813654736,515500559.0,2343823224.5,18841625219.5,33119998735.5,35509835710.5,24035475291.0,8725127665.5,2870312046.0,59152.0550091197,70360.38745077323,93929.74538281366,63318.68572108732,58502.6729908922,47728.02439570278,71871.2747203722,80869.56040669857,56722.19812361602,44330.63589644839,44937.032294617566,42985.8819391262
201003,7279313924.0,7985088516.0,90619839773.0,7252320356.0,4390197168.0,7940226101.0,2539278.0,1645953.0,591.0,648.0,720.0,533.0,597.0,671.0,0.019431548504304636,0.8618395777604637,0.019399565007026866,0.010951863877356565,0.007550170633915823,0.0396776823620182,0.021459525850700226,0.0,0.016082744855331146,0.0036073211488828307,0.05507956947399814,0.13782317212825246,0.08857552515107778,0.04456234248293044,0.12414141350473397,0.08716305357007868,3885.0,4259.0,0.28377906137184117,3305.393136108915,0.054604171520800535,43000.7446683539,566698026.0,2345288011.5,18558697735.5,32544202150.0,35213025978.5,24455813664.5,8871792519.0,2911467753.0,59177.34851470579,68902.12389985372,92705.00425026186,62358.44362577362,58354.285725839065,47778.04811904242,72525.08429850172,79257.97708879516,57123.10717747104,44307.213170441726,45400.49417742378,44953.49659100278
201006,7224342869.0,7782900626.5,89125617523.0,7110507196.0,4260379068.5,8004135117.5,2507317.0,1635755.0,592.0,648.0,722.0,551.0,616.0,683.0,0.01854954782214552,0.865403702857651,0.019839627389563925,0.01012463089963024,0.0066463709404240975,0.03799866069099571,0.021038443344645028,0.0,0.016445508549920513,0.003953507505024013,0.053198425582643816,0.13707555013197753,0.08535580743703478,0.04467930061004891,0.1269278962752936,0.0893106661751703,4934.0,4529.0,0.28405840778229513,3350.178784906064,0.05294381614430565,41916.08195418211,462906005.5,2260260019.5,18229740502.5,31992643462.0,34733052441.0,24008289852.0,8912436227.0,2908553891.0,58401.98828370112,67473.0794454812,91215.22430663896,60601.625825203344,58295.69768410819,47062.17602546175,71696.81274538199,76637.9594795539,56959.53670824584,44094.873094132236,45062.96764106799,42766.57088810251
201009,7281432506.0,7657351253.0,87884145323.0,7017280690.5,4121522016.5,8199900498.5,2484480.0,1606594.0,614.0,673.0,742.0,548.0,606.0,676.0,0.017043140284832614,0.8684554125170747,0.020161032927291794,0.010203997091053522,0.006418191266917341,0.03551091415748778,0.02118643306442485,0.0,0.016630630951448764,0.004390247739468672,0.05346397218943061,0.13276212777906898,0.08246484077263147,0.04875348444635514,0.13082120326943544,0.09069501540122865,4178.0,4262.0,0.2830855887451162,3379.3437385818333,0.05250581806590815,39248.262786237094,484640246.5,2220251929.0,17937629811.0,31323354443.0,34291084211.5,23950833153.0,9006038699.5,2947799794.0,58031.79653775793,65901.58038757426,89572.38358100451,60084.257923008736,57544.83942358079,46578.97448358769,71335.18820261015,73863.25586800574,57072.692194072886,43916.10906678407,45287.89473684211,42672.30380883252
201012,7300170641.0,7653346514.5,86474177750.0,6930228704.5,3998823325.5,8522785255.0,2507650.0,1674567.0,626.0,686.0,751.0,544.0,594.0,659.0,0.01619262404089474,0.8707674297425209,0.01849108916121091,0.010098276928109535,0.0061695601148149615,0.034203987040453965,0.02191161134149525,0.0,0.01731676080778636,0.004848660822713394,0.05716084513920885,0.132388828413866,0.08215219926158823,0.051054551456614194,0.13512805943544304,0.09147576269654585,3970.0,4181.0,0.2839749181852796,3422.918177338713,0.06521533164113043,29883.93506873672,490783770.0,2221673411.5,17640369711.0,30717057308.5,33803853241.5,23907772473.5,9130328941.0,2967693333.5,56978.466689999266,63721.745853294495,87415.89676955804,58447.30128286549,56299.13800467636,45719.45387521148,70243.9602438633,71454.87232586001,56421.09680044445,43424.57291515063,44650.89742209725,42297.9224287508
201103,7233068306.5,7311876484.0,87485934112.0,6653101121.5,3874455894.5,8803480460.0,2529671.0,1683674.0,604.5,663.0,736.0,542.0,609.0,678.0,0.017135269733334634,0.8743122782527,0.017340120346623106,0.008715670117643156,0.0056303171941428885,0.033782638671535734,0.02120165569465114,0.0,0.01733242048057052,0.004549629508798833,0.05433971806222151,0.13154494637658598,0.07952688589451407,0.05482790962265701,0.1403562548671568,0.08985150885426058,3446.0,3344.0,0.2824113239834971,3469.106757005164,0.04985447681173424,38761.18677085106,516402357.0,2224960165.0,17545134254.0,30771617106.0,33881978788.0,24143369264.5,9252611272.5,3025843171.5,57201.532001432846,63815.466147084255,87737.20822060858,58270.94619479319,56704.709555756395,46042.6366309691,71014.4818765036,71268.51389285103,56360.450031335684,43463.919701583436,44733.74573249249,42309.40560336416
201106,7307655481.5,7280389223.0,87452481370.0,6538658405.0,3752651667.0,8928375945.0,2560265.0,1706551.0,615.0,669.0,737.0,556.0,622.0,688.0,0.017174850468911446,0.87904421319639,0.016837165210954765,0.008449952501541309,0.005000318785872408,0.0325045599213189,0.01963775056490208,0.0,0.016671780488677786,0.004679408861431267,0.05362558497620384,0.12217938433701789,0.07472863451238627,0.05845403939556313,0.13341250279172262,0.09169866519324753,3715.0,2798.0,0.2836804457030858,3498.7819244992456,0.04846376554977057,38299.43573698172,493669096.5,2139149758.5,17401388065.5,30588443553.0,33858484245.5,24321079367.0,9382079390.5,3075918615.0,57103.83031607193,62794.412699370216,86882.69427109337,57770.93000329361,56966.342620577845,45644.18734590865,70310.06158897966,69432.46259921201,56356.70612940818,43504.53226179464,44976.698010491935,42295.20236905144
201109,7427398107.5,7298812468.0,86318628766.5,6686793365.5,3788857212.5,9152488470.0,2569342.0,1709251.0,614.0,669.0,739.0,564.0,626.0,691.0,0.01812588343871737,0.8792201278492038,0.01755012387823438,0.008871380567405584,0.005115242680967526,0.03200829855228039,0.01834161115462628,0.0,0.01662172357275817,0.0041456083058065635,0.05332566920037011,0.115097983703943,0.07242448053028178,0.05655503203540708,0.1339722254048918,0.09021547114825265,3255.0,2669.0,0.28399946873377524,3515.48350254465,0.04812423645988869,37829.06536898291,491459334.5,2114748590.0,17221507920.5,30208228987.0,33552178411.5,24356791312.5,9593897379.5,3134166454.5,56875.71564917877,61894.40177191966,85803.66147436363,57465.175065329866,56903.89424315947,45394.35534007541,70911.38984192131,67529.599292399,56540.45507797194,43523.28781653479,45242.523683572486,42169.753474293684
