,Unknown_count,18–24_count,25–34_count,35-44_count,45-54_count,55–64_count,65–74_count,75+_count,Unknown_SL_count,18–24_SL_count,25–34_SL_count,35-44_SL_count,45-54_SL_count,55–64_SL_count,65–74_SL_count,75+_SL_count,Unknown_SL_mean,18–24_SL_mean,25–34_SL_mean,35-44_SL_mean,45-54_SL_mean,55–64_SL_mean,65–74_SL_mean,75+_SL_mean,Unknown_SL_25%,18–24_SL_25%,25–34_SL_25%,35-44_SL_25%,45-54_SL_25%,55–64_SL_25%,65–74_SL_25%,75+_SL_25%,Unknown_SL_50%,18–24_SL_50%,25–34_SL_50%,35-44_SL_50%,45-54_SL_50%,55–64_SL_50%,65–74_SL_50%,75+_SL_50%,Unknown_SL_75%,18–24_SL_75%,25–34_SL_75%,35-44_SL_75%,45-54_SL_75%,55–64_SL_75%,65–74_SL_75%,75+_SL_75%,Unknown_SL_90%,18–24_SL_90%,25–34_SL_90%,35-44_SL_90%,45-54_SL_90%,55–64_SL_90%,65–74_SL_90%,75+_SL_90%,Unknown_SL_perc,18–24_SL_perc,25–34_SL_perc,35-44_SL_perc,45-54_SL_perc,55–64_SL_perc,65–74_SL_perc,75+_SL_perc
200704,44539.0,176798.0,348802.0,401030.0,416960.0,323735.0,192106.0,198127.0,5778.0,67584.0,102555.0,49195.0,38438.0,17224.0,3224.0,1606.0,13320.365697473175,13490.047378077652,21474.30582614207,21847.280922858015,19330.757219418283,19603.604679516953,16431.38554590571,17220.73785803238,2625.0,3283.75,4659.0,4354.0,4585.25,4031.75,3820.5,4580.0,6134.5,7855.0,11811.0,11166.0,10994.5,10276.0,9121.0,10703.0,15597.0,17123.0,26160.5,26743.0,24346.5,24234.5,19740.5,20988.5,30482.0,31263.0,50421.40000000005,53300.79999999999,46144.600000000006,48216.40000000001,38332.300000000025,39033.0,0.12972900154920408,0.3822667677236168,0.29402067648694674,0.12267162057701418,0.09218630084420568,0.05320400945217539,0.01678240138257004,0.008105911864612092
200705,49842.0,175436.0,348644.0,400917.0,417727.0,325270.0,193462.0,201636.0,6965.0,66311.0,102839.0,49572.0,38646.0,17480.0,3301.0,1612.0,15732.30768126346,13395.469620424967,21447.758447670632,21902.500383280883,19351.12332453553,19637.7147597254,16398.04786428355,17190.325682382136,2669.0,3207.5,4652.0,4334.75,4524.25,3989.0,3773.0,4520.0,7510.0,7690.0,11807.0,11201.0,10913.0,10251.0,8940.0,10683.0,18061.0,17018.0,26118.0,26813.5,24356.0,24317.0,19859.0,21223.0,37453.600000000006,31117.0,50360.399999999994,53539.50000000001,46253.0,48415.3,38477.0,38953.90000000001,0.13974158340355525,0.3779782940787524,0.2949685065568316,0.1236465403063477,0.09251496790966349,0.053739969871183936,0.0170627823551912,0.007994604138149933
200706,47315.0,176622.0,350011.0,401458.0,418537.0,326751.0,194268.0,202861.0,5816.0,66415.0,103623.0,49827.0,38768.0,17630.0,3316.0,1610.0,14498.410247592847,13442.807784386057,21548.558515001496,22056.94115640115,19395.110580891458,19685.929948950652,16418.889324487332,17095.66397515528,2625.0,3238.0,4684.0,4368.0,4494.0,3980.0,3770.25,4334.5,7000.0,7745.0,11892.0,11274.0,10889.0,10369.0,8964.5,10509.0,17125.0,17043.0,26193.0,27168.5,24404.75,24608.0,19685.75,21033.75,33939.5,31177.199999999997,50520.0,54078.0,46423.90000000004,48661.5,38279.0,39038.500000000015,0.1229208496248547,0.3760290337557043,0.2960564096556965,0.12411510045882758,0.09262741406375063,0.05395545843777066,0.017069203368542427,0.00793646881362115
200707,46931.0,176851.0,349937.0,400599.0,418369.0,327252.0,194668.0,203462.0,5579.0,65791.0,103716.0,49835.0,38704.0,17733.0,3337.0,1614.0,14721.059150385374,13522.646456202216,21690.761010837286,22257.807404434636,19486.731836502688,19820.683697061973,16594.37458795325,17241.474597273853,2625.0,3235.5,4730.0,4410.0,4509.0,4000.0,3822.0,4419.25,7000.0,7732.0,11983.0,11375.0,10949.0,10490.0,9037.0,10667.5,17076.5,17108.0,26443.0,27448.5,24521.25,24765.0,20037.0,21164.75,33903.99999999999,31473.0,50867.0,54461.59999999999,46578.700000000004,48746.600000000006,38860.0,39226.600000000006,0.11887664869702329,0.37201372907136515,0.29638477783143824,0.12440120918923911,0.09251163446622479,0.054187598547908035,0.017142005876672077,0.007932685218861507
200708,55144.0,175968.0,347021.0,398640.0,417912.0,328059.0,195386.0,204472.0,10986.0,64395.0,100928.0,48600.0,38064.0,17621.0,3325.0,1628.0,14857.48798470781,13659.474617594533,22071.311489378568,22609.92172839506,19688.81554749895,20049.928324158675,16730.606616541354,17464.558353808356,2949.0,3313.0,4916.0,4537.0,4632.0,4155.0,3855.0,4489.25,7473.0,7828.0,12296.5,11626.0,11101.0,10604.0,9086.0,10736.5,17461.25,17125.0,26908.5,27910.5,24708.25,25000.0,20123.0,21172.75,35987.5,31735.399999999987,51509.0,55274.1,46976.30000000004,49408.0,39194.59999999999,39297.59999999999,0.1992238502828957,0.36594721767594107,0.29084118828543515,0.12191450933172787,0.09108137598346064,0.05371289920410658,0.0170175959382965,0.007961970343127666
200709,53600.0,178203.0,347307.0,398206.0,418261.0,328815.0,196122.0,205135.0,11099.0,65902.0,101172.0,48969.0,38597.0,17846.0,3362.0,1670.0,14948.906838453915,13751.285211374465,22390.116860396156,22958.489697563764,19873.338834624454,20355.137173596326,16942.171326591313,17465.02994011976,3006.5,3265.0,5033.0,4620.0,4716.0,4287.75,4084.5,4670.0,7606.0,7842.5,12484.0,11806.0,11159.0,10738.0,9315.0,10736.5,17523.5,17125.0,27262.0,28364.0,24907.0,25210.0,20455.0,21391.75,35813.4,32084.9,52141.0,56040.60000000001,47363.60000000001,50365.5,38834.7,39477.200000000004,0.20707089552238805,0.3698142006587992,0.29130423515794385,0.12297403856295486,0.09227970095227621,0.05427367972872284,0.017142390960728525,0.008140980330026568
200710,57307.0,179222.0,346683.0,397223.0,418500.0,329694.0,197152.0,206381.0,13516.0,68172.0,101495.0,49397.0,39295.0,18159.0,3447.0,1723.0,14742.049718851731,13999.235903303408,22704.462485836742,23120.64388525619,20178.120498791195,20591.75846687593,17385.353350739773,17604.75739988392,2853.25,3283.75,5051.0,4633.0,4763.0,4327.5,4159.0,4664.0,7327.0,7995.5,12650.0,11865.0,11279.0,10873.0,9454.0,10742.0,17327.25,17267.0,27623.0,28618.0,25338.0,25437.5,21076.5,21577.0,35149.5,32773.9,53002.600000000006,56448.8,47982.19999999998,50706.40000000001,40367.200000000004,40132.79999999999,0.23585251365452736,0.3803774090234458,0.29276024494999753,0.12435584042213065,0.09389486260454002,0.055078345374802086,0.01748397175783152,0.008348636744661573
200711,56711.0,181781.0,348181.0,397693.0,419708.0,331027.0,198238.0,207327.0,12238.0,70488.0,102525.0,50071.0,39856.0,18455.0,3505.0,1756.0,14116.090129106064,13965.381483373056,22829.209890270664,23336.71602324699,20334.211185266962,20770.878786236794,17510.175463623396,17876.761958997722,2658.25,3121.0,5087.0,4659.5,4755.75,4353.0,4188.0,4739.5,6855.5,7870.0,12729.0,11969.0,11261.0,10959.0,9498.0,10748.5,16769.5,17249.0,27815.0,28901.5,25487.0,25681.5,21339.0,21830.0,33536.90000000004,32945.600000000006,53456.0,56911.0,48549.5,51176.80000000004,41378.99999999997,41502.5,0.21579587734301986,0.38776329759435807,0.2944589164830936,0.1259036492973223,0.09496125877991365,0.05575073936567108,0.017680767562223185,0.00846971209731487
200712,58720.0,181663.0,348068.0,397263.0,420099.0,331669.0,198931.0,207863.0,12360.0,70817.0,102936.0,50408.0,40170.0,18623.0,3547.0,1776.0,14002.687378640776,13689.65273874917,22576.6769448978,23255.93770830027,20218.750485436893,20670.642001825698,17607.450239639133,18125.58445945946,2625.0,3031.0,5030.0,4643.0,4746.0,4342.0,4196.5,4809.25,6718.0,7659.0,12562.5,11911.5,11167.5,10902.0,9549.0,10961.5,16727.75,17033.0,27503.25,28750.25,25342.5,25335.0,21365.0,22142.5,33605.3,32265.4,52797.0,56812.30000000003,48056.89999999997,50868.0,41557.20000000002,42299.0,0.21049046321525886,0.3898262166759329,0.295735316087661,0.12688823273247193,0.095620318067884,0.05614935372313964,0.01783030296937129,0.008544089135632604
200801,58588.0,180922.0,348623.0,396667.0,421045.0,333290.0,200764.0,209883.0,12926.0,70433.0,103087.0,50464.0,40131.0,18852.0,3587.0,1814.0,14220.124245706329,13753.129413769115,22587.016345416978,23379.43401236525,20292.81752261344,20714.716953108422,17691.598271536102,18391.054024255787,2625.0,3128.0,5059.0,4741.0,4829.5,4394.0,4152.0,4799.25,6852.5,7665.0,12605.0,12062.0,11366.0,11004.5,9613.0,11040.5,17013.25,17035.0,27493.5,28991.25,25459.5,25490.5,21365.0,22116.75,34216.0,32413.20000000001,52655.40000000001,57080.50000000002,48390.0,50966.8,42006.8,42513.70000000002,0.2206253840376869,0.3893003614817435,0.29569764473370946,0.12722006115961246,0.09531285254545238,0.05656335323592067,0.017866749018748383,0.00864291057398646
200802,59880.0,180933.0,348593.0,396248.0,421273.0,334000.0,201642.0,210755.0,13856.0,70387.0,103404.0,50718.0,40446.0,19037.0,3645.0,1829.0,15183.028651847575,14849.224459062043,23057.68859038335,23709.700362790332,21013.60196311131,21255.322687398224,17962.28477366255,18941.810278840898,3500.0,3500.0,5201.0,4924.0,5044.25,4538.0,4311.0,5054.0,7500.0,8450.0,12898.5,12415.0,11989.5,11415.0,9875.0,11219.0,17635.0,18149.5,28104.25,29550.0,26442.25,26327.0,21753.0,22858.0,36175.5,34851.40000000001,53691.499999999956,57536.0,49726.0,52067.8,42749.2,44755.4,0.23139612558450234,0.38902245582618983,0.29663246249924696,0.12799559871595567,0.0960090012889504,0.05699700598802395,0.018076591186359986,0.008678323171455006
200803,57998.0,180520.0,349278.0,396327.0,421679.0,334749.0,202296.0,211478.0,13535.0,70319.0,103955.0,51086.0,40579.0,19267.0,3674.0,1871.0,15111.445437753971,14914.378660106087,23147.283016689915,23954.360294405513,21174.540501244486,21322.44599574402,17996.346761023407,19284.083912346337,3500.0,3539.0,5269.0,4991.75,5113.0,4530.5,4335.0,5118.0,7430.0,8500.0,12973.0,12575.5,12048.0,11413.0,9883.0,11399.0,17666.0,18216.0,28219.5,29848.0,26615.5,26501.0,21858.25,22979.0,35911.40000000001,34979.200000000026,53873.80000000005,57983.5,50117.80000000002,52367.80000000003,43010.40000000004,45067.0,0.2333701162109038,0.3895357855085309,0.2976282502762842,0.12889861150009965,0.0962319679187249,0.05755655730114205,0.018161505912128763,0.008847255979345369
200804,48121.0,178173.0,347953.0,393415.0,419855.0,333300.0,202162.0,211655.0,12634.0,69753.0,104787.0,51454.0,40261.0,19252.0,3657.0,1836.0,14625.962877948394,14989.697059624676,23181.10341931728,24049.557449372256,21365.297632945032,21517.122844379806,18127.55236532677,19517.530501089324,3176.25,3591.0,5328.0,5014.0,5157.0,4561.75,4256.0,5131.5,7125.0,8550.0,13049.0,12661.0,12135.0,11532.5,9950.0,11375.0,17277.25,18250.0,28363.0,29995.0,26819.0,26743.25,22018.0,23427.5,35318.50000000003,35077.40000000001,53963.600000000035,58262.50000000002,50522.0,52724.50000000002,43548.20000000002,45892.0,0.26254649737121005,0.3914902931420586,0.30115274189330166,0.130788099081123,0.0958926295983137,0.05776177617761776,0.018089453012930225,0.008674493869740852
200805,49671.0,177780.0,349462.0,393809.0,421343.0,335186.0,203724.0,214146.0,11127.0,69309.0,105983.0,51833.0,40476.0,19373.0,3675.0,1841.0,13544.791138671699,15042.841607871993,23224.85764698112,24047.77851947601,21402.296200217414,21547.057193000568,18255.00462585034,19576.467137425312,3055.5,3600.0,5285.0,5000.0,5093.0,4547.0,4162.0,5044.0,6559.0,8593.0,13048.0,12690.0,12121.0,11570.0,9958.0,11426.0,16008.5,18308.0,28387.0,30117.0,26797.5,26772.0,22368.0,23610.0,32257.199999999983,35181.80000000004,54076.80000000002,58286.60000000002,50882.5,52762.8,44390.399999999994,46798.0,0.22401401220027783,0.38985825177185285,0.30327474804127486,0.13161964302491816,0.09606425169042798,0.05779776004964408,0.018039111739412146,0.008596938537259626
200806,50115.0,176971.0,348966.0,392700.0,421272.0,335725.0,204353.0,214735.0,12184.0,68408.0,106005.0,51871.0,40444.0,19448.0,3699.0,1851.0,13788.301707156927,15037.32863115425,23306.905589358994,24143.093192728113,21455.750469785384,21666.368983957218,18417.32468234658,19733.956780118853,3036.75,3621.0,5305.0,5030.5,5103.0,4594.25,4170.0,5062.0,6648.5,8602.0,13067.0,12747.0,12148.5,11640.5,10000.0,11494.0,16250.0,18273.75,28454.0,30231.5,26740.0,27009.25,22396.5,24045.0,32617.700000000008,35199.3,54295.0,58404.0,50922.40000000001,52978.59999999998,44426.200000000004,47369.0,0.24312082210914895,0.3865492086274022,0.30376884854111863,0.13208810797046092,0.0960044816650525,0.05792836398838335,0.018101031059000846,0.008619926886627704
200807,46018.0,176964.0,347787.0,390682.0,420259.0,335651.0,204850.0,215336.0,12669.0,67692.0,106108.0,52117.0,40439.0,19625.0,3747.0,1868.0,14180.062435867078,14863.592433374697,23282.33309458288,24218.33820058714,21442.790771285145,21705.90272611465,18477.672538030423,19945.144004282654,3064.0,3536.0,5250.0,5000.0,5044.0,4561.0,4187.0,5151.25,6929.0,8411.0,12998.5,12726.0,12136.0,11644.0,10067.0,11587.0,16740.0,18021.0,28424.0,30307.0,26780.5,26988.0,22577.5,24314.0,33385.200000000026,34929.90000000003,54344.3,58812.8,50979.40000000003,53192.80000000003,44663.200000000004,47828.29999999998,0.2753053153113999,0.38251847833457653,0.30509478502646736,0.13340005426408177,0.09622399520295817,0.058468468736872524,0.018291432755674884,0.008674815172567522
200808,46465.0,177333.0,347180.0,389345.0,420241.0,336181.0,205446.0,216075.0,13262.0,67343.0,105981.0,51929.0,40301.0,19552.0,3734.0,1876.0,14735.0760066355,14896.742868598072,23385.480822034137,24304.113308555912,21499.88523857969,21739.878733633388,18637.22469201928,19895.037846481875,3166.25,3601.5,5340.0,5048.0,5089.0,4639.75,4300.75,5129.75,7125.0,8457.0,13088.0,12808.0,12178.0,11713.0,10118.0,11507.5,17291.5,18032.0,28502.0,30444.0,26784.0,27119.25,22872.0,24440.75,35851.7,34927.600000000006,54445.0,58824.200000000004,50922.0,53333.0,44809.20000000001,47729.5,0.2854191326805122,0.379754473222694,0.3052623999078288,0.1333752841310406,0.09589973372422014,0.05815914641220057,0.018175092238349736,0.008682170542635658
200809,51275.0,177450.0,346092.0,387954.0,419865.0,336289.0,205891.0,215723.0,16830.0,69099.0,107237.0,52615.0,41301.0,19922.0,3813.0,1908.0,15271.118300653594,15096.546534682122,23803.17632906553,24600.209750071273,21724.37018474129,22029.94458387712,18674.315761867296,19868.896226415094,2917.0,3654.5,5502.0,5171.0,5159.0,4778.0,4359.0,5135.25,7208.0,8625.0,13413.0,13034.0,12261.0,11937.5,10073.0,11424.0,18124.75,18240.0,29067.0,30834.0,27065.0,27446.5,22738.0,24272.25,37529.600000000006,35362.80000000002,55295.40000000001,59348.799999999996,51603.0,53871.70000000002,44530.4,48227.09999999999,0.32823013164310094,0.3893998309382925,0.30985113784773993,0.13562174897023874,0.09836733235682898,0.05924071260136371,0.018519507894954126,0.008844675811109617
200810,45787.0,179338.0,348705.0,388319.0,420727.0,337787.0,206991.0,216581.0,12865.0,72901.0,112118.0,55139.0,43174.0,20842.0,4064.0,1999.0,13533.92701127089,15091.467798795627,24041.331115431956,24863.34625219899,21945.07455876222,22226.577871605412,18636.58341535433,19716.978989494746,2750.0,3597.0,5568.25,5250.0,5206.0,4877.25,4443.0,5127.5,6326.0,8593.0,13539.0,13194.0,12365.5,12024.0,10248.5,11390.0,15484.0,18241.0,29370.75,31186.5,27330.25,27684.0,22727.0,24112.5,32915.60000000001,35500.0,55816.3,59850.0,52159.50000000002,54104.9,44084.40000000001,47329.8,0.2809749492213947,0.4065005743344969,0.3215267919874966,0.1419940821850077,0.10261761189559976,0.061701604857498954,0.019633703880845062,0.009229803168329631
200811,47707.0,179212.0,347674.0,387097.0,420152.0,338365.0,207404.0,216826.0,14981.0,73904.0,111458.0,54850.0,43169.0,20881.0,4099.0,2006.0,14452.716707829917,14858.504384065815,24138.928439412157,24940.97199635369,21918.670041001646,22204.94985872324,18721.90021956575,19726.330508474577,2750.0,3500.0,5607.0,5258.0,5135.0,4859.0,4390.0,5273.75,6667.0,8375.0,13627.0,13260.5,12295.0,12000.0,10134.0,11327.5,16674.0,17978.0,29483.75,31298.0,27288.0,27681.0,22658.5,24113.25,35991.0,35024.09999999999,55936.0,60107.999999999985,52138.200000000004,54183.0,44100.0,47193.0,0.31402100320707654,0.41238309934602596,0.3205819244464642,0.14169575067747878,0.10274614901273825,0.06171146542934405,0.019763360398063683,0.009251658011493087
200812,54054.0,176670.0,345542.0,385139.0,419085.0,338501.0,207451.0,216560.0,18686.0,72820.0,110262.0,54548.0,43004.0,20894.0,4135.0,2002.0,16350.15289521567,14676.99346333425,24112.3291433132,24925.55426413434,21959.937098874525,22272.07102517469,18636.92406287787,19804.887112887114,2946.0,3500.0,5570.0,5236.75,5134.0,4893.5,4339.5,5272.5,7898.0,8250.0,13592.0,13186.0,12259.5,12020.0,10012.0,11387.0,19429.5,17724.5,29386.0,31351.25,27306.0,27703.25,22522.5,24195.75,40214.5,34665.0,55872.80000000002,60153.0,52319.30000000004,54309.0,44091.2,47412.10000000003,0.3456913456913457,0.4121809022471274,0.3190986913312998,0.1416319822194065,0.10261402818044073,0.06172507614453133,0.019932417775763916,0.009244551163649797
200901,47808.0,177008.0,348804.0,385834.0,420759.0,340852.0,208962.0,217600.0,14746.0,74079.0,112524.0,55672.0,43485.0,21323.0,4210.0,2031.0,15240.00610335006,14707.26282752197,24125.86303366393,24983.61892872539,21974.80671495918,22381.18515218309,18864.463657957243,19687.3353028065,2756.0,3500.0,5564.0,5240.0,5115.0,4908.0,4407.5,5247.5,7074.5,8250.0,13533.5,13201.5,12299.0,12056.0,10147.5,11376.0,17492.0,17750.0,29351.0,31459.25,27407.0,27811.5,22858.5,23979.5,37585.5,34662.59999999999,55929.89999999998,60286.300000000025,52472.599999999984,54777.19999999998,44608.1,47010.0,0.3084421017402945,0.41850650818042123,0.32259951147349225,0.1442900314643085,0.10334894797259239,0.06255794303686057,0.020147203797819698,0.009333639705882354
200902,47734.0,175676.0,347862.0,384517.0,420503.0,341287.0,209344.0,218083.0,15989.0,73782.0,112548.0,55703.0,43618.0,21468.0,4226.0,2042.0,15215.38482706861,15797.581767910873,24663.132565660875,25397.916934455952,22623.21624100142,22859.86039686976,19160.818977756742,20173.134182174337,3500.0,4271.0,5735.0,5459.0,5359.0,5080.75,4500.0,5421.5,7539.0,9383.0,13837.0,13665.0,12747.0,12364.5,10402.5,11931.0,17199.0,19058.0,30005.0,32028.0,28185.25,28438.25,23163.5,24587.25,36612.2,36840.700000000026,57139.20000000001,60877.40000000004,54108.30000000003,55990.09999999999,45766.0,48831.200000000055,0.33496040558092766,0.4199890707894078,0.32354209427876574,0.14486485643027486,0.10372815413920947,0.06290306985030195,0.020186869458881075,0.00936340750998473
200903,45650.0,174783.0,348054.0,383670.0,420133.0,341854.0,209826.0,218712.0,15556.0,74015.0,113463.0,56066.0,43764.0,21638.0,4263.0,2045.0,14401.36963229622,15876.125852867663,24721.951261644765,25452.766953233688,22687.55639338269,22971.615676125333,19105.57400891391,20238.295354523227,3500.0,4460.0,5735.0,5473.0,5362.75,5083.0,4471.5,5469.0,7271.5,9500.0,13874.0,13736.0,12768.5,12403.0,10410.0,11939.0,16463.5,19125.0,30081.5,32138.75,28234.5,28497.5,23204.5,24768.0,34964.5,36930.40000000002,57326.600000000006,61151.0,54245.40000000001,56194.09999999998,46137.4,49112.600000000006,0.3407667031763417,0.4234679574100456,0.32599251840231686,0.14613078948054317,0.10416701377896999,0.06329602695887718,0.02031683394812845,0.009350195691137203
200904,54348.0,170824.0,344399.0,380661.0,419026.0,341918.0,210108.0,219583.0,21247.0,71874.0,111560.0,55456.0,43288.0,21638.0,4249.0,2043.0,16511.371205346637,15692.242841639536,24715.672275008965,25519.87148369879,22707.13054426169,22931.47046862002,19048.146622734763,20188.885462555067,3500.0,4499.0,5735.0,5461.0,5378.0,5069.0,4435.0,5385.5,8227.0,9434.0,13892.5,13748.0,12751.0,12427.0,10400.0,11886.0,19261.0,18883.75,30110.5,32224.25,28215.25,28463.5,23102.0,24738.0,40418.600000000006,36465.50000000002,57241.20000000001,61366.0,54383.3,56136.999999999905,46102.600000000006,48867.99999999996,0.39094354898064326,0.420748840912284,0.32392660838155746,0.14568342961322542,0.10330623875368115,0.06328417924765586,0.02022293296780703,0.009303998943451906
200905,34517.0,173001.0,352119.0,384072.0,421436.0,343772.0,210877.0,219959.0,7573.0,74191.0,118793.0,58879.0,44845.0,22408.0,4408.0,2064.0,15382.50191469695,15655.787548354921,24294.846354583184,25312.184683843137,22626.732188649792,22999.5350767583,19263.5,20109.538759689924,3500.0,4500.0,5559.0,5401.0,5351.0,5088.75,4463.75,5317.5,7500.0,9497.0,13559.0,13620.0,12722.0,12469.5,10497.5,11761.0,16837.0,18833.0,29502.0,31909.0,28120.0,28568.75,23327.25,24493.75,37717.80000000002,36179.0,56468.8,60993.200000000004,54125.19999999999,56616.99999999993,46435.200000000004,48702.90000000002,0.2193991366572993,0.42884723209692427,0.33736606090554616,0.15330198504447082,0.10640998870528384,0.06518273739571577,0.020903180527037088,0.009383566937474712
200906,31997.0,172765.0,352695.0,383560.0,421501.0,344487.0,211110.0,219768.0,6319.0,74035.0,120228.0,59581.0,45091.0,22651.0,4427.0,2097.0,13997.833043203038,15659.388127237118,24358.730553614798,25486.333025628977,22733.46137810206,23089.866186923315,19163.297492658687,20289.72436814497,3500.0,4500.0,5591.0,5454.0,5354.0,5129.0,4384.5,5309.0,7000.0,9475.0,13599.0,13755.0,12757.0,12507.0,10443.0,11827.0,14723.0,18815.5,29626.0,32183.0,28281.5,28818.0,23309.0,24704.0,32346.39999999999,36249.600000000006,56558.20000000001,61422.0,54361.0,57120.0,45670.8,49506.4,0.19748726443104042,0.428530084218447,0.3408837664270829,0.15533684430076128,0.10697720764600796,0.06575284408410187,0.020970110369001944,0.009541880528557388
200907,31338.0,170962.0,351596.0,382336.0,420847.0,345016.0,211780.0,220228.0,6208.0,73350.0,120630.0,59942.0,45137.0,22926.0,4455.0,2106.0,14485.292847938144,15511.609243353783,24221.165390035647,25390.800640619265,22690.066730177015,23000.99371892175,19114.96251402918,20222.150997151,3666.0,4494.0,5574.0,5436.25,5332.0,5079.25,4279.5,5220.75,7424.5,9372.0,13515.0,13711.5,12709.0,12453.0,10367.0,11629.5,15292.0,18627.75,29535.0,32103.0,28274.0,28703.75,23294.0,24509.25,33666.80000000002,35825.20000000001,56208.20000000001,61053.10000000004,54342.20000000001,56931.5,45689.399999999994,49126.0,0.19809815559384772,0.4290427112457739,0.34309264041684207,0.15677833110143957,0.1072527545640102,0.06644909221601317,0.021035980734724714,0.009562816717220335
200908,30667.0,169966.0,351335.0,381695.0,420547.0,345926.0,212186.0,220961.0,5930.0,72851.0,121027.0,60204.0,45074.0,23125.0,4480.0,2115.0,14560.164924114672,15453.41619195344,24400.10557974667,25623.49350541492,22743.610285308605,23134.131762162164,19181.947098214285,20298.343735224586,3604.5,4401.5,5630.0,5514.0,5350.0,5124.0,4363.0,5343.0,7317.0,9328.0,13588.0,13849.5,12701.5,12473.0,10408.5,11815.0,15046.75,18563.5,29652.0,32402.0,28280.75,28877.0,23397.25,24291.0,33170.3,35774.0,56626.0,61500.80000000002,54519.0,57200.00000000002,46160.2,49135.20000000002,0.19336746339713698,0.42862101832131133,0.34447749299102,0.15772802892361704,0.10717945913298632,0.06684955741979498,0.021113551318183103,0.009571824892175543
200909,32153.0,168385.0,349799.0,380278.0,419930.0,346716.0,212524.0,220033.0,8128.0,73269.0,121277.0,60788.0,45801.0,23502.0,4565.0,2182.0,16626.359744094487,15607.711337673505,24655.85954467871,25814.375320786996,22826.182856269515,23169.91345417411,19387.257393209202,20219.016040329974,3500.0,4350.0,5702.0,5579.0,5340.0,5142.0,4445.0,5376.0,8251.0,9500.0,13740.0,14000.0,12691.0,12466.5,10506.0,11706.5,17811.5,18823.0,29979.0,32668.25,28409.0,28862.75,23528.0,24298.5,39272.3,35796.0,57311.000000000044,61888.90000000001,54794.0,57243.50000000004,46478.60000000002,48998.80000000001,0.25279134139893633,0.43512783205154854,0.34670482191201235,0.15985147707729608,0.10906817802967161,0.06778458450143633,0.021479926972953645,0.009916694314034713
200910,29328.0,169835.0,350632.0,379632.0,419631.0,347611.0,213052.0,221030.0,7095.0,76712.0,123182.0,61775.0,47071.0,24105.0,4756.0,2297.0,14277.685130373502,15769.17258056106,24704.847104284716,25807.5139781465,22852.495188120072,23191.607135449078,19582.53195962994,20390.763604701784,3000.0,3923.75,5630.0,5531.5,5261.0,5135.0,4510.5,5411.0,7333.0,9298.0,13734.5,13969.0,12600.0,12454.0,10623.5,11762.0,14773.5,19061.0,30068.75,32700.0,28329.5,28943.0,23414.25,24860.0,33153.400000000016,36881.40000000005,57577.600000000035,61839.799999999996,55072.0,57192.80000000003,46371.0,49217.600000000006,0.2419189852700491,0.45168545941649246,0.3513141983618152,0.1627233742150293,0.11217236095522018,0.06934475606353079,0.022323188705104857,0.01039225444509795
200911,33610.0,170029.0,349610.0,378632.0,419275.0,348496.0,213556.0,221812.0,9889.0,78493.0,123561.0,62386.0,47415.0,24338.0,4793.0,2313.0,14451.186368692486,15250.65241486502,24573.9720219163,25756.510867822908,22785.588400295266,23219.035048072972,19645.625704151887,20370.595763078254,2750.0,3557.0,5568.0,5488.0,5208.0,5082.25,4569.0,5349.0,6482.0,8751.0,13625.0,13844.5,12535.0,12388.0,10666.0,11634.0,15033.0,18401.0,29925.0,32593.75,28274.0,28975.5,23506.0,24828.0,34670.80000000005,35649.600000000006,57289.0,61927.5,55056.99999999999,57383.2,46421.80000000001,49009.0,0.29422790836060697,0.46164477824371136,0.35342524527330454,0.1647668448519935,0.1130880686900006,0.06983724346907856,0.02244376182359662,0.010427749625809243
200912,31107.0,169710.0,350127.0,377681.0,418824.0,349260.0,213956.0,221621.0,8631.0,79396.0,124963.0,62949.0,47670.0,24639.0,4836.0,2333.0,12037.332174719037,15508.21590508338,24873.87395469059,26008.07391698041,22953.1156492553,23310.32237509639,19856.759511993383,20475.523360480067,2750.0,3750.0,5711.0,5617.0,5264.25,5127.0,4643.75,5344.0,5500.0,9050.5,13805.0,14114.0,12638.0,12420.0,10677.5,11810.0,12364.0,18711.5,30298.0,33004.0,28385.75,29074.0,23709.0,24870.0,26492.0,36145.5,57881.600000000006,62321.40000000001,55297.29999999997,57438.000000000015,46693.5,49573.80000000001,0.2774616645771048,0.4678333627953568,0.35690763637194506,0.1666724034304082,0.11381869233854794,0.070546297886961,0.02260277814130008,0.01052698074640941
201001,34455.0,167939.0,347523.0,375179.0,417889.0,350148.0,214631.0,222926.0,10240.0,78382.0,124541.0,63224.0,47764.0,24973.0,4922.0,2368.0,14873.85986328125,15424.716758949759,24890.354019961298,26073.56775907883,23023.991018340173,23420.058903615904,19873.893742381148,20508.619932432433,2750.0,3750.0,5704.0,5621.0,5303.0,5177.0,4694.0,5372.75,6537.0,8976.5,13777.0,14127.5,12633.0,12501.0,10694.5,11856.5,15375.0,18525.0,30279.0,33040.25,28415.5,29156.0,23677.25,24636.5,36002.4,35905.40000000005,57935.0,62399.80000000006,55509.80000000002,57637.399999999994,46690.30000000002,49522.600000000006,0.297199245392541,0.46672899088359465,0.35836764760893525,0.16851689460230984,0.11429829452318678,0.07132126986302935,0.02293238162241242,0.010622358989081579
