,Unknown_count,18–24_count,25–34_count,35-44_count,45-54_count,55–64_count,65–74_count,75+_count,Unknown_SL_count,18–24_SL_count,25–34_SL_count,35-44_SL_count,45-54_SL_count,55–64_SL_count,65–74_SL_count,75+_SL_count,Unknown_SL_mean,18–24_SL_mean,25–34_SL_mean,35-44_SL_mean,45-54_SL_mean,55–64_SL_mean,65–74_SL_mean,75+_SL_mean,Unknown_SL_25%,18–24_SL_25%,25–34_SL_25%,35-44_SL_25%,45-54_SL_25%,55–64_SL_25%,65–74_SL_25%,75+_SL_25%,Unknown_SL_50%,18–24_SL_50%,25–34_SL_50%,35-44_SL_50%,45-54_SL_50%,55–64_SL_50%,65–74_SL_50%,75+_SL_50%,Unknown_SL_75%,18–24_SL_75%,25–34_SL_75%,35-44_SL_75%,45-54_SL_75%,55–64_SL_75%,65–74_SL_75%,75+_SL_75%,Unknown_SL_90%,18–24_SL_90%,25–34_SL_90%,35-44_SL_90%,45-54_SL_90%,55–64_SL_90%,65–74_SL_90%,75+_SL_90%,Unknown_SL_perc,18–24_SL_perc,25–34_SL_perc,35-44_SL_perc,45-54_SL_perc,55–64_SL_perc,65–74_SL_perc,75+_SL_perc
201002,31955.0,167159.0,348115.0,374902.0,417340.0,350645.0,214938.0,222823.0,9523.0,78461.0,125501.0,63748.0,47979.0,25229.0,4933.0,2388.0,15343.197626798277,16669.35134652885,25495.04381638393,26513.518479011105,23760.878801142168,23860.549883071068,20206.539225623354,20938.057370184255,3813.0,4750.0,5922.0,5845.5,5578.5,5338.0,4868.0,5500.0,7246.0,9898.0,14118.0,14546.5,13127.0,12882.0,10933.0,12374.5,16029.5,20116.0,31025.0,33720.0,29514.5,29756.0,24107.0,25683.0,34764.60000000003,38484.0,59483.0,63120.20000000001,57062.200000000004,58728.00000000001,47389.20000000002,50207.70000000003,0.298012830542951,0.46937945309555573,0.36051592146273503,0.17003910355239502,0.11496381846935352,0.07195026308659756,0.02295080441801822,0.010717026518806407
201003,30663.0,165398.0,348454.0,373859.0,416861.0,351241.0,215072.0,221415.0,9063.0,78205.0,126558.0,64330.0,48110.0,25492.0,4971.0,2394.0,14393.739931589982,16662.18263538137,25405.83456596975,26456.993953054563,23745.24710039493,23872.608426172916,20267.22530677932,20958.784878863826,4411.5,4870.0,5839.0,5823.0,5564.25,5292.75,4862.5,5504.5,6750.0,9999.0,14034.0,14478.0,13125.5,12895.0,10928.0,12339.5,14876.5,20125.0,30882.0,33563.5,29546.75,29772.75,24220.0,25866.25,30990.60000000001,38331.40000000002,59435.600000000006,63214.2,57029.19999999998,58666.8,47682.0,49775.10000000004,0.29556794834164957,0.4728291756853166,0.3631985857530693,0.17207021898630231,0.11541017269545484,0.07257694859085358,0.023113190001487875,0.010812275591084615
201004,28933.0,164684.0,348595.0,372958.0,416219.0,351723.0,215312.0,221802.0,8488.0,78337.0,127539.0,64870.0,48344.0,25727.0,5029.0,2416.0,13617.671654099906,16525.03976409615,25249.34819153357,26188.915122552797,23628.243173920237,23719.620787499513,20208.388745277392,20949.622102649006,4528.75,4894.0,5662.0,5648.75,5462.0,5184.5,4766.0,5500.0,6500.0,9874.0,13843.0,14248.0,13025.0,12755.0,10901.0,12333.0,13596.25,19951.0,30729.0,33239.25,29433.25,29636.0,24236.0,25785.25,27629.9,38030.40000000001,59384.2,62862.399999999994,56964.50000000002,58263.200000000026,47762.79999999998,49521.0,0.2933674351086994,0.47568069757839254,0.36586583284327084,0.1739337941537653,0.11615039198114455,0.07314562880448534,0.023356803150776546,0.010892597902633881
201005,31535.0,162009.0,347793.0,372476.0,416042.0,352634.0,215937.0,222664.0,10147.0,76828.0,127718.0,65132.0,48426.0,25885.0,5085.0,2435.0,16056.95841135311,16415.261896704327,25252.45878419643,26281.33762205982,23684.034898608184,23745.41448715472,20229.802163225173,20978.296098562627,4992.0,4906.0,5628.0,5673.0,5471.25,5119.0,4700.0,5510.0,7671.0,9876.0,13826.0,14271.5,13065.0,12739.0,10885.0,12400.0,16933.0,19834.0,30790.0,33357.0,29549.75,29721.0,24294.0,25873.0,36283.19999999999,37772.500000000015,59384.600000000006,63060.8,57036.0,58597.200000000004,47727.80000000001,49331.2,0.3217694625019819,0.47422056799313617,0.3672241822003318,0.17486227300550908,0.11639690223583196,0.07340471990789317,0.0235485349893719,0.010935759709697122
201006,28091.0,160892.0,348522.0,371672.0,415383.0,353380.0,216320.0,223231.0,8330.0,76741.0,129104.0,65569.0,48539.0,26090.0,5126.0,2449.0,13340.105162064827,16397.457004730197,25412.421427686208,26507.42739709314,23735.33459692206,23878.5004982752,20363.47776043699,20900.017966516945,4674.0,4943.0,5774.75,5767.0,5491.0,5205.25,4730.0,5453.0,6500.0,9886.0,13960.0,14482.0,13135.0,12807.0,10927.5,12222.0,13471.25,19764.0,30844.25,33636.0,29581.5,29704.0,24526.0,25591.0,26146.700000000004,37764.0,59700.79999999999,63442.0,57274.60000000008,58791.30000000003,47996.0,49342.400000000016,0.2965362571642163,0.4769721303731696,0.3704328564624328,0.17641630254633117,0.11685360257882485,0.07382987152640218,0.02369637573964497,0.010970698514095264
201007,28542.0,158949.0,347350.0,370323.0,414644.0,353746.0,216536.0,223743.0,8857.0,75756.0,129098.0,65831.0,48564.0,26271.0,5155.0,2471.0,14599.802077452861,16348.255425312847,25506.079404793258,26609.96328477465,23744.533234494687,23830.377488485403,20447.26925315228,20763.927964386887,4750.0,5000.0,5811.25,5802.0,5503.0,5169.5,4718.5,5468.5,6905.0,9901.0,14005.5,14514.0,13136.5,12762.0,10892.0,12311.0,14751.0,19750.0,30974.75,33798.0,29560.0,29598.0,24637.0,25503.0,30773.60000000003,37372.5,59843.80000000005,63750.0,57079.70000000005,58807.0,49162.80000000001,49010.0,0.31031462406278465,0.47660570371628636,0.3716654671081042,0.17776643632720626,0.11712215780283809,0.07426515070135069,0.02380666494254997,0.01104392092713515
201008,26634.0,157914.0,346741.0,368612.0,412732.0,352972.0,215438.0,214051.0,8413.0,75066.0,129292.0,66125.0,48605.0,26644.0,5244.0,2532.0,14034.974206585048,16334.886926171635,25665.56121801813,26782.290026465027,23883.948071186092,23881.354488815494,20559.49084668192,20564.71327014218,4750.0,5050.0,5962.0,5972.0,5625.0,5215.75,4826.5,5402.75,6750.0,9945.0,14139.0,14720.0,13282.0,12779.0,10936.0,12156.5,14244.0,19749.75,31146.0,33995.0,29715.0,29563.25,24720.0,25380.0,28782.2,37201.0,60074.90000000001,64013.0,57325.2,59195.5,49073.499999999985,48724.000000000015,0.31587444619659083,0.4753600060792583,0.3728777387156408,0.17938916801406357,0.11776406966263822,0.07548474099928607,0.02434110973922892,0.011828956650517867
201009,26098.0,159553.0,347354.0,368512.0,413411.0,354856.0,217018.0,221001.0,7544.0,77818.0,130365.0,66846.0,49300.0,27047.0,5326.0,2575.0,14383.80686638388,16178.684173327507,25792.340559199172,26875.417377255184,23867.907079107506,23936.998484120235,20588.46639128802,20584.35495145631,5191.5,4547.0,5995.0,5946.0,5553.0,5237.5,4745.25,5469.5,8250.0,9750.0,14226.0,14749.0,13187.5,12819.0,10855.0,12159.0,14365.5,19682.5,31319.0,34127.0,29845.5,29615.5,24951.5,25428.0,28197.0,37002.3,60322.80000000002,64363.0,57490.2,59276.20000000007,49422.5,48728.2,0.2890642961146448,0.4877250819476914,0.3753087628183352,0.1813943643626259,0.1192517857531609,0.07621964966070745,0.02454174308121907,0.011651530988547563
201010,27030.0,161851.0,348456.0,369063.0,414313.0,356511.0,218160.0,224247.0,8076.0,81482.0,131200.0,67642.0,50186.0,27446.0,5414.0,2626.0,16587.903665180784,15709.219238604845,25842.333567073172,26880.664468821145,23790.83676722592,24054.88719667711,20503.35260435907,20428.750571210967,5500.0,3833.25,5987.0,5911.0,5500.0,5199.75,4785.0,5376.75,8750.0,9437.5,14256.0,14724.5,13033.0,12768.5,10862.0,12053.5,17320.25,19250.0,31452.25,34193.0,29681.25,29846.0,24764.25,25145.25,35466.5,36088.500000000044,60616.0,64337.0,57490.0,59525.5,49202.5,48469.0,0.2987791342952275,0.5034383476160172,0.3765181256744037,0.18328036134752063,0.1211306427749069,0.07698500186530009,0.024816648331499817,0.011710301587089236
201011,26209.0,163227.0,348758.0,368615.0,413816.0,357420.0,218568.0,224520.0,7539.0,84062.0,132215.0,68401.0,50615.0,27760.0,5469.0,2647.0,16462.818941504178,16079.04449097095,26486.936588132965,27520.455987485562,24292.876736145412,24392.1125,20816.598829767783,20419.647525500568,5500.0,3693.0,6135.0,6046.0,5551.0,5264.0,4868.0,5385.5,8750.0,9500.0,14708.0,15261.0,13323.0,12920.0,11006.0,12044.0,16852.0,19997.0,32382.5,35108.0,30433.0,30320.75,25237.0,25266.5,33765.19999999998,36986.10000000008,61873.00000000003,65711.0,59033.59999999999,60181.500000000015,50097.399999999994,48369.400000000016,0.28764928078141094,0.5150005820115544,0.37910241485499974,0.18556217191378538,0.12231281535755022,0.07766772984164289,0.02502196112880202,0.011789595581685373
201012,25840.0,163946.0,349395.0,368513.0,413513.0,358729.0,219216.0,225129.0,7190.0,85547.0,133503.0,69276.0,51128.0,28141.0,5544.0,2660.0,15968.15090403338,15301.926297824588,26013.309019272976,27052.9645764767,23861.50700203411,24170.1777833055,20780.905844155845,20470.97218045113,5500.0,3500.0,6035.5,5911.0,5472.0,5200.0,4791.75,5352.0,8750.0,8892.0,14357.0,14750.0,13014.0,12782.0,11036.0,11988.5,16133.5,18918.0,31666.0,34430.25,29696.5,30072.0,25215.75,25277.75,32131.700000000048,34970.0,60844.40000000002,64803.5,57898.600000000006,59573.0,50496.19999999996,48996.69999999998,0.27825077399380804,0.5217998609298183,0.382097625896192,0.18798794072393646,0.1236430293606247,0.07844640383130441,0.025290124808408147,0.011815448032017199
201101,26710.0,162242.0,348591.0,367677.0,413017.0,360159.0,220069.0,226433.0,7841.0,84571.0,133494.0,69596.0,51146.0,28414.0,5609.0,2689.0,17219.89988521872,15087.71051542491,25768.122941855065,26893.735114087016,23716.23673405545,24090.84141620328,20777.881618826887,20419.230568984753,5650.0,3500.0,5981.0,5880.0,5480.25,5180.5,4839.0,5250.0,9500.0,8750.0,14211.0,14675.0,12958.5,12742.5,11115.0,12000.0,17806.0,18625.0,31299.5,34167.0,29462.75,30028.0,25291.0,25048.0,36418.0,34463.0,60323.399999999994,64450.0,57323.0,59223.30000000002,50595.999999999985,48783.600000000064,0.2935604642456009,0.5212645307626879,0.38295308828971486,0.18928570457221963,0.12383509637617822,0.07889293339885994,0.025487460750946295,0.011875477514319908
201102,28302.0,160678.0,347130.0,366889.0,412392.0,360781.0,220362.0,227200.0,8660.0,83862.0,133416.0,69802.0,51166.0,28597.0,5660.0,2697.0,19851.07297921478,16173.940282845628,26333.143063800442,27303.376335921606,24402.567916194348,24446.258838339687,21035.709187279153,20659.859844271414,6227.5,4750.0,6142.0,6077.25,5760.25,5298.0,4889.25,5403.0,11999.5,9546.0,14440.5,15025.5,13586.0,13054.0,11255.5,12293.0,21099.75,19934.75,32071.25,34725.25,30356.75,30500.0,25476.25,25596.0,43498.2,36349.90000000001,61634.5,65351.000000000015,59113.0,59980.00000000004,51065.8,48542.200000000004,0.30598544272489575,0.5219258392561521,0.3843401607466943,0.19025372796676923,0.12407127199363713,0.07926415193704768,0.025685009212114612,0.011870598591549295
201103,25823.0,160285.0,348388.0,366819.0,412172.0,362060.0,220945.0,227928.0,7337.0,84104.0,134602.0,70358.0,51313.0,28889.0,5727.0,2708.0,18991.98432601881,16331.598021497193,26392.781221675756,27333.55946729583,24498.573129616278,24423.068572813183,21059.66579360922,20724.50738552437,6321.0,5195.0,6133.0,6093.0,5767.0,5267.0,4818.0,5499.0,12000.0,9792.0,14455.0,15041.0,13618.0,13008.0,11215.0,12359.0,19883.0,20046.25,32181.5,34805.75,30418.0,30467.0,25666.0,25542.25,39555.60000000001,36429.19999999998,61943.600000000035,65410.3,59438.40000000002,59970.8,51545.00000000001,48375.30000000004,0.28412655384734536,0.5247153507814206,0.38635659092735686,0.19180576796730814,0.12449414322176179,0.07979064243495554,0.025920477947000385,0.011880944859780281
201104,24762.0,159413.0,348991.0,366592.0,412085.0,362937.0,221454.0,228580.0,6898.0,83731.0,135278.0,70771.0,51404.0,29001.0,5777.0,2705.0,18357.495650913308,16273.765678183707,26416.762991765107,27353.34194797304,24458.488697377637,24521.82524740526,21057.488661935262,20882.604805914973,6463.5,5308.5,6073.25,6000.0,5691.75,5258.0,4812.0,5459.0,12000.0,9720.0,14453.0,14994.0,13567.5,13000.0,11215.0,12403.0,19500.0,20000.0,32269.75,34855.5,30353.75,30617.0,25753.0,25787.0,37000.0,36250.0,62058.40000000002,65646.0,59304.40000000001,60375.0,51484.20000000001,48426.59999999999,0.27857200549228656,0.5252457453281727,0.3876260419323134,0.19305113041201116,0.12474125483820085,0.07990643004157746,0.026086681658493413,0.011833931227578965
201105,25345.0,158120.0,348908.0,365979.0,411702.0,363364.0,222002.0,229116.0,7219.0,82761.0,135763.0,71073.0,51432.0,29224.0,5811.0,2705.0,19070.2812023826,16111.476770459516,26508.987257205572,27578.668355071546,24630.17905195209,24694.233643580617,21151.17243159525,21123.99630314233,6447.0,5334.0,6155.0,6088.0,5751.0,5336.0,4854.0,5544.0,12000.0,9627.0,14542.0,15150.0,13714.5,13130.0,11430.0,12549.0,20000.0,19915.0,32442.0,35145.0,30638.75,30824.25,26012.5,26046.0,40000.0,35741.0,62207.8,65988.20000000001,59618.700000000004,60773.0,51727.0,48692.2,0.2848293549023476,0.5234062737161649,0.38910830362158505,0.19419966719401932,0.12492531005435971,0.08042623925320065,0.026175439860902153,0.011806246617433963
201106,25119.0,157132.0,349357.0,365683.0,411428.0,364464.0,222893.0,230203.0,6977.0,81809.0,136256.0,71386.0,51461.0,29454.0,5878.0,2720.0,19431.710907266734,16044.297277805621,26656.51442138328,27863.147704031602,24712.04346981209,24714.948869423508,21129.20721333787,21195.835294117645,6500.0,5368.0,6233.0,6225.0,5750.0,5335.0,4814.25,5532.5,12000.0,9664.0,14644.5,15393.0,13768.0,13152.0,11356.5,12648.5,20076.0,19868.0,32568.0,35530.5,30750.0,30750.0,26063.75,26205.75,40490.600000000006,35453.2,62485.0,66692.0,59708.0,61001.90000000002,51724.60000000001,49092.69999999998,0.2777578725267726,0.5206386986737266,0.39001937845813883,0.19521279359445204,0.1250789931652683,0.08081456604767549,0.0263713979353322,0.011815658353713896
201107,24509.0,155819.0,349308.0,365481.0,410774.0,365143.0,223682.0,230896.0,6633.0,80974.0,136582.0,71768.0,51458.0,29641.0,5930.0,2741.0,19022.955073119254,16176.051275718131,26902.999179979794,28056.96863504626,24839.389735318124,24806.711379508113,21329.064249578416,21195.884348777818,6575.0,5468.25,6291.0,6278.0,5771.0,5360.0,4853.5,5512.0,12000.0,9875.0,14763.0,15584.0,13856.0,13168.0,11379.0,12683.0,20000.0,20000.0,32861.75,35822.5,30946.5,30926.0,26367.75,26222.0,39344.600000000006,35527.0,63018.40000000005,67101.70000000003,60101.40000000002,61334.0,52118.500000000015,48912.0,0.2706352768370803,0.5196670495895879,0.3910073631293872,0.19636588495708396,0.12527083018886298,0.08117641581517378,0.02651085022487281,0.011871145450765713
201108,23808.0,154131.0,349426.0,365245.0,410376.0,365934.0,225055.0,232021.0,6005.0,80210.0,136814.0,72247.0,51739.0,30163.0,6074.0,2783.0,18809.285761865114,16164.390063583094,27048.000994050315,28205.605340014117,24897.350528614777,24819.809103868978,21496.242344418835,21228.577793747754,6708.0,5495.0,6343.0,6315.0,5785.0,5367.0,4882.25,5523.5,12000.0,9926.5,14874.0,15705.0,13896.0,13183.0,11400.5,12654.0,19500.0,20000.0,32989.0,36016.0,31120.5,30830.5,26435.5,26198.5,37889.20000000004,35499.0,63265.399999999994,67309.0,60167.200000000004,61404.6,52629.0,49190.00000000006,0.25222614247311825,0.5204014766659529,0.3915392672554418,0.19780421361004258,0.1260770610367078,0.08242743226920701,0.026988958254648865,0.011994603936712625
201109,24145.0,152523.0,348731.0,364439.0,409772.0,366067.0,226024.0,232773.0,6542.0,80017.0,135974.0,72258.0,52082.0,30370.0,6138.0,2821.0,21058.40048914705,16393.251359086193,27363.735574448056,28443.789227490382,25043.104028263122,24991.928449127427,21477.564190289995,21125.747252747253,7143.75,5418.0,6415.0,6342.0,5812.0,5398.0,4885.0,5386.0,13277.0,10000.0,15081.5,15873.0,13898.0,13272.5,11382.0,12462.0,22250.0,20500.0,33398.75,36412.75,31288.25,31029.25,26535.0,26160.0,44868.600000000035,35894.200000000026,63782.7,67784.3,60494.30000000001,61810.70000000001,52735.5,49971.0,0.2709463657071858,0.5246225159484144,0.3899108481895788,0.19827186442724296,0.1270999482639126,0.08296295486891744,0.027156408169043994,0.012119103160589931
201110,23587.0,151541.0,349387.0,364282.0,409450.0,366308.0,227212.0,233789.0,6387.0,80815.0,137803.0,73351.0,52938.0,30708.0,6263.0,2875.0,12402.72256145295,13669.981946420838,22246.700870082655,23350.130114108873,20873.738146511012,21424.913866093528,19178.135558039277,20110.08313043478,0.0,3000.0,3218.0,3024.0,3214.0,3134.0,3403.0,4364.5,0.0,8010.0,10895.0,11070.0,10405.5,10500.0,9763.0,11657.0,14315.0,17166.0,27031.5,29695.5,26035.0,26607.5,23720.0,25376.0,35740.4,31987.0,55106.80000000002,59456.0,52818.600000000035,54771.09999999999,48120.8,48431.19999999999,0.27078475431381693,0.5332880210636065,0.39441364446874094,0.20135773933381282,0.1292905116619856,0.08383109296002271,0.02756456525183529,0.012297413479676118
201111,19399.0,152140.0,349919.0,364026.0,409419.0,366513.0,228988.0,234791.0,3014.0,82685.0,138864.0,74407.0,53484.0,31020.0,6403.0,2909.0,26471.444591904445,16626.318219749654,27386.028862772208,28353.497816065694,25000.377626953854,25071.156221792393,21456.975324066843,20994.349948435887,7261.75,5492.0,6250.0,6147.0,5666.75,5319.0,4855.5,5293.0,15876.5,10387.0,14948.0,15604.0,13721.0,13160.0,11373.0,12354.0,30092.0,20855.0,33472.0,36281.5,31250.25,31001.0,26377.0,26104.0,59723.50000000003,35824.40000000002,64124.89999999998,67858.60000000003,60453.40000000001,61884.000000000044,53293.200000000004,49768.600000000035,0.15536883344502295,0.5434796897594321,0.39684612724659135,0.20440023514803887,0.1306338982802459,0.08463546995604522,0.027962163956189844,0.012389742366615416
201112,18270.0,150538.0,349859.0,363812.0,409182.0,366568.0,230412.0,235291.0,2930.0,81809.0,139096.0,74537.0,53228.0,30912.0,6382.0,2904.0,27582.26791808874,16585.99937659671,27303.876473802266,28215.802822759168,24972.53888930638,25024.488742236026,21448.474146035725,21098.21935261708,7754.0,5467.0,6180.75,6068.0,5617.0,5250.0,4807.25,5397.25,16476.5,10417.0,14870.5,15472.0,13690.5,13091.0,11305.5,12421.5,32302.25,20792.0,33334.0,36098.0,31262.25,30921.75,26502.5,26182.25,63237.399999999994,35636.0,63906.0,67609.40000000001,60387.60000000009,62033.60000000002,53321.80000000001,50481.20000000011,0.16037219485495346,0.5434441802069909,0.3975773097162,0.2048777940254857,0.13008392353524836,0.08432814648305362,0.02769821016266514,0.01234216353366682
201201,17255.0,148313.0,349280.0,363219.0,408265.0,366858.0,232130.0,236403.0,2564.0,80712.0,139079.0,74668.0,53164.0,31058.0,6475.0,2928.0,26335.207098283932,16857.462322826843,27559.87868765234,28557.005089194834,25264.0836656384,25262.219492562304,21823.97667953668,21177.05157103825,7500.0,5500.0,6250.0,6186.75,5688.5,5306.25,4870.5,5418.75,16030.5,10544.5,14975.0,15738.0,13864.5,13263.5,11457.0,12531.0,30262.0,21193.25,33601.5,36485.25,31705.25,31223.25,26800.0,26221.5,60779.60000000017,36073.00000000009,64428.399999999994,68268.90000000001,61271.30000000004,62755.5,53629.200000000004,50853.200000000004,0.14859461025789628,0.5442004409593225,0.3981877004122767,0.20557294634917225,0.13021934282879993,0.08465945951839676,0.027893852582604576,0.012385629623989543
201202,17889.0,145320.0,347100.0,361164.0,406299.0,366258.0,233448.0,236673.0,3115.0,79295.0,139317.0,75380.0,53547.0,31589.0,6687.0,2966.0,28738.854895666133,17521.299779305125,27755.1077470804,28765.89928362961,25742.42118139205,25521.653012124472,22022.278899356963,21333.741739716792,8093.5,5500.0,6250.0,6272.0,5891.5,5342.0,4857.0,5575.5,18197.0,11500.0,15123.0,15981.0,14333.0,13463.0,11537.0,12829.0,34483.0,21931.0,33907.0,36768.0,32404.0,31614.0,27195.5,26480.75,66072.19999999998,37388.600000000006,65066.80000000002,68597.70000000004,62108.0,63052.2,53995.80000000002,50081.5,0.17412935323383086,0.5456578585191302,0.4013742437337943,0.2087140468042219,0.1317921038447055,0.08624794543736929,0.02864449470545903,0.012532059001237996
201203,16979.0,143799.0,347361.0,360915.0,405842.0,366378.0,234496.0,237726.0,2562.0,78806.0,140005.0,75763.0,53640.0,31730.0,6739.0,2997.0,30762.83957845433,17545.082899779205,27700.17180814971,28887.83064292597,25840.5466442953,25612.94695871415,22063.0295296038,21357.622956289622,8492.5,5500.0,6283.0,6345.5,5970.0,5407.0,4852.0,5575.0,18387.5,11742.5,15150.0,16117.0,14455.5,13500.0,11582.0,12841.0,36895.75,21982.75,33875.0,36968.5,32493.5,31805.0,27280.0,26354.0,74263.0,37300.0,64895.40000000002,68840.6,62377.69999999999,63289.00000000002,54209.199999999975,50666.600000000006,0.1508922786972142,0.548028845819512,0.40305330765399683,0.20991923306041588,0.132169662085245,0.08660454503272576,0.028738230076419215,0.012606950859392747
201204,17181.0,138988.0,346585.0,360267.0,405127.0,366543.0,235430.0,239033.0,2899.0,71732.0,136741.0,74220.0,52153.0,31403.0,6748.0,2994.0,28541.4777509486,17434.763201918253,27056.65978016835,28557.375639989223,25685.98303069814,25256.198802662166,21986.6072910492,21288.1706746827,7543.0,5500.0,5913.0,6039.0,5751.0,5228.5,4723.75,5426.5,17757.0,11632.0,14600.0,15698.5,14236.0,13213.0,11526.5,12739.0,34039.0,21750.0,32994.0,36518.0,32232.0,31347.0,27162.5,26233.5,64797.20000000005,37336.40000000001,63777.0,68484.1,62099.20000000001,62461.399999999994,54149.500000000015,50608.70000000001,0.16873290262499271,0.5161021095346361,0.3945381363878991,0.2060138730441589,0.12873247154595965,0.08567344076956865,0.02866244743660536,0.012525467194906144
201205,17550.0,136375.0,346310.0,359864.0,404675.0,366969.0,236669.0,240055.0,3208.0,70187.0,136942.0,74629.0,52210.0,31561.0,6821.0,3018.0,28746.206047381547,17389.92388903928,27068.076338887997,28446.606011068085,25787.40134073932,25243.47406609423,21941.254947954847,21256.09609012591,7340.0,5500.0,5712.0,5752.0,5631.0,5105.0,4519.0,5306.25,17625.0,11719.0,14481.0,15406.0,14129.0,13115.0,11398.0,12652.0,35038.25,21787.0,33029.75,36297.0,32280.75,31250.0,27076.0,26064.5,66755.30000000003,37015.200000000004,64166.0,68535.59999999996,62570.299999999996,62368.0,54038.0,51168.800000000025,0.18279202279202278,0.5146617781851512,0.39543183852617597,0.20738112175710824,0.12901711249768333,0.08600453989301549,0.028820842611410873,0.012572118889421174
201206,16893.0,137046.0,347723.0,360000.0,404599.0,367248.0,237777.0,240334.0,2966.0,75215.0,141732.0,77121.0,53955.0,32207.0,6981.0,3059.0,29657.852326365475,17677.25275543442,28123.372929190304,29545.057610767497,26375.634028356963,25918.12404135747,22316.678269588883,21467.459627329194,8579.25,5593.5,6246.75,6288.0,5950.0,5336.0,4696.0,5390.0,18500.0,12000.0,15310.0,16319.0,14600.0,13542.0,11572.0,12804.0,35341.25,22203.0,34611.5,37749.0,33100.0,32073.5,27440.0,26243.0,67604.0,37176.600000000006,66000.0,70735.0,63596.19999999998,63757.40000000005,54934.0,51387.8,0.17557568223524536,0.5488303197466544,0.40760030253966517,0.214225,0.13335425940251952,0.08769823116803904,0.02935944182994991,0.012728120032954138
201207,16825.0,135567.0,348716.0,360442.0,404370.0,367678.0,238665.0,240667.0,3054.0,75146.0,144561.0,79458.0,55279.0,32833.0,7194.0,3091.0,28458.483628028815,17531.770114177732,27820.254211025105,29150.55616803846,26165.68195879086,25850.515944324306,22291.83555740895,21596.898738272404,7734.25,5585.0,6007.0,6000.0,5751.0,5293.0,4527.25,5405.0,17679.5,12000.0,15023.0,15895.0,14300.0,13497.0,11452.0,12857.0,33379.25,22000.0,34174.0,37241.25,32725.5,31913.0,27249.25,26478.0,65128.80000000001,36950.5,65405.0,70110.3,63243.00000000002,63559.19999999997,54779.19999999999,51458.0,0.18151560178306092,0.5543089394911741,0.4145522430860643,0.22044600795689737,0.136704008704899,0.08929824465972944,0.030142668594054428,0.012843472515966044
201208,16265.0,133669.0,349182.0,360828.0,404315.0,368324.0,239968.0,241026.0,3112.0,74010.0,144839.0,79882.0,55342.0,33135.0,7294.0,3111.0,29307.197300771208,17450.263450885017,27739.419010073252,28933.027515585487,26056.952115933647,25572.483476686284,22228.22319714834,21340.227900996466,7998.75,5525.0,5856.0,5826.0,5599.25,5117.0,4448.25,5317.5,17994.5,12000.0,14891.0,15652.0,14143.0,13220.0,11288.0,12701.0,34958.0,22085.0,34070.0,37039.0,32654.5,31584.0,26912.0,26332.5,67448.50000000001,36875.20000000001,65380.2,69789.60000000003,63249.20000000001,63180.20000000007,54768.6,50818.0,0.19133107900399632,0.5536811078110856,0.41479514980726384,0.2213852583502389,0.13687842400108827,0.08996155558692889,0.030395719429257236,0.01290732120186204
201209,16001.0,134382.0,349238.0,360765.0,403861.0,368766.0,240954.0,241631.0,3010.0,75587.0,145216.0,80339.0,55699.0,33217.0,7375.0,3134.0,29406.108637873753,17452.22780372286,27992.19495096959,29255.220291514706,26268.01226233864,25936.65240690008,22382.92515254237,21477.809189534142,8221.5,5500.0,6099.75,6129.0,5804.0,5332.0,4715.0,5425.5,18500.0,11950.0,15140.5,16018.0,14313.0,13519.0,11517.0,12840.0,35324.75,22534.5,34489.0,37467.5,33045.0,32175.0,27215.0,26330.0,66579.79999999997,37048.60000000008,65748.0,70107.2,63548.600000000035,63828.4,55605.60000000005,50886.7,0.18811324292231735,0.5624786057656531,0.41580813084486795,0.2226906712125622,0.13791626326879794,0.09007609161365202,0.030607501846825536,0.012970190083226077
201210,15282.0,137013.0,349840.0,360506.0,403192.0,369390.0,242295.0,242855.0,2391.0,77089.0,145530.0,79975.0,55530.0,33309.0,7424.0,3157.0,27336.67670430782,17673.24728560495,28600.87549646121,30121.367577367928,26802.69980190888,26349.76742021676,22882.68197737069,21441.954387076337,7493.0,5500.0,6467.0,6565.0,6060.25,5506.0,4888.75,5459.0,15973.0,12000.0,15611.0,16726.0,14700.0,13811.0,11630.0,12704.0,31367.5,22831.0,35143.75,38551.5,33590.25,32669.0,27617.0,26444.0,62845.0,37189.399999999994,66666.40000000002,71522.20000000001,64585.59999999996,64836.80000000002,56374.49999999999,51136.200000000004,0.15645857872006283,0.5626400414559203,0.4159901669334553,0.2218409679727938,0.13772594694339174,0.09017298789896858,0.03064033512866547,0.012999526466409998
201211,15599.0,135633.0,349794.0,360300.0,402647.0,369714.0,243301.0,243015.0,2852.0,76269.0,145945.0,80396.0,55725.0,33588.0,7496.0,3192.0,27831.667251051895,17494.097326567808,28142.14324574326,29784.096547091896,26497.11601615074,26049.5348040967,22744.3325773746,21197.433897243107,7500.75,5500.0,6202.0,6344.75,5852.0,5333.75,4850.5,5349.25,17154.0,12000.0,15210.0,16451.5,14481.0,13573.0,11523.0,12591.5,32925.0,22752.0,34576.0,38254.25,33351.0,32404.0,27419.75,26333.0,62917.8,36934.39999999998,65930.40000000002,71244.0,64123.99999999999,64297.89999999998,56207.5,50886.6,0.18283223283543817,0.5623189046913362,0.4172312846989943,0.22313627532611713,0.13839666010177648,0.09084860189227349,0.03080957332686672,0.013134991667181038
